Gene	Unamputated.dnHIF1a.expressing.adult.zebrafish..sample.1	Unamputated.dnHIF1a.expressing.adult.zebrafish..sample.2	Unamputated.dnHIF1a.expressing.adult.zebrafish..sample.3	Unamputated.wildtype.adult.zebrafish..sample.1	Unamputated.wildtype.adult.zebrafish..sample.2	Unamputated.wildtype.adult.zebrafish..sample.3	X7.days.post.amputation.dnHIF1a.expressing.adult.zebrafish..sample.1	X7.days.post.amputation.dnHIF1a.expressing.adult.zebrafish..sample.2	X7.days.post.amputation.dnHIF1a.expressing.adult.zebrafish..sample.3	X7.days.post.amputation.wildtype.adult.zebrafish..sample.1	X7.days.post.amputation.wildtype.adult.zebrafish..sample.2	X7.days.post.amputation.wildtype.adult.zebrafish..sample.3
ENSDARG00000000018	0.6354017048317507	0.558219638478443	0.6246948072947971	0.5039049057226545	0.5340714517247793	0.5857074273050484	0.368044248168382	0.3518857479544729	0.4277965181646358	0.4911181763087523	0.5073332264116577	0.4755753184686454
ENSDARG00000000019	0.7362382718148565	0.7900496438119842	0.7624764019484749	0.6478070610896638	0.7987840433668967	0.7956331815426568	0.7957781018615113	0.7649386866943587	0.8380170576295891	1.011992586670208	0.7765334985604262	0.9201882006208193
ENSDARG00000000068	0.26251515323152164	0.26171420207016727	0.29708611879171154	0.3740998291637828	0.35139493391549764	0.3343716330054569	0.25808241635237067	0.27572613772101845	0.3166950031014915	0.32323321283553647	0.29600878559405347	0.29471591343572934
ENSDARG00000000069	0.4116142163014462	0.4462274011316942	0.44316112343383124	0.5754354456219278	0.5034736133466996	0.506556057544781	0.45686754813891783	0.47389555506223346	0.4403905382512091	0.4741155632545304	0.4887033187828859	0.5008764803770712
ENSDARG00000000103	1.3096214005421574	1.3772245149476916	1.250059639657775	1.385820042791218	1.594776508784748	1.5437310482646713	1.21600126157382	1.2916773890767974	1.2492176118229967	1.5625396140448564	1.4355835425186487	1.5762833331749746
ENSDARG00000000151	0.018143842092016693	0.08409775411498288	0.014449312341290863	0.023201972845942175	0.059840263250522524	0.03636996953579254	0.07563105100967839	-0.0020653439159845134	0.11198018681609759	0.18377880539446884	0.06731618071201731	0.14455578132669328
ENSDARG00000000161	-0.17712891634512828	-0.1831520668091763	-0.1995768901874272	-0.22070443806917214	-0.21369215590471968	-0.2104893890303542	-0.22117680853337	-0.17419553194485232	-0.197369129880102	-0.2364203025126347	-0.2236400187871082	-0.21999269537305255
ENSDARG00000000175	-0.15091980352946188	-0.16091440125130466	-0.15313202751595129	-0.16791283377740196	-0.15704635645392412	-0.16638953938211792	-0.1451539475313859	-0.1419068890233055	-0.13184744495290143	-0.16420110793159798	-0.1488083997602691	-0.14947384957866866
ENSDARG00000000183	-0.17578400681585296	-0.16801058149757375	-0.17762404663914969	-0.20999157035576077	-0.1832552616539816	-0.15959043402291417	-0.17777601334352888	-0.17762404663914969	-0.2122833225994322	-0.2060357649255473	-0.18893950190061926	-0.20118154866101765
ENSDARG00000000229	-0.1787814651344528	-0.19089935019190987	-0.1995768901874272	-0.198308326602756	-0.14995122795727855	-0.18284860400368008	-0.1928495467053076	-0.19203276493287266	-0.19254909022412958	-0.19192948765876455	-0.2167309027958384	-0.20531882725299197
ENSDARG00000000241	1.0835020655902632	1.0954788856797322	1.0612101687459126	1.002665347813597	1.2703725833873563	1.233295606185918	1.1321041235862546	1.0633586190266893	1.1239142106298896	1.326508886454357	1.4591586669091194	1.2210521935144052
ENSDARG00000000380	-0.20296677689090054	-0.20553301346573744	-0.21719376254876224	-0.22267681206976891	-0.2013491654346186	-0.20891602743638435	-0.21858118471474022	-0.23648824305872798	-0.19254909022412958	-0.23770521033020015	-0.21065794877746652	-0.25430612174274947
ENSDARG00000000394	1.4412958771248325	1.3697508436988284	1.3742999360696195	1.526468726609115	1.4789925503785804	1.5037169546250038	1.175797720589668	1.212324193909343	1.2608321150619723	1.3066300101109618	1.3759158914892646	1.2608321150619723
ENSDARG00000000442	0.6956518436408565	0.6868049397664784	0.672903884591323	0.8491512907983867	0.7987840433668967	0.9807827805017916	0.6935555840967641	0.7129706839992693	0.6543891059220766	0.8925538425045212	0.7437068579715247	0.9582149889072928
ENSDARG00000000460	0.023201972845942175	-0.01801429262191609	-0.0176480628387706	0.03241428238809244	-0.012542563364770677	3.650135545760546e-4	-0.03613088825723178	-0.004361334157752212	0.004814085373734459	-0.046439365658953534	0.01794473843184544	-0.01596755921088998
ENSDARG00000000476	0.1461706081134917	0.12026469108658894	0.1326558397340201	0.21525604310950397	0.18125551681925856	0.22262174187892986	0.1514849698160578	0.07006705676985146	0.09493569804546777	0.16413562470596152	0.10425314586691892	0.13392098426211715
ENSDARG00000000489	0.38357871497212226	0.45154906091142166	0.4247045555746906	0.26749342311566254	0.34605598478968724	0.299924867566776	0.3556683825762095	0.36301350701262824	0.3610988846333537	0.4039951813473343	0.36528301955159354	0.3766013942142993
ENSDARG00000000503	-0.14966284650051725	-0.17832266065129226	-0.1614546314208616	-0.15845905675993996	-0.13535871565023805	-0.14672571742682533	-0.16688077052892872	-0.1685066687311833	-0.15918954087026843	-0.17979099143853233	-0.19451615812371936	-0.1768298374990886
ENSDARG00000000516	0.35604908734891055	0.4121045748849893	0.41141635289580164	0.3599538635301301	0.4254129068497128	0.4151004535300293	0.32323321283553647	0.34877722227190333	0.3970230074601535	0.36014307342013974	0.34322617454314575	0.3394186689222282
ENSDARG00000000529	0.24896844615320102	0.2336001937083545	0.2555177306651718	0.2735737278189325	0.3202423810232291	0.25948039422945823	0.31224681780981495	0.25268298916427867	0.2687491567711901	0.2588622574549272	0.2647955834738474	0.24203746191823003
ENSDARG00000000540	0.8154781689481521	0.760914600873984	0.7580739558087012	0.7685632127440877	0.8421272421099861	0.7986285410610776	0.7448347096739307	0.6982882131499427	0.6543891059220766	0.6533753545132595	0.6151983671135388	0.5617070460183663
ENSDARG00000000551	-0.23681643112539488	-0.22388722911795234	-0.134676811355717	-0.18724586711890148	-0.18576293653205028	-0.1971580519137256	-0.1965400134823223	-0.18607033198012551	-0.20194955435632558	-0.20902628118824698	-0.2087391028110856	-0.18760142170980496
ENSDARG00000000568	1.3143986614707983	1.25090667978574	1.2928160834333076	1.101305971703499	1.3156045421622629	1.3000986707637026	1.1810337957177488	1.2817316601129192	1.2528188969108045	1.455419107609516	1.5159701749691026	1.286422543395343
ENSDARG00000000606	0.1615254897910632	0.14994841785268778	0.13781148612268143	0.15019274380930253	0.25930941282062053	0.21439114285850985	0.14253640590277875	0.14824473979771505	0.18813215087178659	0.06702590588058052	0.17759151188307698	0.11252404728797213
ENSDARG00000000631	0.2577264904467372	0.3843582736374461	0.36918566871350617	0.48721680319204336	0.45686754813891783	0.361489888021601	0.40370746532780755	0.48029882826590325	0.37447766622821854	0.368044248168382	0.35824184319830943	0.3590004661416584
ENSDARG00000000638	0.2655059910233982	0.27456155244453156	0.30147365794908865	0.23760102299382357	0.30366549905908413	0.2864473945573246	0.2908018470829103	0.31197283392843556	0.24642289066966677	0.26641981502659284	0.23072274463451148	0.2517291059136064
ENSDARG00000000651	0.18602568814219947	0.24914668383739408	0.2775271395279795	0.19414678085261844	0.20203579466343108	0.2051810289043378	0.21138937143314304	0.2314181016613556	0.13250317567682346	0.18234463153200312	0.1894574227564214	0.14560446067192356
ENSDARG00000000656	0.40924200156474655	0.47318376660071837	0.34537933676880317	0.8708505321549874	0.9991165497574033	0.9445024150570417	0.5039049057226545	0.3677526446789142	0.4277965181646358	0.5658480557390052	0.4902883075033645	0.5372947475432799
ENSDARG00000000666	0.4471507301178975	0.4188018192027132	0.4703560766376516	0.4440691475055153	0.48572845241958806	0.458201983037517	0.42820249815496725	0.3846392748846237	0.38637352143175174	0.44140809689811283	0.38289718478713863	0.41669859621938227
ENSDARG00000000690	0.30719957260906144	0.3288332915884231	0.3352082146466556	0.30239569112883946	0.24720258727008437	0.29499024427786097	0.5072210799780149	0.4860492019865187	0.4460218291314812	0.44777245481863437	0.477974742705801	0.5454030383229943
ENSDARG00000000729	-0.0816047817858375	-0.07634433807751574	-0.05623299275611386	-0.05025827841149529	-0.08437053469460849	-0.10206320109421524	-0.02428205877931741	-0.0895820553988875	-0.05249513087026317	-0.08042065876772059	-0.0886860473788963	-0.07376427928169378
ENSDARG00000000760	0.07947643429177367	0.06557291568453429	0.07747149325510466	0.03871916714305504	0.014129281796226429	0.10534532609013755	-0.049445203882177234	-0.03689834637875827	-0.046036343079189995	-0.021318188272661614	-0.02476520287814953	-0.019479147706577517
ENSDARG00000000767	0.09222634169078468	0.1143082856268676	0.08110862419136246	0.3638824650274017	0.31540918457055805	0.26277248501515393	0.4585238221476034	0.4319227092028249	0.5532099665720307	0.6690501169109716	0.6798710043005219	0.7214318061934272
ENSDARG00000000779	0.9146580350963077	0.8997492606472708	0.9283030276835411	0.7200345489386184	0.8027992223685556	0.8229768708589031	0.8823284952370885	0.8569313322085902	0.91754616635319	0.8087424468990702	0.8243501877774411	0.8329822608993636
ENSDARG00000000796	1.791812983831091	1.7064701255799992	0.8248110358650054	0.9698684806261046	1.156159242641974	1.5370731908533521	1.3477428768730824	1.3742999360696195	1.002468360687912	1.4658356952447116	1.6350130454625824	1.4943522541287726
ENSDARG00000000853	0.5744214155085157	0.5711378887278526	0.6216226180577925	0.5929105038277964	0.5565003241786913	0.506556057544781	0.7403295223880075	0.6766413493061506	0.7530480131756276	0.7455417755206609	0.7207370491228693	0.6994869802630814
ENSDARG00000000857	0.887016184993445	0.8745466335808275	0.8949585236604682	0.9987230192562506	0.8975240007060081	0.9329330321773242	0.7145965285190804	0.7901884649858197	0.7642123523564333	0.6562821280084383	0.7729177803566396	0.8141041496071042
ENSDARG00000000861	0.18770773280357547	0.2656898523475443	0.22941405835813455	0.2003279085305253	0.19905873869293395	0.1595775558281578	0.20676974995542463	0.1513246155095217	0.229243130170901	0.23984607308014766	0.1676818120397429	0.19214693349824954
ENSDARG00000000887	0.023201972845942175	0.07747149325510466	-0.028043661996971964	-0.030331296277414953	0.018075952632273358	0.002432182681093263	0.09861180229286155	-0.004361334157752212	0.055829443643317364	0.14310289710520702	0.00339754680623748	0.08817265625471778
ENSDARG00000000935	-0.09751369140448937	-0.0783880811196199	-0.09224756320808013	-0.05334500199150335	-0.05803463018570655	-0.0400809665105052	-0.08302971646164163	-0.05854150742464105	-0.0823435301655531	-0.056903754378061104	-0.0756488443664044	-0.05430673446341732
ENSDARG00000000966	0.34547336702947107	0.3667167378868961	0.2992829044312679	0.34923555360933944	0.3396024339516909	0.3877100274853507	0.39449413384397425	0.36168332775088485	0.3692786452923114	0.37930670491835144	0.4219010853704626	0.37233735079378905
ENSDARG00000001057	1.3854800050855716	1.2789033604318258	1.462834438198368	1.4531570532145834	1.4005740886211258	1.4405928276827482	1.2625144286456305	1.362246700761914	1.2563585259033228	1.2197376469518846	1.249776647225736	1.2960578290733793
ENSDARG00000001129	0.377261281350979	0.31197283392843556	0.24468371135371308	0.3423938493846781	0.26946328609305303	0.19583569507554036	0.2616276915441227	0.41141635289580164	0.3227573591948149	0.24301097169887936	0.2893471577192857	0.28414793676550676
ENSDARG00000001162	1.0368841049200666	0.9750295307377619	0.9556390003909008	1.0618509127442985	1.0516714302965897	1.096596119449239	0.8665760273680272	0.9583943999585772	0.912878453894908	0.988957832331473	0.9148462684948666	0.9897212357756311
ENSDARG00000001169	1.1693766181240588	1.2322466781441352	1.2024900953995308	1.1358662205697208	1.1830514126596463	1.0593168476947938	1.0669935492167772	1.045232790419633	1.0391868592615563	0.8406867475194595	0.9102904532240157	0.8477097719873367
