down.overlap..3..
ENSG00000119396
ENSG00000196810
ENSG00000119414
ENSG00000141298
ENSG00000148331
ENSG00000116128
ENSG00000134686
ENSG00000092199
ENSG00000142556
ENSG00000275066
ENSG00000136935
ENSG00000138439
ENSG00000148218
ENSG00000107758
ENSG00000197183
ENSG00000228794
ENSG00000125686
ENSG00000188315
ENSG00000135093
ENSG00000132801
ENSG00000196345
ENSG00000130559
ENSG00000119446
ENSG00000108788
ENSG00000141576
ENSG00000173064
ENSG00000125447
ENSG00000108666
ENSG00000100330
ENSG00000171681
ENSG00000166167
ENSG00000158691
ENSG00000171097
ENSG00000100439
ENSG00000126858
ENSG00000135040
ENSG00000138767
ENSG00000076351
ENSG00000141279
ENSG00000106780
ENSG00000138641
ENSG00000108256
ENSG00000069956
ENSG00000075391
ENSG00000198863
ENSG00000167182
ENSG00000108861
ENSG00000159202
ENSG00000067191
ENSG00000153933
ENSG00000180357
ENSG00000164187
ENSG00000147588
ENSG00000187742
ENSG00000106992
ENSG00000109079
ENSG00000011105
ENSG00000178691
ENSG00000039523
ENSG00000125457
ENSG00000188554
ENSG00000108733
ENSG00000072401
ENSG00000198246
ENSG00000108187
ENSG00000143443
ENSG00000182220
ENSG00000184441
ENSG00000112294
ENSG00000186318
ENSG00000107130
ENSG00000133958
ENSG00000135541
ENSG00000186951
ENSG00000151743
ENSG00000106701
ENSG00000078687
ENSG00000169118
ENSG00000179222
ENSG00000007047
ENSG00000142459
ENSG00000160551
ENSG00000158186
ENSG00000083097
ENSG00000105737
ENSG00000198855
ENSG00000196150
ENSG00000165568
ENSG00000170456
ENSG00000137449
ENSG00000198954
ENSG00000109436
ENSG00000204569
ENSG00000107643
ENSG00000136868
ENSG00000181409
ENSG00000167123
ENSG00000091157
ENSG00000171206
ENSG00000103723
ENSG00000155329
ENSG00000128000
ENSG00000084112
ENSG00000134313
ENSG00000005810
ENSG00000011454
ENSG00000196132
ENSG00000188997
ENSG00000108306
ENSG00000158467
ENSG00000156959
ENSG00000084463
ENSG00000160199
ENSG00000064393
ENSG00000160584
ENSG00000161533
ENSG00000109832
ENSG00000108175
ENSG00000130717
ENSG00000148158
ENSG00000108669
ENSG00000131323
ENSG00000033327
ENSG00000001460
ENSG00000168256
ENSG00000135597
ENSG00000165209
ENSG00000196914
ENSG00000131089
ENSG00000100647
ENSG00000188352
ENSG00000150347
ENSG00000198331
ENSG00000197122
ENSG00000136828
ENSG00000119669
ENSG00000172992
ENSG00000100614
ENSG00000106610
ENSG00000006704
ENSG00000197724
ENSG00000130347
ENSG00000185129
ENSG00000135127
ENSG00000196730
ENSG00000178397
ENSG00000139445
ENSG00000223547
ENSG00000127914
ENSG00000173757
ENSG00000235989
ENSG00000111727
ENSG00000187068
ENSG00000139132
ENSG00000166685
ENSG00000165588
ENSG00000080561
ENSG00000197776
ENSG00000123178
ENSG00000106723
ENSG00000198440
ENSG00000183837
ENSG00000151458
ENSG00000150867
ENSG00000165238
ENSG00000119862
ENSG00000198265
ENSG00000182473
ENSG00000149488
ENSG00000173611
ENSG00000170873
ENSG00000141068
ENSG00000083814
ENSG00000130779
ENSG00000205707
ENSG00000111676
ENSG00000168297
ENSG00000114554
ENSG00000173065
ENSG00000148358
ENSG00000184792
ENSG00000197008
ENSG00000187391
ENSG00000151470
ENSG00000084710
ENSG00000167114
ENSG00000135250
ENSG00000101247
ENSG00000054523
ENSG00000241127
ENSG00000172331
ENSG00000123091
ENSG00000101605
ENSG00000168610
ENSG00000081386
ENSG00000117533
ENSG00000161298
ENSG00000148660
ENSG00000221909
ENSG00000172059
ENSG00000119927
ENSG00000125484
ENSG00000164082
ENSG00000171295
ENSG00000125388
ENSG00000159082
ENSG00000106012
ENSG00000107263
ENSG00000106524
ENSG00000151746
ENSG00000157193
ENSG00000278535
ENSG00000197885
ENSG00000175115
ENSG00000132475
ENSG00000163116
ENSG00000078124
ENSG00000113240
ENSG00000087258
ENSG00000136478
ENSG00000167333
ENSG00000162999
ENSG00000008086
ENSG00000159409
ENSG00000152409
ENSG00000095261
ENSG00000109118
ENSG00000185158
ENSG00000127603
ENSG00000006432
ENSG00000139112
ENSG00000100320
ENSG00000275023
ENSG00000173041
ENSG00000073803
ENSG00000184992
ENSG00000148143
ENSG00000198597
ENSG00000143190
ENSG00000197375
ENSG00000181754
ENSG00000104112
ENSG00000158528
ENSG00000116141
ENSG00000140577
ENSG00000166848
ENSG00000136811
ENSG00000197044
ENSG00000127946
ENSG00000100151
ENSG00000180425
ENSG00000050327
ENSG00000174938
ENSG00000076826
ENSG00000177692
ENSG00000198208
ENSG00000140403
ENSG00000148057
ENSG00000100485
ENSG00000170153
ENSG00000103047
ENSG00000073969
ENSG00000170088
ENSG00000119661
ENSG00000083290
ENSG00000167619
ENSG00000175697
ENSG00000167889
ENSG00000197935
ENSG00000205726
ENSG00000177103
ENSG00000135916
ENSG00000115841
ENSG00000163697
ENSG00000136895
ENSG00000182628
ENSG00000111834
ENSG00000164638
ENSG00000114631
ENSG00000170921
ENSG00000116016
ENSG00000164663
ENSG00000100678
ENSG00000132970
ENSG00000112245
ENSG00000177599
ENSG00000141219
ENSG00000119431
ENSG00000132471
ENSG00000167100
ENSG00000124782
ENSG00000105290
ENSG00000112763
ENSG00000139767
ENSG00000105642
ENSG00000101986
ENSG00000126368
ENSG00000177679
ENSG00000153982
ENSG00000277258
ENSG00000137266
ENSG00000112293
ENSG00000141376
ENSG00000172671
ENSG00000197977
ENSG00000108309
ENSG00000097007
ENSG00000115295
ENSG00000130783
ENSG00000156052
ENSG00000204623
ENSG00000125814
ENSG00000198825
ENSG00000136141
ENSG00000103227
ENSG00000198185
ENSG00000126351
ENSG00000033627
ENSG00000116147
ENSG00000153130
ENSG00000070367
ENSG00000151612
ENSG00000127419
ENSG00000134318
ENSG00000163602
ENSG00000181523
ENSG00000151948
ENSG00000166033
ENSG00000077782
ENSG00000166111
ENSG00000070371
ENSG00000095539
ENSG00000196220
ENSG00000005486
ENSG00000257093
ENSG00000163683
ENSG00000127399
ENSG00000099284
ENSG00000105792
ENSG00000165566
ENSG00000131389
ENSG00000147488
ENSG00000198039
ENSG00000059758
ENSG00000102547
ENSG00000095321
ENSG00000165029
ENSG00000165061
ENSG00000054793
ENSG00000180660
ENSG00000136854
ENSG00000277363
ENSG00000177728
ENSG00000152127
ENSG00000143494
ENSG00000203667
ENSG00000171817
ENSG00000116852
ENSG00000160097
ENSG00000114166
ENSG00000143514
ENSG00000196812
ENSG00000146072
ENSG00000168675
ENSG00000107954
ENSG00000070759
ENSG00000107864
ENSG00000186976
ENSG00000198689
ENSG00000109083
ENSG00000186487
ENSG00000135697
ENSG00000182223
ENSG00000058404
ENSG00000182287
ENSG00000102996
ENSG00000134278
ENSG00000148053
ENSG00000170832
ENSG00000280236
ENSG00000108852
ENSG00000182993
ENSG00000124785
ENSG00000070961
ENSG00000117569
ENSG00000125354
ENSG00000165821
ENSG00000166165
ENSG00000141431
ENSG00000157152
ENSG00000149054
ENSG00000175175
ENSG00000086015
ENSG00000100206
ENSG00000166619
ENSG00000114646
ENSG00000129244
ENSG00000135090
ENSG00000104067
ENSG00000124766
ENSG00000117600
ENSG00000183654
ENSG00000141232
ENSG00000186566
ENSG00000215386
ENSG00000160145
ENSG00000143061
ENSG00000167981
ENSG00000274211
ENSG00000114019
ENSG00000139737
ENSG00000136297
ENSG00000115170
ENSG00000177868
ENSG00000125966
ENSG00000092931
ENSG00000055130
ENSG00000036672
ENSG00000204701
ENSG00000123360
ENSG00000152413
ENSG00000138669
ENSG00000154639
ENSG00000161642
ENSG00000169302
ENSG00000152926
ENSG00000174943
ENSG00000103319
ENSG00000006282
ENSG00000131748
ENSG00000165511
ENSG00000177311
ENSG00000107566
ENSG00000135097
ENSG00000143603
ENSG00000125730
ENSG00000196951
ENSG00000105649
ENSG00000151208
ENSG00000111644
ENSG00000108960
ENSG00000127329
ENSG00000154118
ENSG00000179314
ENSG00000090097
ENSG00000162706
ENSG00000155093
ENSG00000101745
ENSG00000250490
ENSG00000254470
ENSG00000065717
ENSG00000077080
ENSG00000263069
ENSG00000170836
ENSG00000141837
ENSG00000203778
ENSG00000102003
ENSG00000165028
ENSG00000067842
ENSG00000185518
ENSG00000196482
ENSG00000127995
ENSG00000121454
ENSG00000158296
ENSG00000107551
ENSG00000101958
ENSG00000160209
ENSG00000267080
ENSG00000136878
ENSG00000139970
ENSG00000169554
ENSG00000166900
ENSG00000130748
ENSG00000176749
ENSG00000187398
ENSG00000170004
ENSG00000139973
ENSG00000124788
ENSG00000197121
ENSG00000124588
ENSG00000186094
ENSG00000173801
ENSG00000187672
ENSG00000141519
ENSG00000172350
ENSG00000174498
ENSG00000132837
ENSG00000107819
ENSG00000117266
ENSG00000166444
ENSG00000166446
ENSG00000113657
ENSG00000050030
ENSG00000128567
ENSG00000157827
ENSG00000250305
ENSG00000170011
ENSG00000170579
ENSG00000181045
ENSG00000145555
ENSG00000198939
ENSG00000119699
ENSG00000141562
ENSG00000144596
ENSG00000113448
ENSG00000108352
ENSG00000113504
ENSG00000163635
ENSG00000172915
ENSG00000155966
ENSG00000173898
ENSG00000135241
ENSG00000078549
ENSG00000112308
ENSG00000165521
ENSG00000107957
ENSG00000198342
ENSG00000167874
ENSG00000142149
ENSG00000056972
ENSG00000171867
ENSG00000106976
ENSG00000198964
ENSG00000146215
ENSG00000153132
ENSG00000078804
ENSG00000115525
ENSG00000186472
ENSG00000182118
ENSG00000009694
ENSG00000197694
ENSG00000198780
ENSG00000118513
ENSG00000187372
ENSG00000113742
ENSG00000125931
ENSG00000091972
ENSG00000122574
ENSG00000164176
ENSG00000009413
ENSG00000134755
ENSG00000128594
ENSG00000166974
ENSG00000180998
ENSG00000159208
ENSG00000153814
ENSG00000156486
ENSG00000111886
ENSG00000176868
ENSG00000134317
ENSG00000101871
ENSG00000171723
ENSG00000058091
ENSG00000126500
ENSG00000128578
ENSG00000131941
ENSG00000187715
ENSG00000175866
ENSG00000237515
ENSG00000057019
ENSG00000154856
ENSG00000106526
ENSG00000180011
ENSG00000170419
ENSG00000179761
ENSG00000134709
ENSG00000095209
ENSG00000101489
ENSG00000196781
ENSG00000117154
ENSG00000067225
ENSG00000164040
ENSG00000118515
ENSG00000197971
ENSG00000099282
ENSG00000166257
ENSG00000076513
ENSG00000112186
ENSG00000143756
ENSG00000124613
ENSG00000118971
ENSG00000139880
ENSG00000140623
ENSG00000172995
ENSG00000152931
ENSG00000108830
ENSG00000130988
ENSG00000128512
ENSG00000067836
ENSG00000165533
ENSG00000023171
ENSG00000177839
ENSG00000054282
ENSG00000139289
ENSG00000081760
ENSG00000125492
ENSG00000147255
ENSG00000078725
ENSG00000172264
ENSG00000153956
ENSG00000124302
ENSG00000135525
ENSG00000161860
ENSG00000088538
ENSG00000204789
ENSG00000129159
ENSG00000172594
ENSG00000181744
ENSG00000131015
ENSG00000203760
ENSG00000081818
ENSG00000008513
ENSG00000154310
ENSG00000189221
ENSG00000087095
ENSG00000104888
ENSG00000172348
ENSG00000183496
ENSG00000186868
ENSG00000062038
ENSG00000197993
ENSG00000173320
ENSG00000106278
ENSG00000163618
ENSG00000145248
ENSG00000060656
ENSG00000104361
ENSG00000187134
ENSG00000148450
ENSG00000154511
ENSG00000115183
ENSG00000164344
ENSG00000178222
ENSG00000131370
ENSG00000101144
ENSG00000221866
ENSG00000130821
ENSG00000087085
ENSG00000073910
ENSG00000197291
ENSG00000152932
ENSG00000171757
ENSG00000183036
ENSG00000053770
ENSG00000095397
ENSG00000136928
ENSG00000176771
ENSG00000168309
ENSG00000089199
ENSG00000140557
ENSG00000088756
ENSG00000175183
ENSG00000171843
ENSG00000132932
ENSG00000204634
ENSG00000066382
ENSG00000008405
ENSG00000005249
ENSG00000137571
ENSG00000171532
ENSG00000118276
ENSG00000108924
ENSG00000151025
ENSG00000272636
ENSG00000168772
ENSG00000176809
ENSG00000178852
ENSG00000198732
ENSG00000112137
ENSG00000182674
ENSG00000220506
ENSG00000172247
ENSG00000182901
ENSG00000107742
ENSG00000121905
ENSG00000108932
ENSG00000105088
ENSG00000148219
ENSG00000161381
ENSG00000148175
ENSG00000096696
ENSG00000067840
ENSG00000185442
ENSG00000109771
ENSG00000166862
ENSG00000164616
ENSG00000120324
ENSG00000196092
ENSG00000171408
ENSG00000116191
ENSG00000276644
ENSG00000100749
ENSG00000082805
ENSG00000186310
ENSG00000204695
ENSG00000148600
ENSG00000185046
ENSG00000068615
ENSG00000156475
ENSG00000165443
ENSG00000171033
ENSG00000135269
ENSG00000183878
ENSG00000130226
ENSG00000167693
ENSG00000111837
ENSG00000013293
ENSG00000151692
ENSG00000154359
ENSG00000035664
ENSG00000197171
ENSG00000150637
ENSG00000151067
ENSG00000112419
ENSG00000134508
ENSG00000250510
ENSG00000177108
ENSG00000175264
ENSG00000113248
ENSG00000125462
ENSG00000155511
ENSG00000158560
ENSG00000124140
ENSG00000064655
ENSG00000067048
ENSG00000186417
ENSG00000131018
ENSG00000076356
ENSG00000141314
ENSG00000140945
ENSG00000162490
ENSG00000180543
ENSG00000131473
ENSG00000161682
ENSG00000106069
ENSG00000275342
ENSG00000188582
ENSG00000171444
ENSG00000148154
ENSG00000166448
ENSG00000172179
ENSG00000154065
ENSG00000163673
ENSG00000214870
ENSG00000187239
ENSG00000073464
ENSG00000151491
ENSG00000213088
ENSG00000172602
ENSG00000179456
ENSG00000157423
ENSG00000164330
ENSG00000103335
ENSG00000155816
ENSG00000113327
ENSG00000130224
ENSG00000049656
ENSG00000111911
ENSG00000186007
ENSG00000105409
ENSG00000146006
ENSG00000145416
ENSG00000011201
ENSG00000163053
ENSG00000185565
ENSG00000100344
ENSG00000120049
ENSG00000165548
ENSG00000163508
ENSG00000133019
ENSG00000091513
ENSG00000110900
ENSG00000142449
ENSG00000162873
ENSG00000105499
ENSG00000143320
ENSG00000171885
ENSG00000125485
ENSG00000179981
ENSG00000184305
ENSG00000178568
ENSG00000197083
ENSG00000102001
ENSG00000118596
ENSG00000139364
ENSG00000171208
ENSG00000183960
ENSG00000138670
ENSG00000134198
ENSG00000073350
ENSG00000262655
ENSG00000138166
ENSG00000258405
ENSG00000130707
ENSG00000133401
ENSG00000164318
ENSG00000175155
ENSG00000154928
ENSG00000187164
ENSG00000100505
ENSG00000078237
ENSG00000070886
ENSG00000033122
ENSG00000171724
ENSG00000186642
ENSG00000170500
ENSG00000151789
ENSG00000123094
ENSG00000130222
ENSG00000172824
ENSG00000273540
