up.overlap..3..
ENSG00000012223
ENSG00000160862
ENSG00000142534
ENSG00000198886
ENSG00000005302
ENSG00000121774
ENSG00000114982
ENSG00000145016
ENSG00000137757
ENSG00000138326
ENSG00000123562
ENSG00000125991
ENSG00000118960
ENSG00000104133
ENSG00000160716
ENSG00000130590
ENSG00000055332
ENSG00000116288
ENSG00000167378
ENSG00000065518
ENSG00000134398
ENSG00000101193
ENSG00000144468
ENSG00000037637
ENSG00000129460
ENSG00000110958
ENSG00000137871
ENSG00000072501
ENSG00000134283
ENSG00000020256
ENSG00000166681
ENSG00000125503
ENSG00000163541
ENSG00000213064
ENSG00000163961
ENSG00000129675
ENSG00000237988
ENSG00000196588
ENSG00000183734
ENSG00000131263
ENSG00000010165
ENSG00000160305
ENSG00000257103
ENSG00000178372
ENSG00000169905
ENSG00000178694
ENSG00000124664
ENSG00000011007
ENSG00000077463
ENSG00000162972
ENSG00000138246
ENSG00000025293
ENSG00000255974
ENSG00000013725
ENSG00000187266
ENSG00000183530
ENSG00000130182
ENSG00000114744
ENSG00000143889
ENSG00000172809
ENSG00000264522
ENSG00000135912
ENSG00000130414
ENSG00000166734
ENSG00000197548
ENSG00000162139
ENSG00000186866
ENSG00000147403
ENSG00000158161
ENSG00000172081
ENSG00000105298
ENSG00000101191
ENSG00000145782
ENSG00000127838
ENSG00000144848
ENSG00000175877
ENSG00000161217
ENSG00000126012
ENSG00000165494
ENSG00000164713
ENSG00000127837
ENSG00000139697
ENSG00000124164
ENSG00000101052
ENSG00000122085
ENSG00000213079
ENSG00000103544
ENSG00000108010
ENSG00000126067
ENSG00000132906
ENSG00000122859
ENSG00000129680
ENSG00000101442
ENSG00000124356
ENSG00000090020
ENSG00000163166
ENSG00000075415
ENSG00000153827
ENSG00000171720
ENSG00000162613
ENSG00000227372
ENSG00000139547
ENSG00000035115
ENSG00000188243
ENSG00000198844
ENSG00000127452
ENSG00000144524
ENSG00000170469
ENSG00000163214
ENSG00000148288
ENSG00000164323
ENSG00000105193
ENSG00000155636
ENSG00000125149
ENSG00000116497
ENSG00000176783
ENSG00000138592
ENSG00000105372
ENSG00000139726
ENSG00000114999
ENSG00000187097
ENSG00000133704
ENSG00000180370
ENSG00000115211
ENSG00000125818
ENSG00000006534
ENSG00000146463
ENSG00000120742
ENSG00000162598
ENSG00000265491
ENSG00000171262
ENSG00000126261
ENSG00000104064
ENSG00000132670
ENSG00000108100
ENSG00000149806
ENSG00000152102
ENSG00000087274
ENSG00000213654
ENSG00000103275
ENSG00000249115
ENSG00000078618
ENSG00000134905
ENSG00000105514
ENSG00000103005
ENSG00000104825
ENSG00000107938
ENSG00000172534
ENSG00000134452
ENSG00000131653
ENSG00000152291
ENSG00000133250
ENSG00000077721
ENSG00000196459
ENSG00000157191
ENSG00000130299
ENSG00000104177
ENSG00000053918
ENSG00000133884
ENSG00000137713
ENSG00000176142
ENSG00000204348
ENSG00000064933
ENSG00000134644
ENSG00000160294
ENSG00000115091
ENSG00000136045
ENSG00000086758
ENSG00000177383
ENSG00000149273
ENSG00000136381
ENSG00000120784
ENSG00000070018
ENSG00000158113
ENSG00000169180
ENSG00000005889
ENSG00000117298
ENSG00000063601
ENSG00000107816
ENSG00000087460
ENSG00000204301
ENSG00000176542
ENSG00000174885
ENSG00000174456
ENSG00000124767
ENSG00000115808
ENSG00000143575
ENSG00000134748
ENSG00000185313
ENSG00000198876
ENSG00000173744
ENSG00000117500
ENSG00000090581
ENSG00000283632
ENSG00000205981
ENSG00000168995
ENSG00000047230
ENSG00000136709
ENSG00000099783
ENSG00000173402
ENSG00000151694
ENSG00000124641
ENSG00000102921
ENSG00000172890
ENSG00000111321
ENSG00000140497
ENSG00000184743
ENSG00000068354
ENSG00000170633
ENSG00000137221
ENSG00000122406
ENSG00000105700
ENSG00000116641
ENSG00000113552
ENSG00000125107
ENSG00000105738
ENSG00000115310
ENSG00000172819
ENSG00000168005
ENSG00000134243
ENSG00000114491
ENSG00000138381
ENSG00000100403
ENSG00000131797
ENSG00000182631
ENSG00000251369
ENSG00000068308
ENSG00000013523
ENSG00000086730
ENSG00000263002
ENSG00000235568
ENSG00000161013
ENSG00000102572
ENSG00000173264
ENSG00000104695
ENSG00000138443
ENSG00000101109
ENSG00000158435
ENSG00000102539
ENSG00000100991
ENSG00000185475
ENSG00000147274
ENSG00000169902
ENSG00000159377
ENSG00000161671
ENSG00000143110
ENSG00000136327
ENSG00000130818
ENSG00000234062
ENSG00000009780
ENSG00000128829
ENSG00000144048
ENSG00000181924
ENSG00000126767
ENSG00000136527
ENSG00000078304
ENSG00000140987
ENSG00000177119
ENSG00000127527
ENSG00000196821
ENSG00000132305
ENSG00000025800
ENSG00000185798
ENSG00000123200
ENSG00000179134
ENSG00000142168
ENSG00000140521
ENSG00000141867
ENSG00000101138
ENSG00000173705
ENSG00000088888
ENSG00000087365
ENSG00000155729
ENSG00000138964
ENSG00000101542
ENSG00000167658
ENSG00000138231
ENSG00000166326
ENSG00000086589
ENSG00000149476
ENSG00000197965
ENSG00000160087
ENSG00000198912
ENSG00000170322
ENSG00000172717
ENSG00000102393
ENSG00000169826
ENSG00000166025
ENSG00000182986
ENSG00000149743
ENSG00000175455
ENSG00000101132
ENSG00000113722
ENSG00000153574
ENSG00000109332
ENSG00000184361
ENSG00000115677
ENSG00000164284
ENSG00000125834
ENSG00000013016
ENSG00000075142
ENSG00000113845
ENSG00000115317
ENSG00000089091
ENSG00000105352
ENSG00000139433
ENSG00000121749
ENSG00000156531
ENSG00000162384
ENSG00000092439
ENSG00000111639
ENSG00000105053
ENSG00000082701
ENSG00000115053
ENSG00000077514
ENSG00000103148
ENSG00000158019
ENSG00000114127
ENSG00000189079
ENSG00000124915
ENSG00000197217
ENSG00000087903
ENSG00000124313
ENSG00000116747
ENSG00000121289
ENSG00000101811
ENSG00000116455
ENSG00000166557
ENSG00000128683
ENSG00000116580
ENSG00000116954
ENSG00000236287
ENSG00000180776
ENSG00000152683
ENSG00000100028
ENSG00000081870
ENSG00000117862
ENSG00000100558
ENSG00000143851
ENSG00000112273
ENSG00000131746
ENSG00000197879
ENSG00000079332
ENSG00000086102
ENSG00000139218
ENSG00000143569
ENSG00000104915
ENSG00000120333
ENSG00000196417
ENSG00000103769
ENSG00000074582
ENSG00000254004
ENSG00000188786
ENSG00000163161
ENSG00000112237
ENSG00000132300
ENSG00000146373
ENSG00000105483
ENSG00000173960
ENSG00000124155
ENSG00000102021
ENSG00000174444
ENSG00000156860
ENSG00000157916
ENSG00000181827
ENSG00000163608
ENSG00000016864
ENSG00000134248
ENSG00000204406
ENSG00000204542
ENSG00000115761
ENSG00000167548
ENSG00000174748
ENSG00000118816
ENSG00000173039
ENSG00000105698
ENSG00000162402
ENSG00000133169
ENSG00000137841
ENSG00000175220
ENSG00000049239
ENSG00000107672
ENSG00000100258
ENSG00000159352
ENSG00000178952
ENSG00000102390
ENSG00000147118
ENSG00000115970
ENSG00000068878
ENSG00000163872
ENSG00000164048
ENSG00000118579
ENSG00000081307
ENSG00000167257
ENSG00000144231
ENSG00000167562
ENSG00000253506
ENSG00000121542
ENSG00000181929
ENSG00000100342
ENSG00000221900
ENSG00000176915
ENSG00000116809
ENSG00000063245
ENSG00000185049
ENSG00000122692
ENSG00000111605
ENSG00000102225
ENSG00000117174
ENSG00000005436
ENSG00000147548
ENSG00000063177
ENSG00000049618
ENSG00000153767
ENSG00000188811
ENSG00000147439
ENSG00000134955
ENSG00000143437
ENSG00000173889
ENSG00000140830
ENSG00000139324
ENSG00000162736
ENSG00000131844
ENSG00000120709
ENSG00000139154
ENSG00000196678
ENSG00000138382
ENSG00000100099
ENSG00000172888
ENSG00000166337
ENSG00000130749
ENSG00000187626
ENSG00000163352
ENSG00000128915
ENSG00000138172
ENSG00000160961
ENSG00000064995
ENSG00000018189
ENSG00000155016
ENSG00000036549
ENSG00000167986
ENSG00000153879
ENSG00000279484
ENSG00000159592
ENSG00000125901
ENSG00000173349
ENSG00000198105
ENSG00000128694
ENSG00000155066
ENSG00000124209
ENSG00000165629
ENSG00000133112
ENSG00000126746
ENSG00000144233
ENSG00000101365
ENSG00000183273
ENSG00000143420
ENSG00000103978
ENSG00000177951
ENSG00000166704
ENSG00000075785
ENSG00000090447
ENSG00000149262
ENSG00000177600
ENSG00000076242
ENSG00000161664
ENSG00000123064
ENSG00000102781
ENSG00000163900
ENSG00000171853
ENSG00000124181
ENSG00000161011
ENSG00000119977
ENSG00000161091
ENSG00000108342
ENSG00000147044
ENSG00000148634
ENSG00000125386
ENSG00000183401
ENSG00000128262
ENSG00000174197
ENSG00000150764
ENSG00000164530
ENSG00000138867
ENSG00000102796
ENSG00000112335
ENSG00000169188
ENSG00000151465
ENSG00000064652
ENSG00000128604
ENSG00000176946
ENSG00000171155
ENSG00000169418
ENSG00000176723
ENSG00000159140
ENSG00000135365
ENSG00000120705
ENSG00000129315
ENSG00000175575
ENSG00000155666
ENSG00000119953
ENSG00000279152
ENSG00000150433
ENSG00000138674
ENSG00000137145
ENSG00000124596
ENSG00000163719
ENSG00000211460
ENSG00000168883
ENSG00000171148
ENSG00000076067
ENSG00000182149
ENSG00000165271
ENSG00000179168
ENSG00000061676
ENSG00000114316
ENSG00000008735
ENSG00000204842
ENSG00000149090
ENSG00000102221
ENSG00000137154
ENSG00000103356
ENSG00000125821
ENSG00000137764
ENSG00000169604
ENSG00000136731
ENSG00000187045
ENSG00000139350
ENSG00000179886
ENSG00000171530
ENSG00000104613
ENSG00000166261
ENSG00000163273
ENSG00000100266
ENSG00000153561
ENSG00000135775
ENSG00000147164
ENSG00000130695
ENSG00000004779
ENSG00000102882
ENSG00000181192
ENSG00000054611
ENSG00000198690
ENSG00000167395
ENSG00000164118
ENSG00000141469
ENSG00000119772
ENSG00000186432
ENSG00000089053
ENSG00000163714
ENSG00000231925
ENSG00000088826
ENSG00000182896
ENSG00000100106
ENSG00000165280
ENSG00000180773
ENSG00000167770
ENSG00000197976
ENSG00000148429
ENSG00000090686
ENSG00000170889
ENSG00000173418
ENSG00000144535
ENSG00000101019
ENSG00000124459
ENSG00000100154
ENSG00000129083
ENSG00000111642
ENSG00000188070
ENSG00000175544
ENSG00000112592
ENSG00000115073
ENSG00000116691
ENSG00000160310
