PostvsPreinWT	PostvsPreinTG	Diff	TGvsWTPre
ENSDARG00000086911	0	0	0	0
ENSDARG00000086985	0	0	0	0
ENSDARG00000086998	0	0	0	0
ENSDARG00000087032	0	0	0	0
ENSDARG00000087048	0	0	0	0
ENSDARG00000087093	0	0	0	0
ENSDARG00000087094	0	0	0	0
ENSDARG00000087107	0	0	0	0
ENSDARG00000087110	0	0	0	0
ENSDARG00000087144	0	0	0	0
ENSDARG00000087162	0	-1	0	0
ENSDARG00000087186	0	0	0	0
ENSDARG00000087187	-1	-1	0	0
ENSDARG00000087188	1	0	0	0
ENSDARG00000087193	0	0	0	0
ENSDARG00000087196	1	0	-1	1
ENSDARG00000087197	0	0	0	0
ENSDARG00000087226	0	0	0	0
ENSDARG00000087229	1	0	0	0
ENSDARG00000087238	0	0	0	0
ENSDARG00000087299	0	0	0	0
ENSDARG00000087303	0	0	0	0
ENSDARG00000087327	0	0	0	0
ENSDARG00000087330	0	0	0	0
ENSDARG00000087331	0	0	0	0
ENSDARG00000087346	0	0	0	0
ENSDARG00000087369	0	0	0	0
ENSDARG00000087375	0	0	0	0
ENSDARG00000087392	0	0	0	0
ENSDARG00000087393	0	0	0	0
ENSDARG00000087402	1	0	0	1
ENSDARG00000087413	0	0	0	0
ENSDARG00000087417	0	0	0	0
ENSDARG00000087421	0	0	0	0
ENSDARG00000087452	0	1	0	0
ENSDARG00000087456	-1	0	0	0
ENSDARG00000087483	-1	-1	0	0
ENSDARG00000087528	0	0	0	0
ENSDARG00000087530	0	0	0	0
ENSDARG00000087538	0	0	0	0
ENSDARG00000087545	0	0	0	0
ENSDARG00000087554	0	0	0	0
ENSDARG00000087555	-1	0	0	0
ENSDARG00000087556	0	0	0	0
ENSDARG00000087584	0	0	0	0
ENSDARG00000087616	0	0	0	0
ENSDARG00000087636	0	0	0	0
ENSDARG00000087640	0	0	0	0
ENSDARG00000087647	-1	0	0	0
ENSDARG00000087657	-1	0	0	0
ENSDARG00000087697	1	0	-1	1
ENSDARG00000087752	0	0	0	0
ENSDARG00000087779	-1	0	0	0
ENSDARG00000087780	1	1	0	0
ENSDARG00000087793	0	0	0	0
ENSDARG00000087805	-1	0	0	0
ENSDARG00000087835	0	0	0	0
ENSDARG00000087863	0	0	0	0
ENSDARG00000087869	0	0	0	0
ENSDARG00000087887	0	0	0	0
ENSDARG00000087893	1	0	0	0
ENSDARG00000087897	0	0	0	0
ENSDARG00000087911	0	0	0	0
ENSDARG00000087927	0	0	0	0
ENSDARG00000087941	0	0	0	0
ENSDARG00000087950	0	0	0	0
ENSDARG00000087961	0	0	0	0
ENSDARG00000087962	-1	0	1	-1
ENSDARG00000087993	0	-1	0	0
ENSDARG00000087996	0	0	0	0
ENSDARG00000088002	0	0	0	0
ENSDARG00000088023	1	0	0	-1
ENSDARG00000088030	0	0	0	0
ENSDARG00000088048	-1	0	0	0
ENSDARG00000088073	0	0	0	0
ENSDARG00000088083	0	0	0	0
ENSDARG00000088087	1	0	0	0
ENSDARG00000088123	0	0	0	0
ENSDARG00000088168	0	0	0	1
ENSDARG00000088178	0	0	0	0
ENSDARG00000088195	0	0	0	0
ENSDARG00000088202	0	0	0	0
ENSDARG00000088246	0	0	0	0
ENSDARG00000088276	0	0	0	0
ENSDARG00000088283	0	1	0	0
ENSDARG00000088337	0	0	0	0
ENSDARG00000088347	0	0	0	0
ENSDARG00000088356	0	0	0	0
ENSDARG00000088357	0	0	0	0
ENSDARG00000088383	-1	0	0	0
ENSDARG00000088390	0	0	0	0
ENSDARG00000088439	1	0	0	0
ENSDARG00000088440	0	0	0	-1
ENSDARG00000088449	0	0	0	0
ENSDARG00000088514	0	1	0	0
ENSDARG00000088590	0	0	0	1
ENSDARG00000088615	0	0	0	0
ENSDARG00000088639	0	0	0	0
ENSDARG00000088693	0	0	0	0
ENSDARG00000088699	0	0	0	0
ENSDARG00000088709	0	0	0	0
ENSDARG00000088753	0	0	0	0
ENSDARG00000088764	1	0	0	0
ENSDARG00000088801	0	0	0	0
ENSDARG00000088825	0	0	0	0
ENSDARG00000088828	0	0	0	0
ENSDARG00000088835	0	0	0	0
ENSDARG00000088872	0	0	0	0
ENSDARG00000088877	0	1	0	-1
ENSDARG00000088885	0	0	0	0
ENSDARG00000088923	0	0	0	0
ENSDARG00000088959	0	0	0	-1
ENSDARG00000088975	0	0	0	0
ENSDARG00000088984	0	0	0	0
ENSDARG00000089032	0	0	0	0
ENSDARG00000089042	0	0	0	0
ENSDARG00000089043	0	1	0	-1
ENSDARG00000089050	0	0	0	0
ENSDARG00000089063	0	0	0	0
ENSDARG00000089075	0	0	0	0
ENSDARG00000089162	1	0	0	0
ENSDARG00000089181	0	0	0	0
ENSDARG00000089204	-1	0	0	-1
ENSDARG00000089227	0	0	0	0
ENSDARG00000089230	0	0	0	0
ENSDARG00000089232	1	0	0	0
ENSDARG00000089243	0	-1	0	0
ENSDARG00000089245	0	0	0	0
ENSDARG00000089260	-1	0	0	0
ENSDARG00000089271	0	0	0	0
ENSDARG00000089292	0	0	0	0
ENSDARG00000089302	0	0	0	0
ENSDARG00000089303	1	0	0	0
ENSDARG00000089307	1	0	0	1
ENSDARG00000089334	0	0	0	0
ENSDARG00000089354	1	0	0	0
ENSDARG00000089355	0	0	0	0
ENSDARG00000089361	0	0	0	0
ENSDARG00000089362	0	0	0	0
ENSDARG00000089368	0	0	0	0
ENSDARG00000089372	0	0	0	-1
ENSDARG00000089413	1	1	0	0
ENSDARG00000089418	-1	0	0	-1
ENSDARG00000089428	0	0	0	1
ENSDARG00000089441	0	0	0	-1
ENSDARG00000089456	0	0	0	0
ENSDARG00000089458	0	0	0	0
ENSDARG00000089461	0	0	0	0
ENSDARG00000089463	1	0	0	0
ENSDARG00000089507	0	0	0	0
ENSDARG00000089517	-1	0	0	0
ENSDARG00000089529	0	0	0	-1
ENSDARG00000089549	-1	0	1	-1
ENSDARG00000089567	0	0	0	0
ENSDARG00000089598	0	0	0	0
ENSDARG00000089637	0	0	0	-1
ENSDARG00000089640	0	0	0	0
ENSDARG00000089645	0	0	0	0
ENSDARG00000089646	0	0	0	0
ENSDARG00000089681	0	0	0	0
ENSDARG00000089717	0	0	0	0
ENSDARG00000089724	0	0	0	0
ENSDARG00000089765	0	0	0	0
ENSDARG00000089767	0	0	0	0
ENSDARG00000089769	1	0	0	0
ENSDARG00000089781	0	0	0	0
ENSDARG00000089787	0	0	0	0
ENSDARG00000089790	0	0	0	-1
ENSDARG00000089791	0	0	0	0
ENSDARG00000089795	0	0	0	0
ENSDARG00000089799	0	0	0	0
ENSDARG00000089802	0	0	0	0
ENSDARG00000089805	0	0	0	1
ENSDARG00000089828	0	-1	0	0
ENSDARG00000089836	0	0	0	-1
ENSDARG00000089861	0	0	0	0
ENSDARG00000089877	1	0	0	0
ENSDARG00000089885	0	0	0	0
ENSDARG00000089886	0	-1	0	0
ENSDARG00000089893	0	0	0	0
ENSDARG00000089924	1	0	0	-1
ENSDARG00000089930	0	0	0	0
ENSDARG00000089933	0	0	0	0
ENSDARG00000089936	0	0	0	0
ENSDARG00000089954	0	0	0	0
ENSDARG00000089966	0	0	0	0
ENSDARG00000089967	0	0	0	0
ENSDARG00000089976	-1	-1	0	0
ENSDARG00000089981	1	0	-1	1
ENSDARG00000090054	0	0	0	0
ENSDARG00000090062	0	0	0	0
ENSDARG00000090063	0	0	0	0
ENSDARG00000090086	0	0	0	0
ENSDARG00000090152	0	0	0	0
ENSDARG00000090153	0	0	0	0
ENSDARG00000090156	0	0	0	0
ENSDARG00000090181	0	0	0	0
ENSDARG00000090183	0	0	0	0
ENSDARG00000090185	0	0	0	0
ENSDARG00000090191	-1	0	0	0
ENSDARG00000090202	0	0	0	1
ENSDARG00000090213	-1	-1	0	1
ENSDARG00000090219	1	0	0	0
ENSDARG00000090223	-1	-1	0	0
ENSDARG00000090230	0	0	0	1
ENSDARG00000090268	0	0	0	0
ENSDARG00000090292	0	0	0	0
ENSDARG00000090297	0	0	0	0
ENSDARG00000090301	0	0	0	0
ENSDARG00000090309	0	0	0	0
ENSDARG00000090337	0	1	1	0
ENSDARG00000090352	1	1	0	0
ENSDARG00000090381	0	0	0	0
ENSDARG00000090386	0	0	0	0
ENSDARG00000090389	0	0	0	0
ENSDARG00000090418	1	0	0	-1
ENSDARG00000090428	0	0	0	0
ENSDARG00000090444	0	0	0	-1
ENSDARG00000090462	0	0	0	0
ENSDARG00000090552	0	0	0	0
ENSDARG00000090568	0	0	0	0
ENSDARG00000090585	1	0	0	0
ENSDARG00000090600	0	0	0	0
ENSDARG00000090615	0	0	0	0
ENSDARG00000090634	0	0	0	0
ENSDARG00000090675	0	0	0	0
ENSDARG00000090697	0	0	0	1
ENSDARG00000090716	0	0	0	0
ENSDARG00000090722	0	0	0	0
ENSDARG00000090751	0	0	0	0
ENSDARG00000090768	0	0	0	0
ENSDARG00000090778	-1	0	0	0
ENSDARG00000090788	0	0	0	0
ENSDARG00000090820	0	0	0	1
ENSDARG00000090833	0	-1	-1	1
ENSDARG00000090834	1	0	0	0
ENSDARG00000090854	0	0	0	0
ENSDARG00000090870	0	0	0	0
ENSDARG00000090872	0	-1	0	0
ENSDARG00000090899	0	0	0	0
ENSDARG00000090900	0	0	0	0
ENSDARG00000090912	1	0	0	0
ENSDARG00000090914	0	0	0	0
ENSDARG00000090943	0	0	0	0
ENSDARG00000090965	0	0	0	0
ENSDARG00000090971	0	0	0	0
ENSDARG00000090980	0	0	0	0
ENSDARG00000090986	0	0	0	0
ENSDARG00000090993	0	0	0	1
ENSDARG00000090998	-1	0	0	0
ENSDARG00000091001	1	0	0	1
ENSDARG00000091042	0	0	0	0
ENSDARG00000091058	0	0	0	0
ENSDARG00000091079	0	-1	0	1
ENSDARG00000091092	0	0	0	0
ENSDARG00000091111	0	0	0	0
ENSDARG00000091131	-1	-1	0	0
ENSDARG00000091136	0	0	0	0
ENSDARG00000091150	0	0	0	0
ENSDARG00000091187	0	0	0	0
ENSDARG00000091198	0	0	0	0
ENSDARG00000091209	0	0	0	0
ENSDARG00000091211	1	0	0	1
ENSDARG00000091216	0	0	0	0
ENSDARG00000091221	0	0	0	0
ENSDARG00000091222	0	0	0	0
ENSDARG00000091234	0	1	0	0
ENSDARG00000091241	0	0	0	0
ENSDARG00000091247	0	0	0	0
ENSDARG00000091252	0	0	0	0
ENSDARG00000091260	1	0	0	1
ENSDARG00000091271	0	0	0	0
ENSDARG00000091277	0	0	0	0
ENSDARG00000091293	0	0	0	0
ENSDARG00000091304	0	0	0	1
ENSDARG00000091348	1	0	0	1
ENSDARG00000091402	-1	0	0	0
ENSDARG00000091418	1	1	0	0
ENSDARG00000091419	0	0	0	0
ENSDARG00000091481	0	0	0	0
ENSDARG00000091489	0	0	0	0
ENSDARG00000091509	0	0	0	0
ENSDARG00000091513	1	0	0	0
ENSDARG00000091531	0	0	0	0
ENSDARG00000091555	1	0	-1	0
ENSDARG00000091609	0	0	0	0
ENSDARG00000091619	0	0	0	0
ENSDARG00000091631	-1	-1	0	0
ENSDARG00000091652	0	0	0	0
ENSDARG00000091655	-1	0	0	0
ENSDARG00000091656	-1	0	0	-1
ENSDARG00000091678	0	0	0	0
ENSDARG00000091683	0	0	0	0
ENSDARG00000091699	1	0	0	1
ENSDARG00000091720	0	0	0	0
ENSDARG00000091726	-1	0	0	-1
ENSDARG00000091768	0	0	0	0
ENSDARG00000091771	0	0	0	0
ENSDARG00000091801	1	0	0	0
ENSDARG00000091831	0	0	0	0
ENSDARG00000091872	0	0	0	0
ENSDARG00000091879	0	0	0	0
ENSDARG00000091885	0	0	0	0
ENSDARG00000091902	1	0	0	1
ENSDARG00000091931	0	0	0	0
ENSDARG00000091946	0	0	0	0
ENSDARG00000091962	0	0	0	0
ENSDARG00000091967	0	0	0	0
ENSDARG00000091996	1	0	0	0
ENSDARG00000092067	0	0	0	0
ENSDARG00000092071	0	0	0	0
ENSDARG00000092074	0	0	0	-1
ENSDARG00000092091	1	0	0	0
ENSDARG00000092104	0	0	0	0
ENSDARG00000092112	0	0	0	0
ENSDARG00000092115	0	0	0	0
ENSDARG00000092123	-1	0	1	0
ENSDARG00000092124	0	0	0	0
ENSDARG00000092154	0	0	0	0
ENSDARG00000092155	0	0	0	0
ENSDARG00000092158	0	0	0	0
ENSDARG00000092170	1	0	0	0
ENSDARG00000092191	0	0	0	0
ENSDARG00000092222	0	0	0	0
ENSDARG00000092225	0	0	0	0
ENSDARG00000092283	0	0	0	0
ENSDARG00000092288	0	0	0	0
ENSDARG00000092290	0	0	0	0
ENSDARG00000092305	0	0	0	0
ENSDARG00000092310	1	0	-1	0
ENSDARG00000092327	0	0	0	0
ENSDARG00000092352	0	0	0	0
ENSDARG00000092394	0	-1	-1	0
ENSDARG00000092445	0	0	0	1
ENSDARG00000092458	0	0	0	0
ENSDARG00000092467	0	0	0	0
ENSDARG00000092473	0	-1	0	0
ENSDARG00000092482	0	0	0	0
ENSDARG00000092489	0	0	0	0
ENSDARG00000092493	0	0	0	0
ENSDARG00000092498	0	0	0	0
ENSDARG00000092499	0	0	0	0
ENSDARG00000092508	0	0	0	0
ENSDARG00000092517	0	0	0	0
ENSDARG00000092521	0	0	0	0
ENSDARG00000092546	0	0	0	0
ENSDARG00000092551	0	0	0	0
ENSDARG00000092553	0	0	0	0
ENSDARG00000092576	0	0	0	0
ENSDARG00000092609	0	0	0	0
ENSDARG00000092610	0	0	0	0
ENSDARG00000092651	0	0	0	0
ENSDARG00000092660	1	1	0	0
ENSDARG00000092677	-1	0	0	0
ENSDARG00000092693	-1	0	0	1
ENSDARG00000092721	0	0	0	0
ENSDARG00000092730	0	0	0	0
ENSDARG00000092731	0	0	0	0
ENSDARG00000092780	-1	0	1	-1
ENSDARG00000092798	1	0	0	1
ENSDARG00000092807	0	0	0	0
ENSDARG00000092810	0	0	0	0
ENSDARG00000092816	0	0	0	0
ENSDARG00000092833	0	0	0	0
ENSDARG00000092846	0	0	0	0
ENSDARG00000092858	0	0	0	0
ENSDARG00000092873	0	0	0	1
ENSDARG00000092885	0	0	0	0
ENSDARG00000092889	0	0	0	0
ENSDARG00000092919	0	0	0	0
ENSDARG00000092920	1	0	0	0
ENSDARG00000092924	0	0	0	0
ENSDARG00000092954	0	0	0	1
ENSDARG00000092970	1	0	-1	0
ENSDARG00000092976	1	0	-1	1
ENSDARG00000092979	0	0	0	0
ENSDARG00000092998	0	0	0	0
ENSDARG00000093007	-1	0	0	0
ENSDARG00000093044	0	0	0	0
ENSDARG00000093058	0	0	0	-1
ENSDARG00000093064	0	0	0	0
ENSDARG00000093126	0	0	0	0
ENSDARG00000093170	0	0	0	0
ENSDARG00000093176	0	0	0	0
ENSDARG00000093182	0	0	0	0
ENSDARG00000093192	0	0	0	0
ENSDARG00000093193	0	0	0	0
ENSDARG00000093235	0	0	0	0
ENSDARG00000093237	0	0	0	0
ENSDARG00000093304	0	0	0	0
ENSDARG00000093305	0	0	0	0
ENSDARG00000093323	0	0	0	0
ENSDARG00000093353	0	0	0	0
ENSDARG00000093382	-1	-1	0	-1
ENSDARG00000093406	1	0	-1	0
ENSDARG00000093420	-1	-1	0	0
ENSDARG00000093430	0	0	0	0
ENSDARG00000093438	0	0	0	-1
ENSDARG00000093440	1	1	0	0
ENSDARG00000093456	1	0	-1	0
ENSDARG00000093494	0	0	0	0
ENSDARG00000093496	0	0	0	0
ENSDARG00000093549	1	0	-1	1
ENSDARG00000093584	-1	0	0	0
ENSDARG00000093597	0	0	0	0
ENSDARG00000093608	0	0	0	-1
ENSDARG00000093612	0	0	0	0
ENSDARG00000093622	0	0	0	0
ENSDARG00000093658	0	0	0	0
ENSDARG00000093687	-1	-1	0	0
ENSDARG00000093726	0	0	0	0
ENSDARG00000093734	0	0	0	0
ENSDARG00000093753	0	0	0	0
ENSDARG00000093797	0	0	0	0
ENSDARG00000093798	0	0	0	0
ENSDARG00000093804	0	0	0	0
ENSDARG00000093805	0	0	0	0
ENSDARG00000093833	0	0	0	0
ENSDARG00000093844	0	0	0	0
ENSDARG00000093886	0	0	0	0
ENSDARG00000093931	0	0	0	1
ENSDARG00000093936	0	0	0	0
ENSDARG00000093945	0	0	0	-1
ENSDARG00000093997	0	0	0	0
ENSDARG00000094000	0	0	0	0
ENSDARG00000094010	-1	0	0	0
ENSDARG00000094018	0	0	0	0
ENSDARG00000094055	0	0	0	0
ENSDARG00000094088	0	0	0	0
ENSDARG00000094097	0	0	0	0
ENSDARG00000094104	0	0	0	0
ENSDARG00000094132	0	0	0	0
ENSDARG00000094160	0	0	0	0
ENSDARG00000094163	-1	0	0	0
ENSDARG00000094191	0	0	0	0
ENSDARG00000094204	0	0	0	0
ENSDARG00000094277	0	0	0	0
ENSDARG00000094280	0	0	0	0
ENSDARG00000094281	0	0	0	0
ENSDARG00000094300	1	0	0	0
ENSDARG00000094310	0	0	0	0
ENSDARG00000094324	1	0	0	1
ENSDARG00000094380	0	0	0	0
ENSDARG00000094392	0	0	0	-1
ENSDARG00000094422	1	1	0	0
ENSDARG00000094425	0	0	0	0
ENSDARG00000094426	0	0	0	0
ENSDARG00000094451	1	1	0	0
ENSDARG00000094473	0	0	0	0
ENSDARG00000094488	0	0	0	0
ENSDARG00000094498	0	0	0	0
ENSDARG00000094516	0	0	0	0
ENSDARG00000094526	-1	0	0	0
ENSDARG00000094542	0	0	0	0
ENSDARG00000094545	0	0	0	0
ENSDARG00000094557	1	0	-1	0
ENSDARG00000094590	0	0	0	0
ENSDARG00000094597	0	0	0	0
ENSDARG00000094602	-1	0	0	0
ENSDARG00000094646	0	0	0	0
ENSDARG00000094673	0	0	0	0
ENSDARG00000094695	1	0	0	0
ENSDARG00000094709	-1	0	0	0
ENSDARG00000094719	1	0	0	0
ENSDARG00000094729	0	0	0	0
ENSDARG00000094732	1	0	0	0
ENSDARG00000094739	0	0	0	0
ENSDARG00000094811	0	0	0	0
ENSDARG00000094836	0	0	0	0
ENSDARG00000094857	0	0	0	0
ENSDARG00000094889	-1	0	0	-1
ENSDARG00000094896	0	0	0	0
ENSDARG00000094899	0	0	0	0
ENSDARG00000094960	0	0	0	0
ENSDARG00000094974	1	0	0	0
ENSDARG00000094977	0	0	0	0
ENSDARG00000094992	0	0	0	0
ENSDARG00000095007	0	0	0	0
ENSDARG00000095019	1	0	0	0
ENSDARG00000095046	0	0	0	0
ENSDARG00000095086	0	0	0	0
ENSDARG00000095090	1	0	0	0
ENSDARG00000095123	0	0	0	0
ENSDARG00000095152	0	0	0	0
ENSDARG00000095223	0	0	0	0
ENSDARG00000095241	0	-1	0	0
ENSDARG00000095273	0	0	0	0
ENSDARG00000095281	0	0	0	0
ENSDARG00000095315	0	0	0	0
ENSDARG00000095322	0	0	0	0
ENSDARG00000095362	0	0	0	0
ENSDARG00000095388	0	0	0	0
ENSDARG00000095451	0	0	0	0
ENSDARG00000095459	0	0	0	0
ENSDARG00000095538	0	0	0	0
ENSDARG00000095540	0	0	0	0
ENSDARG00000095556	0	0	0	0
ENSDARG00000095627	1	1	0	-1
ENSDARG00000095680	0	0	0	0
ENSDARG00000095705	-1	0	0	0
ENSDARG00000095743	0	-1	0	1
ENSDARG00000095750	-1	0	0	0
ENSDARG00000095754	-1	0	0	0
ENSDARG00000095774	0	0	0	0
ENSDARG00000095796	0	0	0	0
ENSDARG00000095802	0	0	0	0
ENSDARG00000095807	1	0	-1	-1
ENSDARG00000095817	0	0	0	0
ENSDARG00000095832	0	0	0	0
ENSDARG00000095863	0	0	0	0
ENSDARG00000095867	0	0	0	0
ENSDARG00000095883	0	0	0	0
ENSDARG00000095896	0	0	0	0
ENSDARG00000095897	0	0	0	0
ENSDARG00000095904	-1	-1	0	0
ENSDARG00000095906	0	0	0	-1
ENSDARG00000095912	0	0	0	0
ENSDARG00000095921	-1	0	0	0
ENSDARG00000095947	0	-1	0	0
ENSDARG00000096003	-1	-1	0	0
ENSDARG00000096031	0	0	0	0
ENSDARG00000096095	1	0	0	0
ENSDARG00000096118	0	0	0	0
ENSDARG00000096229	0	0	0	0
ENSDARG00000096257	0	0	0	0
ENSDARG00000096262	0	0	0	0
ENSDARG00000096270	1	0	-1	-1
ENSDARG00000096306	0	0	0	0
ENSDARG00000096309	0	0	0	0
ENSDARG00000096319	0	0	0	1
ENSDARG00000096355	0	0	0	0
ENSDARG00000096359	0	0	0	0
ENSDARG00000096398	0	0	0	0
ENSDARG00000096415	0	0	0	1
ENSDARG00000096420	0	0	0	0
ENSDARG00000096428	0	0	0	0
ENSDARG00000096447	0	0	0	0
ENSDARG00000096454	0	0	0	0
ENSDARG00000096457	0	0	0	0
ENSDARG00000096502	-1	-1	0	0
ENSDARG00000096515	0	0	0	0
ENSDARG00000096554	0	0	0	0
ENSDARG00000096562	0	0	0	0
ENSDARG00000096597	0	0	0	0
ENSDARG00000096603	0	0	0	0
ENSDARG00000096628	0	0	0	0
ENSDARG00000096631	0	0	0	0
ENSDARG00000096632	0	0	0	0
ENSDARG00000096637	0	0	0	0
ENSDARG00000096651	0	0	0	0
ENSDARG00000096668	-1	-1	0	0
ENSDARG00000096672	0	0	0	0
ENSDARG00000096689	0	0	0	0
ENSDARG00000096711	0	0	0	0
ENSDARG00000096712	0	0	0	0
ENSDARG00000096714	0	0	0	0
ENSDARG00000096749	0	0	0	0
ENSDARG00000096792	0	0	0	0
ENSDARG00000096808	-1	-1	0	1
ENSDARG00000096811	0	0	0	0
ENSDARG00000096829	1	0	0	0
ENSDARG00000096832	0	0	0	0
ENSDARG00000096849	1	0	0	0
ENSDARG00000096867	0	0	0	0
ENSDARG00000096877	0	-1	0	0
ENSDARG00000096883	0	0	0	0
ENSDARG00000096905	0	0	0	0
ENSDARG00000096961	0	0	0	0
ENSDARG00000096962	0	0	0	0
ENSDARG00000096989	0	0	0	0
ENSDARG00000096994	0	0	0	0
ENSDARG00000097006	0	0	0	0
ENSDARG00000097008	0	0	0	0
ENSDARG00000097035	0	0	0	0
ENSDARG00000097040	0	0	0	0
ENSDARG00000097057	1	0	-1	1
ENSDARG00000097102	0	0	0	0
ENSDARG00000097155	0	0	0	0
ENSDARG00000097157	0	0	0	0
ENSDARG00000097160	0	0	0	0
ENSDARG00000097205	1	1	0	0
ENSDARG00000097207	0	0	0	0
ENSDARG00000097209	-1	0	0	0
ENSDARG00000097239	0	0	0	0
ENSDARG00000097244	0	0	0	0
ENSDARG00000097256	0	0	0	1
ENSDARG00000097264	0	-1	0	0
ENSDARG00000097267	0	0	0	0
ENSDARG00000097284	0	0	0	0
ENSDARG00000097302	0	0	0	0
ENSDARG00000097310	0	0	0	0
ENSDARG00000097351	0	0	0	1
ENSDARG00000097414	1	0	0	0
ENSDARG00000097425	0	-1	0	0
ENSDARG00000097445	0	0	0	0
ENSDARG00000097456	0	0	0	0
ENSDARG00000097478	1	0	0	0
ENSDARG00000097483	0	0	0	0
ENSDARG00000097489	0	0	0	-1
ENSDARG00000097523	0	0	0	0
ENSDARG00000097526	0	0	0	0
ENSDARG00000097528	1	0	0	0
ENSDARG00000097537	0	0	0	0
ENSDARG00000097543	0	0	0	0
ENSDARG00000097591	0	0	0	0
ENSDARG00000097596	0	0	0	0
ENSDARG00000097646	0	0	0	0
ENSDARG00000097648	0	0	0	0
ENSDARG00000097649	0	0	0	0
ENSDARG00000097652	0	0	0	0
ENSDARG00000097660	1	0	-1	0
ENSDARG00000097662	0	0	0	0
ENSDARG00000097668	0	0	0	0
ENSDARG00000097692	0	0	0	0
ENSDARG00000097693	0	0	0	0
ENSDARG00000097696	0	0	0	0
ENSDARG00000097706	0	0	0	0
ENSDARG00000097736	0	0	0	0
ENSDARG00000097740	0	-1	0	0
ENSDARG00000097746	0	0	0	0
ENSDARG00000097772	0	0	0	0
ENSDARG00000097799	-1	0	0	-1
ENSDARG00000097827	1	1	-1	1
ENSDARG00000097848	0	0	0	0
ENSDARG00000097877	0	-1	0	1
ENSDARG00000097902	0	0	0	0
ENSDARG00000097920	0	0	0	0
ENSDARG00000097968	0	0	0	0
ENSDARG00000097973	0	0	0	0
ENSDARG00000098024	1	0	0	1
ENSDARG00000098059	-1	-1	0	0
ENSDARG00000098075	1	0	0	0
ENSDARG00000098080	0	0	0	0
ENSDARG00000098103	0	0	0	0
ENSDARG00000098105	0	0	0	0
ENSDARG00000098108	0	0	0	0
ENSDARG00000098113	0	0	0	0
ENSDARG00000098114	1	1	0	-1
ENSDARG00000098121	0	-1	0	0
ENSDARG00000098124	0	0	0	0
ENSDARG00000098130	-1	0	0	1
ENSDARG00000098171	0	0	0	0
ENSDARG00000098215	0	0	0	-1
ENSDARG00000098221	0	0	0	0
ENSDARG00000098228	0	0	0	0
ENSDARG00000098231	-1	0	0	0
ENSDARG00000098240	0	0	0	0
ENSDARG00000098247	0	0	0	0
ENSDARG00000098250	0	0	0	-1
ENSDARG00000098280	0	0	0	-1
ENSDARG00000098289	0	0	0	0
ENSDARG00000098293	1	1	0	0
ENSDARG00000098294	0	0	0	0
ENSDARG00000098295	0	0	0	0
ENSDARG00000098296	1	0	0	0
ENSDARG00000098304	0	0	0	0
ENSDARG00000098312	0	0	0	0
ENSDARG00000098315	0	0	0	0
ENSDARG00000098317	-1	0	0	0
ENSDARG00000098338	0	0	0	0
ENSDARG00000098348	1	0	0	-1
ENSDARG00000098349	0	0	0	0
ENSDARG00000098355	-1	0	0	0
ENSDARG00000098359	0	0	0	0
ENSDARG00000098360	0	0	0	0
ENSDARG00000098361	0	0	0	-1
ENSDARG00000098367	0	0	0	0
ENSDARG00000098368	1	0	-1	1
ENSDARG00000098375	0	0	0	0
ENSDARG00000098376	0	0	0	0
ENSDARG00000098378	0	-1	0	0
ENSDARG00000098380	0	0	0	0
ENSDARG00000098386	0	0	0	0
ENSDARG00000098387	1	0	0	-1
ENSDARG00000098391	0	0	0	0
ENSDARG00000098392	0	0	0	0
ENSDARG00000098401	0	0	0	0
ENSDARG00000098432	0	0	0	0
ENSDARG00000098433	-1	0	0	0
ENSDARG00000098439	0	0	0	0
ENSDARG00000098443	0	0	0	0
ENSDARG00000098445	0	0	0	0
ENSDARG00000098453	0	0	0	0
ENSDARG00000098455	0	0	0	0
ENSDARG00000098458	0	0	0	0
ENSDARG00000098466	0	0	0	0
ENSDARG00000098477	1	0	0	0
ENSDARG00000098481	0	0	0	0
ENSDARG00000098486	0	0	0	0
ENSDARG00000098507	-1	0	0	0
ENSDARG00000098526	0	0	0	0
ENSDARG00000098537	0	0	0	0
ENSDARG00000098544	0	0	0	0
ENSDARG00000098562	1	0	0	-1
ENSDARG00000098573	0	0	0	0
ENSDARG00000098578	1	0	0	0
ENSDARG00000098588	1	0	-1	0
ENSDARG00000098589	0	0	0	0
ENSDARG00000098591	0	0	0	0
ENSDARG00000098592	-1	-1	0	-1
ENSDARG00000098600	-1	-1	0	0
ENSDARG00000098605	0	0	0	0
ENSDARG00000098612	0	0	0	0
ENSDARG00000098622	0	0	0	0
ENSDARG00000098625	0	0	0	0
ENSDARG00000098627	0	0	0	0
ENSDARG00000098635	1	0	0	0
ENSDARG00000098646	1	1	0	0
ENSDARG00000098652	0	0	0	0
ENSDARG00000098662	0	0	0	0
ENSDARG00000098666	0	0	0	0
ENSDARG00000098670	0	0	0	0
ENSDARG00000098671	0	0	0	0
ENSDARG00000098679	0	0	0	0
ENSDARG00000098681	0	0	0	0
ENSDARG00000098689	0	0	0	0
ENSDARG00000098691	0	0	0	0
ENSDARG00000098724	0	0	0	0
ENSDARG00000098730	0	0	0	0
ENSDARG00000098753	1	0	0	0
ENSDARG00000098761	0	0	0	0
ENSDARG00000098766	0	0	0	0
ENSDARG00000098772	0	0	0	0
ENSDARG00000098780	0	0	0	0
ENSDARG00000098782	0	0	0	0
ENSDARG00000098783	0	0	0	-1
