PostvsPreinWT	PostvsPreinTG	Diff	TGvsWTPre
ENSDARG00000017272	0	0	0	0
ENSDARG00000017274	0	0	0	0
ENSDARG00000017294	1	0	0	0
ENSDARG00000017311	0	0	0	1
ENSDARG00000017312	-1	-1	0	0
ENSDARG00000017315	0	0	0	0
ENSDARG00000017320	1	0	-1	1
ENSDARG00000017329	0	0	0	0
ENSDARG00000017337	-1	0	0	-1
ENSDARG00000017338	1	1	0	0
ENSDARG00000017340	0	0	0	0
ENSDARG00000017354	1	1	0	-1
ENSDARG00000017355	0	0	0	0
ENSDARG00000017369	0	0	0	0
ENSDARG00000017388	1	0	-1	0
ENSDARG00000017397	0	0	0	0
ENSDARG00000017422	0	0	0	-1
ENSDARG00000017423	1	0	0	0
ENSDARG00000017427	0	0	0	0
ENSDARG00000017441	0	0	0	0
ENSDARG00000017445	0	0	0	0
ENSDARG00000017454	0	0	0	0
ENSDARG00000017466	0	0	0	0
ENSDARG00000017489	0	0	0	0
ENSDARG00000017490	0	0	0	0
ENSDARG00000017500	0	0	0	0
ENSDARG00000017504	0	0	0	-1
ENSDARG00000017525	0	0	0	1
ENSDARG00000017537	0	0	0	0
ENSDARG00000017565	0	0	0	0
ENSDARG00000017569	1	0	-1	1
ENSDARG00000017571	0	0	0	1
ENSDARG00000017579	0	0	0	0
ENSDARG00000017591	0	1	0	0
ENSDARG00000017595	0	0	0	0
ENSDARG00000017602	1	-1	-1	1
ENSDARG00000017612	0	0	0	0
ENSDARG00000017615	0	0	0	0
ENSDARG00000017617	0	0	0	0
ENSDARG00000017624	1	0	0	1
ENSDARG00000017634	0	0	0	0
ENSDARG00000017653	1	0	0	0
ENSDARG00000017658	0	0	0	0
ENSDARG00000017659	0	0	0	0
ENSDARG00000017665	0	0	0	0
ENSDARG00000017673	0	0	0	0
ENSDARG00000017675	0	0	0	0
ENSDARG00000017676	1	1	-1	1
ENSDARG00000017681	0	0	0	1
ENSDARG00000017687	0	0	0	0
ENSDARG00000017696	-1	0	0	0
ENSDARG00000017703	0	0	0	0
ENSDARG00000017708	0	0	0	0
ENSDARG00000017710	1	0	0	-1
ENSDARG00000017728	-1	0	0	0
ENSDARG00000017740	0	0	0	0
ENSDARG00000017741	-1	0	0	0
ENSDARG00000017744	0	0	0	0
ENSDARG00000017748	1	0	0	-1
ENSDARG00000017757	1	0	0	0
ENSDARG00000017762	0	0	0	0
ENSDARG00000017772	0	0	0	1
ENSDARG00000017775	-1	0	0	0
ENSDARG00000017780	-1	-1	0	0
ENSDARG00000017781	-1	0	0	0
ENSDARG00000017794	0	0	0	0
ENSDARG00000017798	0	0	0	0
ENSDARG00000017803	0	0	0	0
ENSDARG00000017809	0	0	0	0
ENSDARG00000017811	0	0	0	0
ENSDARG00000017821	0	0	0	0
ENSDARG00000017834	0	0	0	0
ENSDARG00000017835	0	0	0	0
ENSDARG00000017841	0	0	0	0
ENSDARG00000017842	0	0	0	0
ENSDARG00000017843	0	0	0	0
ENSDARG00000017874	0	0	0	0
ENSDARG00000017882	0	0	0	0
ENSDARG00000017891	0	0	0	0
ENSDARG00000017901	0	0	0	0
ENSDARG00000017905	1	0	0	0
ENSDARG00000017910	-1	0	0	0
ENSDARG00000017917	0	0	0	0
ENSDARG00000017929	0	0	0	0
ENSDARG00000017931	0	0	0	0
ENSDARG00000017953	0	0	0	0
ENSDARG00000017960	0	0	0	0
ENSDARG00000017982	0	0	0	0
ENSDARG00000017983	0	0	0	0
ENSDARG00000018002	0	0	0	0
ENSDARG00000018004	-1	0	0	0
ENSDARG00000018010	1	0	-1	0
ENSDARG00000018022	1	0	0	0
ENSDARG00000018025	0	0	0	0
ENSDARG00000018049	0	0	0	0
ENSDARG00000018060	0	0	0	1
ENSDARG00000018061	0	0	0	1
ENSDARG00000018065	0	0	0	0
ENSDARG00000018077	0	0	0	0
ENSDARG00000018106	-1	0	0	0
ENSDARG00000018110	1	0	0	1
ENSDARG00000018111	0	0	0	0
ENSDARG00000018121	0	0	0	0
ENSDARG00000018145	0	0	0	0
ENSDARG00000018149	0	0	0	0
ENSDARG00000018159	1	0	-1	1
ENSDARG00000018165	0	0	0	0
ENSDARG00000018174	0	0	0	0
ENSDARG00000018179	1	1	0	1
ENSDARG00000018190	0	0	0	0
ENSDARG00000018192	0	0	0	0
ENSDARG00000018206	0	0	0	0
ENSDARG00000018241	0	0	0	0
ENSDARG00000018259	0	0	0	0
ENSDARG00000018260	0	0	0	0
ENSDARG00000018263	0	0	0	0
ENSDARG00000018272	0	1	1	0
ENSDARG00000018283	0	1	0	-1
ENSDARG00000018303	1	1	0	0
ENSDARG00000018312	0	-1	0	0
ENSDARG00000018319	0	0	0	0
ENSDARG00000018325	0	0	0	0
ENSDARG00000018328	0	0	0	-1
ENSDARG00000018329	0	0	0	0
ENSDARG00000018334	0	0	0	0
ENSDARG00000018351	0	0	0	0
ENSDARG00000018361	0	0	0	0
ENSDARG00000018382	0	0	0	0
ENSDARG00000018383	1	1	0	0
ENSDARG00000018397	0	1	0	0
ENSDARG00000018404	0	1	0	0
ENSDARG00000018411	0	0	0	0
ENSDARG00000018418	0	0	0	0
ENSDARG00000018423	0	1	0	0
ENSDARG00000018425	0	0	0	0
ENSDARG00000018426	-1	0	0	0
ENSDARG00000018432	0	0	0	-1
ENSDARG00000018460	0	0	0	0
ENSDARG00000018461	0	0	0	0
ENSDARG00000018476	0	0	0	0
ENSDARG00000018485	1	0	0	0
ENSDARG00000018491	0	0	0	0
ENSDARG00000018492	0	0	0	0
ENSDARG00000018494	-1	-1	0	0
ENSDARG00000018508	0	0	0	0
ENSDARG00000018524	0	0	0	0
ENSDARG00000018529	0	0	0	0
ENSDARG00000018534	0	0	0	0
ENSDARG00000018559	0	0	0	0
ENSDARG00000018562	0	0	0	0
ENSDARG00000018569	0	0	0	0
ENSDARG00000018574	0	0	0	0
ENSDARG00000018593	1	0	0	0
ENSDARG00000018600	0	0	0	0
ENSDARG00000018602	1	0	0	0
ENSDARG00000018618	1	0	0	0
ENSDARG00000018621	0	0	0	0
ENSDARG00000018623	0	0	0	0
ENSDARG00000018627	0	0	0	0
ENSDARG00000018637	-1	-1	0	1
ENSDARG00000018643	1	0	0	0
ENSDARG00000018658	-1	0	0	0
ENSDARG00000018681	0	0	0	0
ENSDARG00000018687	0	0	0	0
ENSDARG00000018691	0	0	0	0
ENSDARG00000018693	0	1	0	0
ENSDARG00000018721	0	1	0	0
ENSDARG00000018738	0	0	0	0
ENSDARG00000018742	0	-1	0	0
ENSDARG00000018743	0	0	0	0
ENSDARG00000018750	0	0	0	0
ENSDARG00000018765	0	0	0	0
ENSDARG00000018788	0	0	0	0
ENSDARG00000018809	0	0	0	0
ENSDARG00000018814	0	0	0	0
ENSDARG00000018817	0	0	0	0
ENSDARG00000018820	0	0	0	0
ENSDARG00000018825	0	0	0	0
ENSDARG00000018840	0	0	0	0
ENSDARG00000018853	0	0	0	0
ENSDARG00000018882	0	0	0	0
ENSDARG00000018890	0	0	0	0
ENSDARG00000018891	0	-1	0	0
ENSDARG00000018898	1	1	0	0
ENSDARG00000018902	0	0	0	1
ENSDARG00000018903	0	0	0	0
ENSDARG00000018904	0	0	0	0
ENSDARG00000018914	0	0	0	-1
ENSDARG00000018921	0	0	0	0
ENSDARG00000018936	0	0	0	0
ENSDARG00000018944	0	0	0	1
ENSDARG00000018953	-1	0	0	0
ENSDARG00000018956	0	-1	0	0
ENSDARG00000018958	0	0	0	0
ENSDARG00000018961	0	0	0	1
ENSDARG00000018966	0	0	0	0
ENSDARG00000018967	0	0	0	0
ENSDARG00000018968	0	0	0	0
ENSDARG00000018971	0	0	0	0
ENSDARG00000018976	0	0	0	0
ENSDARG00000018985	0	0	0	0
ENSDARG00000018989	0	0	0	0
ENSDARG00000018997	0	0	0	0
ENSDARG00000019000	0	-1	0	0
ENSDARG00000019004	0	0	0	0
ENSDARG00000019008	0	-1	0	0
ENSDARG00000019033	1	0	0	0
ENSDARG00000019038	0	0	0	0
ENSDARG00000019060	0	0	0	0
ENSDARG00000019062	0	0	0	0
ENSDARG00000019081	1	0	0	1
ENSDARG00000019096	0	0	0	0
ENSDARG00000019098	-1	-1	0	0
ENSDARG00000019103	0	0	0	0
ENSDARG00000019113	0	0	0	0
ENSDARG00000019128	1	1	0	0
ENSDARG00000019130	0	0	0	0
ENSDARG00000019137	0	0	0	0
ENSDARG00000019144	0	0	0	0
ENSDARG00000019156	0	0	0	0
ENSDARG00000019160	0	0	0	0
ENSDARG00000019181	0	0	0	0
ENSDARG00000019185	0	0	0	0
ENSDARG00000019188	0	0	0	0
ENSDARG00000019191	-1	-1	0	-1
ENSDARG00000019195	0	0	0	0
ENSDARG00000019205	0	0	0	0
ENSDARG00000019213	0	0	0	0
ENSDARG00000019222	-1	0	1	-1
ENSDARG00000019223	1	0	0	0
ENSDARG00000019228	0	0	0	0
ENSDARG00000019230	0	0	0	0
ENSDARG00000019231	0	0	0	-1
ENSDARG00000019233	0	0	0	1
ENSDARG00000019235	0	0	0	0
ENSDARG00000019236	0	0	0	0
ENSDARG00000019239	0	0	0	0
ENSDARG00000019260	0	1	0	-1
ENSDARG00000019274	0	0	0	0
ENSDARG00000019280	-1	0	0	0
ENSDARG00000019293	0	0	0	0
ENSDARG00000019299	0	0	0	0
ENSDARG00000019300	0	0	0	0
ENSDARG00000019302	0	1	1	-1
ENSDARG00000019307	0	1	0	0
ENSDARG00000019326	0	0	0	0
ENSDARG00000019332	-1	0	0	0
ENSDARG00000019335	-1	-1	0	0
ENSDARG00000019338	0	0	0	0
ENSDARG00000019345	0	0	0	0
ENSDARG00000019353	1	1	-1	1
ENSDARG00000019357	0	0	0	0
ENSDARG00000019360	0	0	0	0
ENSDARG00000019362	1	1	0	0
ENSDARG00000019365	0	0	0	0
ENSDARG00000019383	0	1	0	0
ENSDARG00000019392	0	0	0	0
ENSDARG00000019398	-1	0	0	0
ENSDARG00000019404	-1	0	0	0
ENSDARG00000019417	0	0	0	0
ENSDARG00000019420	0	0	0	0
ENSDARG00000019438	1	0	0	0
ENSDARG00000019444	0	0	0	1
ENSDARG00000019459	0	0	0	0
ENSDARG00000019487	-1	-1	0	0
ENSDARG00000019492	0	0	0	0
ENSDARG00000019496	0	0	0	0
ENSDARG00000019498	1	1	0	0
ENSDARG00000019507	0	0	0	0
ENSDARG00000019516	0	0	0	0
ENSDARG00000019521	0	0	0	0
ENSDARG00000019532	0	0	0	0
ENSDARG00000019541	0	0	0	0
ENSDARG00000019556	0	0	0	0
ENSDARG00000019564	0	0	0	0
ENSDARG00000019566	0	0	0	0
ENSDARG00000019572	0	0	0	0
ENSDARG00000019579	0	0	0	1
ENSDARG00000019581	1	0	0	0
ENSDARG00000019588	0	0	0	0
ENSDARG00000019595	0	0	0	0
ENSDARG00000019596	-1	0	0	0
ENSDARG00000019613	-1	-1	0	0
ENSDARG00000019614	-1	0	0	0
ENSDARG00000019636	0	0	0	0
ENSDARG00000019644	-1	0	0	0
ENSDARG00000019646	0	0	0	0
ENSDARG00000019651	0	0	0	-1
ENSDARG00000019702	0	1	1	-1
ENSDARG00000019706	0	0	0	0
ENSDARG00000019707	0	0	0	0
ENSDARG00000019717	0	0	0	0
ENSDARG00000019728	0	0	0	0
ENSDARG00000019747	0	0	0	0
ENSDARG00000019752	0	0	0	0
ENSDARG00000019763	0	0	0	0
ENSDARG00000019774	0	0	0	0
ENSDARG00000019778	-1	0	0	0
ENSDARG00000019791	-1	0	0	0
ENSDARG00000019797	0	0	0	1
ENSDARG00000019808	0	0	0	0
ENSDARG00000019810	0	0	0	0
ENSDARG00000019815	1	1	0	0
ENSDARG00000019835	0	0	0	0
ENSDARG00000019838	0	0	0	0
ENSDARG00000019842	0	0	0	0
ENSDARG00000019845	1	0	0	0
ENSDARG00000019856	0	0	0	1
ENSDARG00000019861	0	0	0	0
ENSDARG00000019881	-1	0	0	0
ENSDARG00000019897	1	0	0	0
ENSDARG00000019902	0	0	0	0
ENSDARG00000019920	0	0	0	0
ENSDARG00000019924	0	0	0	0
ENSDARG00000019930	1	0	0	0
ENSDARG00000019941	0	0	0	0
ENSDARG00000019949	1	1	0	0
ENSDARG00000019950	0	0	0	0
ENSDARG00000019951	0	0	0	0
ENSDARG00000019961	0	0	0	0
ENSDARG00000019962	0	0	0	0
ENSDARG00000019973	0	0	0	0
ENSDARG00000019986	0	0	0	0
ENSDARG00000019995	0	0	0	0
ENSDARG00000019998	0	0	0	0
ENSDARG00000020007	1	1	-1	1
ENSDARG00000020008	0	0	0	0
ENSDARG00000020015	0	0	0	0
ENSDARG00000020024	-1	-1	0	0
ENSDARG00000020031	0	0	-1	1
ENSDARG00000020043	0	0	0	-1
ENSDARG00000020046	0	0	0	0
ENSDARG00000020072	1	0	-1	0
ENSDARG00000020077	0	0	0	0
ENSDARG00000020079	0	0	0	0
ENSDARG00000020080	0	0	0	0
ENSDARG00000020101	0	0	0	0
ENSDARG00000020107	0	0	0	1
ENSDARG00000020114	1	0	0	0
ENSDARG00000020123	0	0	0	0
ENSDARG00000020134	0	0	0	0
ENSDARG00000020143	0	0	0	0
ENSDARG00000020158	-1	0	0	-1
ENSDARG00000020164	0	0	0	0
ENSDARG00000020187	0	0	0	0
ENSDARG00000020197	0	0	0	0
ENSDARG00000020201	0	0	0	0
ENSDARG00000020217	0	0	0	0
ENSDARG00000020218	1	0	0	0
ENSDARG00000020219	0	0	0	-1
ENSDARG00000020228	1	0	0	0
ENSDARG00000020232	-1	0	0	0
ENSDARG00000020237	0	0	0	0
ENSDARG00000020239	0	0	0	0
ENSDARG00000020241	0	0	0	0
ENSDARG00000020252	0	0	0	0
ENSDARG00000020258	-1	0	0	0
ENSDARG00000020261	0	0	0	0
ENSDARG00000020279	1	0	0	0
ENSDARG00000020289	0	0	0	0
ENSDARG00000020298	0	0	0	0
ENSDARG00000020301	1	0	0	-1
ENSDARG00000020311	-1	0	0	0
ENSDARG00000020332	0	0	0	0
ENSDARG00000020334	0	0	0	0
ENSDARG00000020345	0	1	0	0
ENSDARG00000020354	0	0	0	0
ENSDARG00000020377	0	0	0	0
ENSDARG00000020387	0	0	0	1
ENSDARG00000020395	0	0	0	1
ENSDARG00000020397	1	1	0	1
ENSDARG00000020405	0	0	0	0
ENSDARG00000020417	0	0	0	0
ENSDARG00000020442	0	0	0	0
ENSDARG00000020448	0	0	0	0
ENSDARG00000020449	1	0	0	0
ENSDARG00000020450	0	0	0	0
ENSDARG00000020454	-1	-1	0	0
ENSDARG00000020465	0	-1	0	0
ENSDARG00000020467	-1	0	0	-1
ENSDARG00000020469	0	0	0	0
ENSDARG00000020475	-1	-1	0	-1
ENSDARG00000020482	-1	0	0	0
ENSDARG00000020488	1	0	0	0
ENSDARG00000020493	-1	-1	0	0
ENSDARG00000020494	0	0	0	0
ENSDARG00000020497	1	0	0	0
ENSDARG00000020504	0	0	0	0
ENSDARG00000020521	0	0	0	0
ENSDARG00000020527	0	0	0	0
ENSDARG00000020529	0	-1	0	0
ENSDARG00000020544	-1	0	0	0
ENSDARG00000020573	0	0	0	0
ENSDARG00000020574	0	0	0	0
ENSDARG00000020594	0	-1	0	1
ENSDARG00000020595	-1	0	0	0
ENSDARG00000020596	0	0	0	-1
ENSDARG00000020606	1	0	0	0
ENSDARG00000020607	0	0	0	0
ENSDARG00000020609	0	0	0	0
ENSDARG00000020610	-1	0	0	0
ENSDARG00000020618	-1	0	0	0
ENSDARG00000020621	0	0	0	0
ENSDARG00000020623	0	1	1	-1
ENSDARG00000020625	0	0	0	0
ENSDARG00000020642	0	0	0	0
ENSDARG00000020645	0	0	0	0
ENSDARG00000020647	0	0	0	0
ENSDARG00000020676	0	0	0	0
ENSDARG00000020699	0	0	0	0
ENSDARG00000020708	0	-1	0	1
ENSDARG00000020730	0	0	0	-1
ENSDARG00000020741	0	0	0	0
ENSDARG00000020749	0	0	0	0
ENSDARG00000020758	-1	0	0	1
ENSDARG00000020759	0	1	1	-1
ENSDARG00000020761	1	-1	-1	1
ENSDARG00000020764	1	0	-1	0
ENSDARG00000020771	0	0	0	0
ENSDARG00000020785	1	1	0	1
ENSDARG00000020794	0	0	0	0
ENSDARG00000020795	0	-1	0	0
ENSDARG00000020811	0	0	0	0
ENSDARG00000020834	0	0	0	0
ENSDARG00000020840	0	0	0	0
ENSDARG00000020841	0	0	0	0
ENSDARG00000020845	1	1	0	0
ENSDARG00000020850	0	0	0	0
ENSDARG00000020857	0	0	0	0
ENSDARG00000020866	0	0	0	0
ENSDARG00000020884	0	0	0	0
ENSDARG00000020887	0	0	0	0
ENSDARG00000020890	1	0	0	0
ENSDARG00000020893	1	1	0	0
ENSDARG00000020913	0	0	0	0
ENSDARG00000020926	1	0	0	0
ENSDARG00000020929	0	1	0	-1
ENSDARG00000020948	0	0	0	0
ENSDARG00000020953	0	0	0	0
ENSDARG00000020956	0	0	0	0
ENSDARG00000020957	0	0	0	0
ENSDARG00000020960	0	0	0	0
ENSDARG00000020964	0	0	0	0
ENSDARG00000020976	1	0	0	1
ENSDARG00000020979	1	0	0	0
ENSDARG00000020986	-1	0	0	0
ENSDARG00000020994	0	0	0	0
ENSDARG00000021022	0	0	0	0
ENSDARG00000021033	1	0	-1	1
ENSDARG00000021048	0	-1	0	0
ENSDARG00000021059	0	0	0	0
ENSDARG00000021082	0	0	0	0
ENSDARG00000021097	0	-1	0	0
ENSDARG00000021107	0	-1	0	0
ENSDARG00000021112	0	0	0	0
ENSDARG00000021113	0	0	0	0
ENSDARG00000021120	-1	-1	0	0
ENSDARG00000021140	-1	0	0	1
ENSDARG00000021141	0	0	0	0
ENSDARG00000021143	0	0	0	0
ENSDARG00000021149	1	0	0	0
ENSDARG00000021150	0	0	0	0
ENSDARG00000021154	0	0	0	0
ENSDARG00000021163	0	0	0	0
ENSDARG00000021172	1	0	0	0
ENSDARG00000021184	0	0	0	-1
ENSDARG00000021195	0	0	0	0
ENSDARG00000021201	0	0	0	0
ENSDARG00000021208	0	0	0	0
ENSDARG00000021220	-1	0	0	0
ENSDARG00000021225	0	0	0	0
ENSDARG00000021232	0	0	0	0
ENSDARG00000021233	0	0	0	0
ENSDARG00000021239	0	0	0	0
ENSDARG00000021242	0	0	0	0
ENSDARG00000021250	0	0	0	0
ENSDARG00000021252	-1	0	0	1
ENSDARG00000021257	-1	0	0	0
ENSDARG00000021265	0	0	0	0
ENSDARG00000021309	0	0	0	0
ENSDARG00000021324	0	0	0	0
ENSDARG00000021339	1	0	0	0
ENSDARG00000021343	1	1	0	0
ENSDARG00000021346	-1	0	0	0
ENSDARG00000021351	0	0	0	0
ENSDARG00000021366	1	0	0	0
ENSDARG00000021369	0	0	0	0
ENSDARG00000021370	-1	-1	0	0
ENSDARG00000021372	1	0	0	0
ENSDARG00000021374	0	0	0	0
ENSDARG00000021383	0	0	0	0
ENSDARG00000021389	0	0	0	0
ENSDARG00000021398	0	0	0	0
ENSDARG00000021433	0	0	0	0
ENSDARG00000021439	0	0	0	0
ENSDARG00000021442	1	1	0	0
ENSDARG00000021443	0	0	0	0
ENSDARG00000021455	1	0	0	1
ENSDARG00000021462	0	0	0	0
ENSDARG00000021483	0	-1	0	0
ENSDARG00000021488	0	0	0	0
ENSDARG00000021494	0	0	0	0
ENSDARG00000021509	0	0	0	0
ENSDARG00000021547	0	0	0	0
ENSDARG00000021550	0	0	0	0
ENSDARG00000021569	0	0	0	0
ENSDARG00000021579	0	0	0	0
ENSDARG00000021584	0	0	0	-1
ENSDARG00000021589	0	0	0	0
ENSDARG00000021590	0	0	0	0
ENSDARG00000021595	0	0	0	0
ENSDARG00000021607	1	0	0	0
ENSDARG00000021633	0	0	0	1
ENSDARG00000021647	-1	0	1	0
ENSDARG00000021669	1	0	0	0
ENSDARG00000021688	0	0	0	0
ENSDARG00000021702	0	0	0	0
ENSDARG00000021753	0	0	0	0
ENSDARG00000021787	0	0	0	0
ENSDARG00000021789	0	0	0	0
ENSDARG00000021806	0	0	0	0
ENSDARG00000021811	0	0	0	0
ENSDARG00000021812	0	0	0	0
ENSDARG00000021833	0	0	0	0
ENSDARG00000021838	0	0	0	1
ENSDARG00000021846	0	0	0	0
ENSDARG00000021849	1	0	0	-1
ENSDARG00000021859	0	0	0	0
ENSDARG00000021866	0	0	0	0
ENSDARG00000021869	0	0	0	0
ENSDARG00000021885	0	0	0	0
ENSDARG00000021889	0	0	0	0
ENSDARG00000021899	0	0	0	0
ENSDARG00000021905	0	0	0	0
ENSDARG00000021916	0	0	0	0
ENSDARG00000021945	0	0	0	0
ENSDARG00000021948	-1	0	0	0
ENSDARG00000021973	0	-1	0	1
ENSDARG00000021974	0	0	0	0
ENSDARG00000021975	0	0	0	0
ENSDARG00000021984	-1	0	0	1
ENSDARG00000021985	0	0	0	0
ENSDARG00000021987	0	0	0	0
ENSDARG00000021991	0	-1	-1	1
ENSDARG00000021996	0	0	0	0
ENSDARG00000022007	0	0	0	0
ENSDARG00000022020	0	0	0	0
ENSDARG00000022045	0	-1	0	0
ENSDARG00000022129	0	0	0	0
ENSDARG00000022183	1	0	0	0
ENSDARG00000022187	0	0	0	0
ENSDARG00000022213	0	0	0	0
ENSDARG00000022232	-1	0	1	-1
ENSDARG00000022254	0	0	0	-1
ENSDARG00000022261	0	0	0	0
ENSDARG00000022280	0	1	0	0
ENSDARG00000022295	0	0	0	0
ENSDARG00000022303	-1	0	0	0
ENSDARG00000022309	0	0	0	0
ENSDARG00000022315	0	0	0	0
ENSDARG00000022340	-1	0	0	0
ENSDARG00000022350	0	0	0	0
ENSDARG00000022372	1	1	0	0
ENSDARG00000022378	0	-1	0	0
ENSDARG00000022399	0	0	0	0
ENSDARG00000022413	1	0	0	0
ENSDARG00000022418	0	0	0	0
ENSDARG00000022424	1	1	0	1
ENSDARG00000022438	1	1	0	0
ENSDARG00000022456	-1	0	0	0
ENSDARG00000022493	0	0	0	0
ENSDARG00000022509	1	0	-1	1
ENSDARG00000022525	0	0	0	0
ENSDARG00000022531	0	0	0	0
ENSDARG00000022560	0	0	0	0
ENSDARG00000022564	-1	-1	0	0
ENSDARG00000022599	0	0	0	0
ENSDARG00000022615	1	0	0	0
ENSDARG00000022623	0	0	0	0
ENSDARG00000022631	0	0	0	0
ENSDARG00000022652	0	0	0	-1
ENSDARG00000022659	0	0	0	0
ENSDARG00000022684	-1	0	0	0
ENSDARG00000022690	0	0	0	0
ENSDARG00000022698	0	0	0	0
ENSDARG00000022712	0	0	0	0
ENSDARG00000022763	0	-1	0	0
ENSDARG00000022767	0	0	0	0
ENSDARG00000022768	-1	-1	0	0
ENSDARG00000022788	0	0	0	0
ENSDARG00000022813	0	0	0	0
ENSDARG00000022817	0	0	0	0
ENSDARG00000022832	0	0	0	0
ENSDARG00000022845	0	0	0	0
ENSDARG00000022891	1	0	0	0
ENSDARG00000022904	0	0	0	0
ENSDARG00000022918	0	0	0	0
ENSDARG00000022944	0	0	0	0
ENSDARG00000022951	0	0	0	0
ENSDARG00000022968	-1	0	0	-1
ENSDARG00000022971	0	0	0	0
ENSDARG00000022974	0	0	0	0
ENSDARG00000022978	0	0	0	0
ENSDARG00000022983	0	-1	0	0
ENSDARG00000022995	0	0	0	0
ENSDARG00000023002	0	0	0	0
ENSDARG00000023028	-1	0	0	0
ENSDARG00000023031	0	0	0	0
ENSDARG00000023040	0	0	0	0
ENSDARG00000023058	0	0	0	0
ENSDARG00000023062	1	0	0	0
ENSDARG00000023082	0	0	0	0
ENSDARG00000023104	0	0	0	0
ENSDARG00000023110	0	0	0	0
ENSDARG00000023111	0	0	0	0
ENSDARG00000023117	0	0	0	0
ENSDARG00000023151	0	0	0	0
ENSDARG00000023152	0	0	0	0
ENSDARG00000023160	-1	0	0	0
ENSDARG00000023181	0	0	0	0
ENSDARG00000023190	0	0	0	0
ENSDARG00000023220	1	0	0	0
ENSDARG00000023228	0	0	0	-1
ENSDARG00000023279	-1	-1	0	0
ENSDARG00000023287	0	0	0	1
ENSDARG00000023290	0	0	0	0
ENSDARG00000023298	0	0	0	1
ENSDARG00000023299	0	0	0	0
ENSDARG00000023303	0	0	0	0
ENSDARG00000023309	0	0	0	0
ENSDARG00000023316	0	0	0	0
ENSDARG00000023323	0	0	0	0
ENSDARG00000023330	0	0	0	0
ENSDARG00000023362	0	0	0	0
ENSDARG00000023394	1	0	0	0
ENSDARG00000023396	0	0	0	0
ENSDARG00000023443	1	0	0	1
ENSDARG00000023448	0	0	0	0
ENSDARG00000023498	0	0	0	0
ENSDARG00000023508	0	0	0	0
ENSDARG00000023532	0	0	0	0
ENSDARG00000023536	0	0	0	1
ENSDARG00000023546	0	0	0	0
ENSDARG00000023578	1	1	0	0
ENSDARG00000023583	-1	0	0	0
ENSDARG00000023584	0	0	0	0
ENSDARG00000023587	0	0	0	0
ENSDARG00000023591	1	0	-1	0
ENSDARG00000023600	0	0	0	0
ENSDARG00000023627	0	0	0	0
ENSDARG00000023645	0	0	0	0
ENSDARG00000023648	0	0	0	0
ENSDARG00000023672	0	0	0	1
ENSDARG00000023694	0	0	0	0
ENSDARG00000023712	0	0	0	0
ENSDARG00000023713	0	0	0	0
ENSDARG00000023724	1	0	0	0
ENSDARG00000023759	0	0	0	1
ENSDARG00000023766	1	0	0	0
ENSDARG00000023768	0	0	0	0
ENSDARG00000023814	0	0	0	0
ENSDARG00000023815	0	0	0	0
ENSDARG00000023820	1	0	-1	0
ENSDARG00000023840	0	0	0	0
ENSDARG00000023852	-1	0	0	-1
ENSDARG00000023858	0	0	0	0
ENSDARG00000023878	0	0	0	0
ENSDARG00000023916	0	0	0	0
ENSDARG00000023920	-1	0	0	0
ENSDARG00000023927	0	0	0	0
ENSDARG00000023950	0	0	0	0
ENSDARG00000023958	0	0	0	0
ENSDARG00000023963	1	0	0	1
ENSDARG00000023967	0	0	0	0
ENSDARG00000023989	1	0	0	0
ENSDARG00000023999	0	0	0	0
ENSDARG00000024017	0	0	0	0
ENSDARG00000024026	-1	0	0	0
ENSDARG00000024030	0	0	0	0
ENSDARG00000024047	-1	-1	0	1
ENSDARG00000024090	0	0	0	0
ENSDARG00000024112	0	0	0	0
ENSDARG00000024116	0	0	0	0
ENSDARG00000024124	0	0	0	0
ENSDARG00000024141	-1	0	0	0
ENSDARG00000024160	0	0	0	0
ENSDARG00000024184	0	0	0	0
ENSDARG00000024195	1	1	0	0
ENSDARG00000024204	0	0	0	0
ENSDARG00000024209	1	1	0	0
ENSDARG00000024219	0	0	0	0
ENSDARG00000024229	0	0	0	0
ENSDARG00000024276	0	0	0	0
ENSDARG00000024278	0	0	0	0
ENSDARG00000024295	1	0	0	1
ENSDARG00000024299	0	0	0	0
ENSDARG00000024306	0	0	0	0
ENSDARG00000024314	0	0	0	-1
ENSDARG00000024317	0	0	0	1
ENSDARG00000024324	1	0	0	1
ENSDARG00000024325	0	0	0	0
ENSDARG00000024381	0	0	0	0
ENSDARG00000024398	0	0	0	0
ENSDARG00000024431	0	0	0	0
ENSDARG00000024433	0	0	0	0
ENSDARG00000024443	1	1	0	0
ENSDARG00000024471	0	0	0	0
ENSDARG00000024478	0	0	0	0
ENSDARG00000024488	0	0	0	0
ENSDARG00000024492	0	0	0	0
ENSDARG00000024503	0	0	0	0
ENSDARG00000024540	1	0	0	1
ENSDARG00000024546	0	0	0	0
ENSDARG00000024548	0	0	0	0
ENSDARG00000024561	0	0	0	0
ENSDARG00000024564	0	0	0	1
ENSDARG00000024598	0	0	0	0
ENSDARG00000024602	0	0	0	0
ENSDARG00000024654	-1	0	0	0
ENSDARG00000024669	0	0	0	0
ENSDARG00000024681	0	0	0	0
ENSDARG00000024693	0	0	0	0
ENSDARG00000024694	1	0	0	1
ENSDARG00000024717	0	0	0	0
ENSDARG00000024728	0	0	0	0
