Gene	SRR1914395	SRR1914394	SRR1914393	SRR1914392
ENSDARG00000000001	0.4594231311350646	0.41529343330832486	0.5278718153055688	0.5078622031618243
ENSDARG00000000002	0.22450894584776204	0.28809574313386405	0.6217620910194992	0.5305239849771888
ENSDARG00000000018	1.3493191752435283	1.7828910183831528	1.2230739720276689	1.303333766918734
ENSDARG00000000019	2.079368934610023	2.0146153301747525	1.8786509227741508	1.837618055949615
ENSDARG00000000068	0.5306501470523431	0.5704241193693044	1.0074978410758364	0.9636911102130143
ENSDARG00000000069	1.9793238383033176	2.0533667016281	2.0553850685743935	2.0217309711076314
ENSDARG00000000086	1.060506439436999	0.9948690066650769	1.4958530749604275	0.935066749859812
ENSDARG00000000103	2.386174760431901	2.438057670357142	2.860622448543652	2.7792386168678123
ENSDARG00000000142	0.5934933101314921	0.7841754303955908	0.3645903188949397	0.3899456006234928
ENSDARG00000000151	0.5785300450348433	0.5240177349296431	0.4758383029961629	0.34127957471592296
ENSDARG00000000161	0.5724483820544406	0.6611812776884376	0.3448856616646807	0.3950236344994018
ENSDARG00000000175	0.5490257529029804	0.34537844869349654	0.6695497961248181	0.6278756048175482
ENSDARG00000000183	0.6444952274428324	0.6396311103689585	0.7176635874706148	0.6615730530529944
ENSDARG00000000189	1.2403352169602702	1.2923543894194323	0.8347519065611667	0.6912604362096874
ENSDARG00000000212	2.969595392833476	2.8294544791743563	3.3983907866181853	2.9911225930174963
ENSDARG00000000229	1.1129231495022511	1.0699393172161464	1.2039375357140014	1.0365200027752737
ENSDARG00000000241	1.8770920199589587	1.928556060063967	1.3539442236051331	1.476777569275361
ENSDARG00000000324	0.5420436558138384	0.6425240823734255	0.6492987930195828	0.648642956178217
ENSDARG00000000349	0.16371483133042128	0.1491895909469367	0.32114769913329455	0.33008012106145806
ENSDARG00000000369	0.375050851725957	0.3535904883288866	0.5336876616349976	0.5651564164170924
ENSDARG00000000370	1.1609943067120372	1.4934025656544483	1.4739293534176878	1.1158191121886778
ENSDARG00000000380	0.13595597505944806	0.2201378569123166	0.4420786049299118	0.4813686631058177
ENSDARG00000000394	1.9766424550713566	2.2279144878945574	2.3908955908002927	2.5558671940489117
ENSDARG00000000423	0.464240717035703	0.48039871672800305	0.549948505924533	0.5686911985495269
