logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSDARG00000103428	0.814657102516831	1.02957948868116	7.90709508090462	1.57969656851002e-05	0.00189276370663292	3.5360084538572
ENSDARG00000018491	-1.11049198645198	1.62589743913221	-7.87680361866538	1.63202462838993e-05	0.00192372752377061	3.5037017237485
ENSDARG00000023062	0.88512227354634	0.490280441892924	7.85502324393021	1.67081571698569e-05	0.00192372752377061	3.48040429710681
ENSDARG00000020258	0.827564175620386	1.16241771993047	7.84763935808307	1.68419347020591e-05	0.00192372752377061	3.47249315811242
ENSDARG00000013928	-0.502379812008652	0.238336445104928	-7.84503290684866	1.68894352292889e-05	0.00192372752377061	3.46969902288932
ENSDARG00000070108	-0.548590256842555	1.08537057701714	-7.81576666684793	1.74329210131997e-05	0.00196141621058269	3.43826913062946
ENSDARG00000052975	0.586565671083511	0.422286107610924	7.79215398157385	1.78853033530715e-05	0.00198806998476431	3.4128352643677
ENSDARG00000089976	-0.411704753055615	2.18712150677338	-7.73004543500698	1.9137389241708e-05	0.00208010904661833	3.34561293446767
ENSDARG00000061841	0.674709741995314	0.620406212920746	7.72876247227936	1.91642389944242e-05	0.00208010904661833	3.344219376676
ENSDARG00000001129	0.426465365269362	0.509404171798959	7.69638445170301	1.98556029316745e-05	0.00211164634965062	3.30898352409032
ENSDARG00000020467	0.550812898904627	1.44323341718188	7.69377215445872	1.99125549988731e-05	0.00211164634965062	3.30613504632356
ENSDARG00000045352	-1.06196494364082	1.84782530311114	-7.6715281147346	2.04047743546635e-05	0.00212424881266379	3.28184589818836
ENSDARG00000003757	-0.743450247361836	1.27923964755333	-7.66765226839179	2.04918864434292e-05	0.00212424881266379	3.27760747467604
ENSDARG00000017441	2.21935373837739	0.932694414222148	7.60659374135244	2.19189854244629e-05	0.00222788993619412	3.2105920171588
ENSDARG00000029615	-0.310727087449776	0.355962727725786	-7.59277176995384	2.22568333837899e-05	0.00222788993619412	3.19535737918142
ENSDARG00000044501	-1.50299338153742	0.69684701111977	-7.58950011360967	2.23376284288944e-05	0.00222788993619412	3.19174786558168
ENSDARG00000008188	0.48407536667249	1.04564403360237	7.5729353966468	2.27516292941308e-05	0.00222788993619412	3.17345207104122
ENSDARG00000055151	-0.46603068757363	0.616580990817792	-7.57124928613056	2.27942359525151e-05	0.00222788993619412	3.17158783626565
ENSDARG00000055283	0.833809192026121	2.00154264946082	7.56106642205244	2.30534008931189e-05	0.00222788993619412	3.16032168656713
ENSDARG00000056525	0.435252946276829	0.194633644967178	7.53549620363504	2.37184309279662e-05	0.00222788993619412	3.13197405281959
ENSDARG00000077850	0.442879569839935	0.747964656097545	7.53507540779989	2.37295480370517e-05	0.00222788993619412	3.13150686547103
ENSDARG00000004706	-0.580009612790549	1.01968706708587	-7.53450413418236	2.37446497272903e-05	0.00222788993619412	3.13087257506594
ENSDARG00000089303	-0.462279126269471	0.883370221149838	-7.5091155873535	2.44264708337517e-05	0.00222788993619412	3.1026420618958
ENSDARG00000011564	0.533541795050398	1.39057068208917	7.50703188430855	2.44833679112401e-05	0.00222788993619412	3.10032151366249
ENSDARG00000036489	-0.461768014507273	0.709153826083863	-7.50223888756517	2.46147921649362e-05	0.00222788993619412	3.09498164413283
ENSDARG00000070386	-0.450941651656117	1.7647820750402	-7.50165300097087	2.46309097649903e-05	0.00222788993619412	3.09432871047814
ENSDARG00000019231	0.445711355174086	1.39505359102483	7.48082734256179	2.52113406349239e-05	0.00224557679153021	3.07109172486765
ENSDARG00000070623	-0.426430519546859	0.732028061438946	-7.47722494325144	2.53132436938155e-05	0.00224557679153021	3.06706666495472
ENSDARG00000007294	0.692134403079068	1.96379430999226	7.4023401587697	2.75362695591001e-05	0.00239715668804029	2.98302347697957
ENSDARG00000028173	0.654358715834151	1.04365987110352	7.4021692694305	2.75415791168731e-05	0.00239715668804029	2.98283087263739
ENSDARG00000070835	1.75803345262151	0.628474030746475	7.37180879434668	2.85027862166567e-05	0.00245763276294275	2.94855329878204
ENSDARG00000060041	-0.515309072911098	0.293415078771646	-7.34697221734011	2.93162411922838e-05	0.00250436704851861	2.92042459510403
ENSDARG00000000760	-0.51229893749609	0.277371286501372	-7.30107960478139	3.08865172281236e-05	0.0026143028251988	2.86824028221511
ENSDARG00000052113	-0.607689137854838	0.460088304423505	-7.27751462058396	3.17281499821926e-05	0.00266112647032463	2.84133905416951
ENSDARG00000044540	-0.552333241754176	1.25964099534779	-7.25766836435061	3.24563124693949e-05	0.00267660464386516	2.8186272631196
ENSDARG00000021140	0.797275748889324	0.786681120255431	7.25007158574019	3.2739828242294e-05	0.00267660464386516	2.80992008653376
ENSDARG00000045490	0.507426838245396	1.79374426700339	7.24892001724743	3.27830397525214e-05	0.00267660464386516	2.80859954248541
ENSDARG00000029150	0.365107568795908	3.60998562109377	7.23005748023134	3.34997301176928e-05	0.00271112728127924	2.78694466253998
ENSDARG00000101569	0.806592966378544	0.663663676547643	7.21224406114486	3.41922094453843e-05	0.00271153209218363	2.76645166429961
ENSDARG00000019239	0.285335108306206	0.855671641092577	7.21061414001063	3.42563433164761e-05	0.00271153209218363	2.76457449579718
ENSDARG00000028546	0.470031696789354	1.69758423765955	7.20496065975175	3.4479810286453e-05	0.00271153209218363	2.75806073481848
ENSDARG00000030913	0.526245210808227	1.0245760136287	7.19992133146556	3.46803367524028e-05	0.00271153209218363	2.7522510606744
ENSDARG00000097537	0.446663093982609	0.60002031386719	7.18119079416549	3.54368475091717e-05	0.00272873421233925	2.73062813125196
ENSDARG00000086336	-0.446168842618357	0.162047108824886	-7.17984516874395	3.54918822328973e-05	0.00272873421233925	2.72907294431
ENSDARG00000038737	0.428661297208865	0.81003671240639	7.14805184351752	3.68195849491735e-05	0.00280741727885186	2.69225916038091
ENSDARG00000045160	-0.495032705584067	0.785468242636313	-7.13848439115734	3.72296120934699e-05	0.00281541312437994	2.68115491738643
ENSDARG00000068457	2.19234998522115	1.02079813982824	7.12445897161565	3.78396817588698e-05	0.00282270090621891	2.66485484690516
ENSDARG00000102076	-1.45474130323548	2.42702202099684	-7.12222428959802	3.79378834133043e-05	0.00282270090621891	2.66225534753798
ENSDARG00000043680	0.424163458392116	0.840153280755017	7.11283732409167	3.8353420950992e-05	0.00283078929355082	2.65132873812484
ENSDARG00000062834	0.290471509741231	0.407844683479205	7.07194341536646	4.02222468029787e-05	0.00291912180699647	2.60359147546517
ENSDARG00000056331	1.26146444164941	2.28673576663331	7.06615088171417	4.04948611272654e-05	0.00291912180699647	2.59681167418333
ENSDARG00000041797	1.12994656417952	0.768347942391875	7.06392015076351	4.06003805957908e-05	0.00291912180699647	2.59419955365615
ENSDARG00000079202	-0.309344961595404	0.437958034960857	-7.05938523740819	4.08158154240781e-05	0.00291912180699647	2.58888726496666
ENSDARG00000034916	-0.488507639055595	0.790858615352406	-7.03794689704549	4.1851200519442e-05	0.00296357000181773	2.5637369323503
ENSDARG00000057826	0.659460414406463	0.401962298230071	7.03329242954057	4.20797388075138e-05	0.00296357000181773	2.55826846992543
ENSDARG00000098670	0.304464792435009	0.216874081028163	7.014265902814	4.30281444464663e-05	0.00299655282921163	2.53588444413063
ENSDARG00000074533	0.842120629828402	0.699269731593841	7.01091331682595	4.31976508004711e-05	0.00299655282921163	2.53193523765904
ENSDARG00000069763	0.435646138220633	0.419041568781093	7.00329454110438	4.35855564482384e-05	0.00300089808799588	2.52295505020499
ENSDARG00000071570	-0.321895273975415	0.533555995915846	-6.99435960198964	4.40452972134818e-05	0.00301008823771543	2.51241361765615
ENSDARG00000016745	-0.31687316026333	0.578466995550035	-6.98740745726216	4.44066555019389e-05	0.00301246914456535	2.50420408878052
ENSDARG00000079276	0.255781201222101	-0.0967837286443024	6.96232427962458	4.57374171826756e-05	0.00307195167418318	2.4745304114265
ENSDARG00000101009	-0.744861066886641	1.07864289519022	-6.94874410292327	4.64759070692048e-05	0.00307195167418318	2.45842963966168
ENSDARG00000042187	0.27383618370768	0.654170294726027	6.94704438661664	4.65692449591255e-05	0.00307195167418318	2.45641269431591
ENSDARG00000016260	0.27249447236499	0.342161682274397	6.94620613069691	4.6615351656801e-05	0.00307195167418318	2.45541784605027
ENSDARG00000077093	0.281673607518169	0.640676679704409	6.93807368329208	4.70652418985627e-05	0.00307649700456696	2.44576128449977
ENSDARG00000041887	0.365245847630947	0.780590240867991	6.93185967433878	4.74121784145537e-05	0.00307649700456696	2.43837669122896
ENSDARG00000014171	-0.422545585568142	0.564736793142053	-6.92150006919265	4.79967539769553e-05	0.00307649700456696	2.42605398038112
ENSDARG00000035327	2.28929744810141	1.10380664634991	6.92112327611991	4.80181626552832e-05	0.00307649700456696	2.42560551341525
ENSDARG00000062315	1.04276032338381	0.868627306533534	6.89173027280811	4.97205779501003e-05	0.00316360035977673	2.39056220010733
ENSDARG00000061713	-0.343514838302782	0.415892082233635	-6.87384178685879	5.07886370859624e-05	0.00320942442298006	2.36917767920683
ENSDARG00000013582	0.357614335979187	0.443047993500657	6.83767810331542	5.30246465666194e-05	0.0033157630560512	2.3258135684856
ENSDARG00000021097	-0.273831165580129	0.380159349379075	-6.83268991874358	5.33413554964973e-05	0.0033157630560512	2.31981822930953
ENSDARG00000103996	-0.337205389409393	0.260517030808523	-6.82830725873393	5.36213120279211e-05	0.0033157630560512	2.31454787443965
ENSDARG00000020840	-0.499066413900349	0.451624302479992	-6.82382930063393	5.39090026455322e-05	0.0033157630560512	2.30916021212345
ENSDARG00000070657	0.354360263126227	1.93801950389937	6.79485177300861	5.58116385532933e-05	0.00339892372195928	2.27422962110923
ENSDARG00000079639	0.199972722159814	0.0547216655782683	6.7861071411043	5.64000112875864e-05	0.00339892372195928	2.26366594501926
ENSDARG00000070116	0.789322558903769	0.45267316621866	6.7700360530484	5.74989499695739e-05	0.00339892372195928	2.24422443294242
ENSDARG00000034470	0.978566475240875	0.488427138868419	6.76995129606391	5.75048068205797e-05	0.00339892372195928	2.24412180678391
ENSDARG00000036359	0.314011155008639	0.1597360429662	6.76722361833515	5.76936397474143e-05	0.00339892372195928	2.24081853052378
ENSDARG00000005643	0.538510262886564	0.93043429171849	6.76643178208792	5.77485831780893e-05	0.00339892372195928	2.2398594084454
ENSDARG00000026072	-0.568460385002055	1.43248996110888	-6.7651173765559	5.78399115919799e-05	0.00339892372195928	2.23826712728199
ENSDARG00000018681	-0.421108610566015	0.133817400894993	-6.75408695998844	5.86125342557081e-05	0.00342252684204534	2.2248954366436
ENSDARG00000013144	0.637722211624356	3.16104399491299	6.74167982761342	5.94949826208447e-05	0.00343557614799468	2.20983481262194
ENSDARG00000044766	-0.229906718383029	0.307879252647071	-6.73980413514777	5.96296385259987e-05	0.00343557614799468	2.20755612476109
ENSDARG00000077822	-0.470348127789485	0.090859229360246	-6.73531648068554	5.99531497753245e-05	0.00343557614799468	2.20210232362024
ENSDARG00000006240	0.574455463998607	0.817179156490198	6.71991096491163	6.10782776150641e-05	0.0034784456128184	2.18335902724144
ENSDARG00000076440	0.52980414746154	0.364876557687116	6.71288294375951	6.15991468047539e-05	0.00348658729092429	2.17479742497522
ENSDARG00000004060	1.1016642487646	2.06893778652069	6.70579815002578	6.2129100136326e-05	0.00349514071864478	2.16615975462191
ENSDARG00000099673	-2.3378035016795	2.02932185949832	-6.694377888504	6.29937843996529e-05	0.00350339439074012	2.15222173707978
ENSDARG00000042908	0.475100563429014	0.40539277846744	6.69383415194411	6.30352773534425e-05	0.00350339439074012	2.15155767610919
ENSDARG00000099692	0.381938848097035	0.3358372141301	6.67306540821715	6.46425423802671e-05	0.00354960346288566	2.12616231998052
ENSDARG00000062003	0.742759552886001	0.684282692714019	6.66919865019046	6.49466607133463e-05	0.00354960346288566	2.12142756746386
ENSDARG00000014230	0.622821622498691	1.50093620421828	6.66825748069871	6.50209175403942e-05	0.00354960346288566	2.12027481397672
ENSDARG00000060515	0.523074205760257	0.41718940848986	6.65831962362758	6.58106380591235e-05	0.00357158203960867	2.10809532449693
ENSDARG00000013926	1.299951000414	2.68089284062644	6.62359817784316	6.86524478037867e-05	0.00370182367198412	2.06543410993563
ENSDARG00000103922	-0.33373922426244	0.808227730414565	-6.61654678283838	6.9245661627772e-05	0.00370182367198412	2.05674975007821
ENSDARG00000016721	0.696868635678104	1.76945148870222	6.61270248273488	6.95714087210475e-05	0.00370182367198412	2.05201226302644
ENSDARG00000091198	-0.259421876286104	0.87729909415383	-6.60677438314124	7.00769848641091e-05	0.00370182367198412	2.04470278107488
ENSDARG00000015495	0.645064576661655	0.655133196974388	6.60164318486293	7.05178116330581e-05	0.00370182367198412	2.03837193307367
ENSDARG00000098635	0.429920216451968	0.424964649787028	6.60048272476137	7.06179239398662e-05	0.00370182367198412	2.03693965275962
ENSDARG00000104372	0.326550262104713	1.73842554610982	6.58971576782904	7.15541591022563e-05	0.00372971001060687	2.02364172058412
ENSDARG00000086309	-0.502842426938769	0.653258767642716	-6.58027506843777	7.23861379475004e-05	0.00374381852744286	2.01196846014035
ENSDARG00000041839	0.345142302921773	0.968988876046281	6.57745814331348	7.26364097563703e-05	0.00374381852744286	2.00848296358352
ENSDARG00000020504	-0.38390928165733	2.94225707068579	-6.56680912608392	7.35910320343002e-05	0.00377194923082474	1.99529645103429
ENSDARG00000006332	0.283865505935379	0.538432188810317	6.55430050600658	7.47297453995229e-05	0.00378893898908871	1.97978690548373
ENSDARG00000030537	-0.467290077350184	1.04894363258706	-6.55161302164878	7.4976880432109e-05	0.00378893898908871	1.97645180384252
ENSDARG00000014165	-0.561400677689342	2.28131408139357	-6.54968691497696	7.51545453070924e-05	0.00378893898908871	1.97406092896461
ENSDARG00000044182	0.734210165310777	1.07719925367057	6.53996650448279	7.60581433514122e-05	0.00379971289784331	1.96198703523142
ENSDARG00000094300	-0.879035985468565	1.03535344146806	-6.53787037605263	7.62545349278397e-05	0.00379971289784331	1.95938165580091
ENSDARG00000017235	0.556038840513541	2.7275874165649	6.53415706800577	7.66037935181938e-05	0.00379971289784331	1.954764688296
ENSDARG00000011597	0.514334511013843	0.862958768756467	6.52794598485679	7.71918605059298e-05	0.0038084069787578	1.94703775738164
ENSDARG00000040453	-0.452468628314971	0.335943939223634	-6.51922015492812	7.80262971813335e-05	0.00382368684454752	1.9361731658391
ENSDARG00000026595	0.248621659433645	0.771557857631597	6.51021350507641	7.88978418527422e-05	0.00382368684454752	1.9249476700044
ENSDARG00000105012	-0.553789026048724	0.635060020334841	-6.50965230858419	7.89524947867776e-05	0.00382368684454752	1.92424784058945
ENSDARG00000002002	-0.19923426413608	0.163029281568233	-6.50499856974055	7.94072883460574e-05	0.00382368684454752	1.9184427722068
ENSDARG00000035133	-0.328724673782746	0.494574612436213	-6.50268934473129	7.96340130076133e-05	0.00382368684454752	1.91556111319908
ENSDARG00000079504	1.07832855605482	0.942301722082369	6.49909563482426	7.99882463687048e-05	0.00382368684454752	1.9110750610165
ENSDARG00000010519	0.584762899530834	0.391237495730602	6.48860507934012	8.10320986642485e-05	0.00385361929008431	1.89796919670177
ENSDARG00000012723	0.26674225414612	0.104595287274064	6.48196475423958	8.1700453352171e-05	0.00386547888526733	1.88966539191143
ENSDARG00000074852	0.680702638093333	0.52177620527044	6.47389323927185	8.25209049744102e-05	0.00388437688415259	1.87956346956464
ENSDARG00000101858	1.1981550389909	1.01415331765599	6.45520635840377	8.44548147491864e-05	0.00394334259566322	1.85614046268509
ENSDARG00000077950	-0.461227283743954	0.656544110560611	-6.45355152562079	8.462842336238e-05	0.00394334259566322	1.85406383290978
ENSDARG00000069397	0.526532555743805	0.794487596696322	6.44617248148637	8.54072744373921e-05	0.0039596357485396	1.8447992313353
ENSDARG00000002991	-0.237740092661136	0.148213317375009	-6.44021855622402	8.6041361086754e-05	0.00396908798693196	1.83731827468459
ENSDARG00000069545	-0.310416108116477	1.01036959502757	-6.42718062849153	8.7447752236359e-05	0.00398477323909888	1.82091886372507
ENSDARG00000056509	-0.213386127467891	-0.0675608414287119	-6.42240557167341	8.79690415196764e-05	0.00398477323909888	1.81490664053775
ENSDARG00000036500	-0.419013107743101	0.324795623942281	-6.42209768455305	8.80027685314527e-05	0.00398477323909888	1.81451887186187
ENSDARG00000021346	0.664516263296169	1.52287410302881	6.42112864716196	8.81090115733982e-05	0.00398477323909888	1.81329832895325
ENSDARG00000003153	-0.581835873205224	0.52386901842265	-6.40554710206137	8.98365324133443e-05	0.00404308218558788	1.79365437409986
ENSDARG00000029472	0.549786030781562	0.427347384244214	6.39897874108601	9.05757154457982e-05	0.0040565609257424	1.78536315441539
ENSDARG00000005078	-0.32865147114667	0.402454565710772	-6.37117839409521	9.37779546626316e-05	0.00415261761926587	1.75020272867028
ENSDARG00000034855	-0.387768836314895	0.355825582167596	-6.36669473181425	9.43057871700376e-05	0.00415261761926587	1.74452169127994
ENSDARG00000076534	-2.00867791043992	1.25443372497053	-6.36656701476825	9.43208694712399e-05	0.00415261761926587	1.7443598249291
ENSDARG00000008784	0.560237897128744	0.482269233347215	6.36487535414323	9.45208866297239e-05	0.00415261761926587	1.74221562381162
ENSDARG00000037965	0.263132860785319	0.443780107982537	6.36091601277773	9.49908239621872e-05	0.0041534850325836	1.73719550907987
ENSDARG00000075821	0.541110524064302	0.420278802801162	6.35094469199229	9.61855629256665e-05	0.00418588680920848	1.72454276919156
ENSDARG00000043631	-0.362562488925796	1.37500410624921	-6.3384982109843	9.76997277656567e-05	0.00423182013317347	1.7087292907172
ENSDARG00000090156	-0.391958355582224	-0.16136011633851	-6.33381256219441	9.82764191691651e-05	0.00423690767876036	1.70277033790952
ENSDARG00000075172	-0.379061811072139	0.0342905712952349	-6.32249607418841	9.96844484614328e-05	0.0042776219604892	1.68836565954131
ENSDARG00000070433	-0.311391585164096	0.50515163913935	-6.31471738535507	0.000100664940466911	0.0042810124900511	1.67845356223143
ENSDARG00000013576	0.61320045212996	0.36619477530009	6.31450787655705	0.000100691492558106	0.0042810124900511	1.6781864727059
