	7 days post-amputation wildtype adult zebrafish, sample 2	7 days post-amputation wildtype adult zebrafish, sample 1	Unamputated wildtype adult zebrafish, sample 2	7 days post-amputation wildtype adult zebrafish, sample 3	Unamputated wildtype adult zebrafish, sample 3	Unamputated dnHIF1a-expressing adult zebrafish, sample 3	Unamputated wildtype adult zebrafish, sample 1	7 days post-amputation dnHIF1a-expressing adult zebrafish, sample 2	7 days post-amputation dnHIF1a-expressing adult zebrafish, sample 3	Unamputated dnHIF1a-expressing adult zebrafish, sample 1	7 days post-amputation dnHIF1a-expressing adult zebrafish, sample 1	Unamputated dnHIF1a-expressing adult zebrafish, sample 2
AFFX-Dr-J01636-3	-0.22976688167307702	-0.285093114317308	-0.25512487566346204	-0.20855561560576896	-0.22882503575	-0.207689582903846	-0.238665140538462	-0.231119744538462	-0.233556319951923	-0.21268754623076896	-0.250493770384615	-0.212397523884615
AFFX-Dr-J01636-4	-0.31528369344230794	-0.29617503094230796	-0.263530761365385	-0.30891663001923103	-0.309211274144231	-0.290000317836538	-0.29704073998076896	-0.28749523317307696	-0.28979978232692305	-0.342536933365385	-0.35862689622115396	-0.290391639759615
AFFX-Dr-K01486-1	-0.221908017451923	-0.284167426528846	-0.235372957836538	-0.245033532259615	-0.24906263826923103	-0.266360487721154	-0.23505172819230802	-0.23722535093269198	-0.294902058009615	-0.250493770384615	-0.257698556336538	-0.270601921057692
AFFX-Dr-M10961-1	-0.33171363380769203	-0.262990238519231	-0.203864400538462	-0.31468688142307694	-0.27492743708653805	-0.240562398259615	-0.294040852057692	-0.261138398615385	-0.260062640673077	-0.299232435163462	-0.23259590159615398	-0.29238175064423105
AFFX-Dr-M10961-4	-0.143591473028846	-0.244220722817308	-0.0917091123365385	-0.23944048399999998	-0.19960322610576897	-0.154407390346154	-0.279656647682692	-0.233556319951923	-0.182534221557692	-0.1369972445	-0.222617858394231	-0.12239177788461501
AFFX-Dr-M15077-1	-0.214735554884615	-0.202295093826923	-0.14106645831730802	-0.167824013259615	-0.0560829254903846	-0.13384169831730802	-0.11533626290384599	-0.101009394298077	-0.132889445548077	-0.146970490596154	-0.140504441423077	-0.0555098482211538
AFFX-Dr-M15077-1_s	-0.18134838013461502	-0.24906263826923103	-0.24906263826923103	-0.22068398810576897	-0.25247709381730804	-0.20959671609615402	-0.17566185253846203	-0.167454431798077	-0.206435320894231	-0.246319935240385	-0.27882067027884605	-0.18810813821153802
AFFX-Dr-M57289-1_s	-0.255375605759615	-0.322524756875	-0.14995437567307698	-0.238665140538462	-0.276518805490385	-0.221494622163462	-0.31318033541346196	-0.235918088798077	-0.280511771778846	-0.286743550548077	-0.26692530019230803	-0.22861396944230802
AFFX-Dr-M62653-1	-0.373925196778846	-0.30976487159615396	-0.326559796240385	-0.275546870480769	-0.336629005192308	-0.283461733182692	-0.30706365426923105	-0.35633467465384605	-0.309487681673077	-0.31497511379807697	-0.305751301278846	-0.30757053212499996
AFFX-Dr-M62653-1_s	-0.201548551875	-0.20998090494230803	-0.152171256471154	-0.220481083846154	-0.255761297971154	-0.157632343105769	-0.21219461290384603	-0.1993161745	-0.171002370730769	-0.170373118317308	-0.192233439144231	-0.190590426682692
AFFX-Dr-NM_131175-1_s	-0.0498873100961538	-0.0181502534711538	-0.0401950632980769	-0.0403156854326923	-0.0513752655865385	0.0409633301153846	-0.0340379477692308	-0.04491859675	-0.0787914459519231	0.00976840942307692	-0.0524154454423077	0.0394042839423077
AFFX-Dr-S69414-1_s	-0.268833572711538	-0.251601087038462	-0.284911591096154	-0.248588599701923	-0.234942564913462	-0.258609093711538	-0.294902058009615	-0.21306825550961497	-0.20201689699038503	-0.214938234740385	-0.23291083881730804	-0.260463221836538
AFFX-Dr-U43284-1_s	-0.009640444038461541	-0.069403567625	0.0547252689711538	-0.0207303034615385	0.0359120075192308	2.9536982781346204	0.0545728175961539	3.25528074601923	3.18194787940385	3.20856477286538	3.33090133728846	3.12294748175962
AFFX-Dr-U46493-1_s	-0.35207228071153795	-0.324698326230769	-0.365116794509615	-0.369820224615385	-0.341524867192308	-0.41489892096153796	-0.38495868550961504	-0.350717334596154	-0.38780026618269203	-0.392461018432692	-0.336162474971154	-0.38495868550961504
AFFX-Dr-U47295-1	-0.140118464346154	-0.09518409987500001	-0.0166665237692308	-0.0932964272211538	-0.0496684918557692	-0.12160115472115401	-0.0829826980865385	-0.10685829718269199	-0.0607082165	-0.127421028278846	-0.132794798519231	-0.0302998174807692
AFFX-Dr-U55943-1	-0.22077900592307698	-0.27429346441346203	-0.20788325737500002	-0.27257680964423103	-0.214938234740385	-0.30810841466346195	-0.26396100665384603	-0.289217681490385	-0.218968145980769	-0.26312863664423103	-0.28034376379807696	-0.283809608384615
AFFX-Dr-U57609-2_s	-0.38780026618269203	-0.42944216668269203	-0.40560505321153795	-0.479049078692308	-0.420195179173077	0.37628981766346203	-0.37976681450000005	0.910357097836539	0.321618305490385	0.25610328095192303	0.404174476788462	0.131341647461538
AFFX-Dr-U89963-1_s	-0.501887130269231	-0.433226067115385	-0.43704454	-0.574767591336538	-0.470991928692308	-0.470991928692308	-0.501887130269231	-0.517200412903846	-0.539534596480769	-0.539534596480769	-0.501887130269231	-0.539534596480769
AFFX-Dr-X03453-1	-0.157817594403846	-0.27227846050961496	-0.179155419528846	-0.227993416653846	-0.27045700686538504	-0.24799091918269198	-0.26523191097115395	-0.29137664885576897	-0.263260502298077	-0.27717022239423106	-0.22861396944230802	-0.27429346441346203
AFFX-Dr-X03453-2_s	4.16188133722115	3.95511556224038	4.21244681182692	3.98114297278846	4.02436767133654	3.98114297278846	3.95511556224038	4.02436767133654	4.04094116958654	3.95511556224038	4.02436767133654	3.98114297278846
AFFX-Dr-X58791-1_s	-0.260463221836538	-0.301079068067308	-0.24702506256730802	-0.271057770240385	-0.263809276288462	-0.261800201971154	-0.28564731457692305	-0.29259461379807694	-0.265370811298077	-0.255375605759615	-0.19398387493269198	-0.267366623865385
AFFX-Dr-X58791-2_s	-0.29704073998076896	-0.266635972490385	-0.283986774846154	-0.280852022144231	-0.272892249182692	-0.27882067027884605	-0.30014998152884603	-0.29725808766346196	-0.307823945894231	-0.28600775301923104	-0.287311366778846	-0.325065212807692
AFFX-Dr-acta1-3	2.14615244284615	2.20429832527885	2.12439878145192	2.47994781948077	2.10872288148077	2.15009109915385	2.03835890177885	2.2000296960865398	2.57849465768269	2.09368863879808	2.2258792504134597	2.11652341340385
AFFX-Dr-acta1-5	2.7644081875769198	2.610745465125	2.65580366824038	2.58549777170192	2.7166115540769202	2.81975928079808	2.7334245862307696	2.92101488205769	2.7513283149326897	2.78712204093269	2.92101488205769	2.84854995730769
AFFX-Dr-acta1-5_x	3.4954367927788503	3.38539886555769	3.40542171844231	3.21498640397115	3.43142403107692	3.42501014645192	3.51407972932692	3.61204893001923	3.4508720286346204	3.37883919000962	3.6950061569423105	3.45749345053846
AFFX-Dr-acta1-M	1.93102760607692	1.9252806540480802	1.922449141875	1.9537221500576898	1.9353877314807701	2.0061350993942297	1.8806931371538502	2.02800815302885	2.152223511375	1.93102760607692	1.991323969625	1.96902035493269
AFFX-Dr-pAsRed2	-0.0710502298365385	-0.17145196863461498	-0.0375839266634615	-0.146125124048077	-0.0933984317403846	-0.0714790752403846	-0.0707305168461538	-0.10604485326923101	-0.13537325466346198	-0.0744399146057692	-0.0909862751826923	-0.0540276384038462
AFFX-Dr-pDsRed1-1_s	0.16685240448076902	0.240789052076923	0.268097542596154	0.21706929636538502	0.258791340163462	0.395483876769231	0.230449595932692	0.39446047881730795	0.400980205855769	0.42567925622115393	0.48927571849038504	0.416495512105769
AFFX-Dr-pd2EGFP	0.01768967425	0.0670449755192308	0.0368712969615385	0.0201040365192308	0.0943394053076923	0.127494362548077	0.0958848818942308	0.0495171974807692	0.089175054625	0.11611767643269198	0.11123796453846199	0.0989647862788462
AFFX-LysX-3	0.462953542019231	0.4388484825	0.49691411210576897	0.405347257221154	0.484146332173077	0.436772517403846	0.35541481981730794	0.429161010134615	0.37570960732692293	0.407184864086538	0.32465930546153804	0.428746270788462
AFFX-LysX-5	-0.0162925007211538	-0.0162925007211538	-0.00644273624038462	-0.0770776463653846	0.0219899069807692	-0.0128014422596154	-0.0505729792115385	0.0149970334326923	-0.00989420327884615	-0.0761759143557692	-0.116600864509615	-0.0422091034326923
AFFX-LysX-M	0.0994355833269231	0.183132510288462	0.0771140760288462	0.0910011021826923	0.15533632224038502	0.0302250099326923	0.0652977342115384	0.130389549336538	0.0521198609711538	0.0448315235576923	0.05486527099999999	0.0928216428076923
AFFX-PheX-3	0.5448686691923079	0.547410401201923	0.663101616721154	0.519520174663462	0.628983869326923	0.587162977826923	0.526537961576923	0.642352312067308	0.5760281660961539	0.5542547912692309	0.5679730947307691	0.563659547509615
AFFX-PheX-5	0.0159222666634615	-0.0125482149230769	0.0115264193269231	-0.0825547481153846	0.027619865125	0.021046172125	-0.0393615791153846	0.0103022903846154	0.00399537709615385	-0.0049247327692307705	-0.0846826297692308	-0.00247465703846154
AFFX-PheX-M	0.215505196432692	0.149610419009615	0.10097521440384598	0.11219912722115401	0.20810072194230803	0.12272332358653801	0.126219942942308	0.20346524260576895	0.129072215125	0.163876945403846	0.0765233029711539	0.0911543504326923
AFFX-ThrX-3	0.48731207063461496	0.429572702365385	0.412643539096154	0.38224636964423103	0.547650563019231	0.386211700346154	0.42587995857692296	0.44402279223076896	0.41365425725961497	0.342971855413462	0.34163281733653805	0.329170471721154
AFFX-ThrX-5	0.0045139527019230795	-0.0590251607115385	-0.0306667649519231	-0.0404304550288462	0.0626666107211538	-0.0352328455480769	-0.0468891661923077	-0.0686306404038462	-0.07911689325	-0.0809223604615385	-0.164616860423077	-0.008121457
AFFX-ThrX-M	0.12733834767307697	0.17267701219230802	0.0315980687788462	0.0674782364711538	0.20584265074038502	0.150091004778846	0.0449737146346154	0.177922988153846	0.136779978153846	0.0454031790480769	0.0745825267692308	0.0820425071730769
AFFX-TrpnX-3	-0.294463699971154	-0.283110660403846	-0.249538071644231	-0.283110660403846	-0.289217681490385	-0.27783133594230797	-0.300612630721154	-0.23398329893269199	-0.255375605759615	-0.24000499285576898	-0.232170309692308	-0.271664315576923
AFFX-TrpnX-5	-0.21326179102884602	-0.213159713317308	-0.144902138769231	-0.22882503575	-0.163969459951923	-0.182722126173077	-0.138805466846154	-0.198646395269231	-0.172931095596154	-0.157173258528846	-0.199969101836538	-0.19903286529807698
AFFX-TrpnX-M	-0.287131861961539	-0.268250633211538	-0.24714591905769198	-0.30730870221153805	-0.264100260269231	-0.300382977807692	-0.274768560288462	-0.33568646434615396	-0.332563904528846	-0.25848128985576896	-0.259658987076923	-0.304753433009615
AFFX-r2-Bs-dap-3	1.53180903131731	1.4124062309519199	1.6153136644038502	1.3270972291249998	1.6134246001249999	1.40806732942308	1.30325319125	1.5421427223365398	1.3499973435384598	1.28103921053846	1.2566280006634598	1.3641009063269198
AFFX-r2-Bs-dap-5	0.223327003798077	0.271889964490385	0.12210304707692302	0.15320274922115398	0.270244959144231	0.24539683043269198	0.198300421346154	0.247160895701923	0.22872476475961498	0.17200254165384601	0.152873242403846	0.183803517894231
AFFX-r2-Bs-dap-M	0.865925995826923	0.9477491725961541	0.746912049798077	0.854601093894231	1.01163177341346	0.91766203875	0.821064511105769	0.9162181379615391	0.969150098432692	0.779670881759615	0.747780453019231	0.768435000144231
AFFX-r2-Bs-lys-3	0.0541349057884615	0.0163416353365385	0.00425383822115385	-0.0380616238653846	0.11766294159615401	0.0899423053173077	0.0398217154519231	0.00243392276923077	-0.0304124939038462	-0.0218456788942308	-0.0511548119711538	0.0206441428653846
AFFX-r2-Bs-lys-5	0.0339817993942308	0.0456808125769231	0.101122922346154	-0.0045334320480769205	0.0635272961538462	-0.0203605355384615	-0.0453869595096154	0.0186316225096154	0.0171539079230769	-0.0434206105	-0.0097640685	-0.0306667649519231
AFFX-r2-Bs-lys-M	0.13262043091346198	0.180484647	0.131506619538462	0.11252054066346198	0.17878538074038502	0.11267546980769198	0.162564605288462	0.221600829038462	0.18869523834615398	0.0780062269423077	0.12828372501923102	0.121289521326923
AFFX-r2-Bs-phe-3	0.581319453048077	0.5890751279711539	0.6496940735096149	0.581555302894231	0.719901923298077	0.625933423509615	0.5359015846442311	0.669774550298077	0.634143801134615	0.625693071307692	0.5686937247211539	0.615806787038462
AFFX-r2-Bs-phe-5	0.114552251605769	0.0958848818942308	-0.0349962057596154	-0.0452730861923077	0.0919032320865385	0.0493828420576923	0.00243392276923077	0.0285751474423077	0.0314551043461538	0.0292640596153846	0.006090370875	0.0345407969711539
AFFX-r2-Bs-phe-M	0.136779978153846	0.195619201201923	0.20584265074038502	0.105163472432692	0.19882521878846202	0.21307496266346201	0.178092863519231	0.141588978125	0.216890521692308	0.110472670048077	0.0844681210769231	0.147476722173077
AFFX-r2-Bs-thr-3_s	0.5708279646538461	0.5908141360192309	0.604459281375	0.44007789370192296	0.691013490615385	0.563185578836538	0.481540760221154	0.565066450442308	0.538178424519231	0.52404566425	0.551424497192308	0.5190488970576921
AFFX-r2-Bs-thr-5_s	-0.0135530084711538	0.0461056837019231	-0.0669808688942308	-0.11106142616346198	0.0261156926057692	-0.0046624942980769205	-0.0610394495384615	-0.0699604252788462	-0.10211489628846199	-0.0150535877692308	-0.0189054675576923	-0.045851518875000004
AFFX-r2-Bs-thr-M_s	0.27385061373076897	0.31690767117307694	0.246273817057692	0.217934947423077	0.427114609625	0.259149577067308	0.23692762652884602	0.24965922474038502	0.255561762509615	0.174138935442308	0.168357217884615	0.202259130961538
AFFX-r2-Ec-bioB-3	0.967182330432692	0.857639826375	1.05749995122115	0.879492612182692	0.9063510242980771	0.843536445432692	0.8046703558461541	0.9427863692884609	0.9447160180384621	0.94205385175	0.9331569713173079	0.9262870299230771
AFFX-r2-Ec-bioB-5	0.654960002788462	0.6478523263461539	0.746047849384615	0.570354007605769	0.5989644337211539	0.595758600576923	0.47148107588461496	0.708555936701923	0.632090605951923	0.6170902946442309	0.670052548182692	0.621647703384615
AFFX-r2-Ec-bioB-M	0.689106503086538	0.6684310793365389	0.741036916913462	0.661485490269231	0.6478523263461539	0.667893032576923	0.5610806762019229	0.785179324615385	0.734900825307692	0.6817480957403851	0.700418270461538	0.6586030630961539
AFFX-r2-Ec-bioC-3	1.5481870272403797	1.48392308702885	1.62024913264423	1.5027899804615399	1.53953443725962	1.51014381656731	1.43591295093269	1.5814587828173101	1.5525360392980803	1.50850107600962	1.53009987669231	1.5551770582692301
AFFX-r2-Ec-bioC-5	1.25483173225962	1.0789256133557699	1.38260941511538	1.09288852443269	1.18613123904808	1.2392211468846202	1.13443983610577	1.3051390287884599	1.13843938605769	1.24781756590385	1.18665948371154	1.24094123028846
AFFX-r2-Ec-bioD-3	3.05352441371154	3.02860452502885	3.0911861327596197	3.1104337928461496	2.8997810046634602	2.91560735950962	2.8840896688173103	3.0659835615961497	3.0347466723461496	2.99349278625	3.05352441371154	2.92651487451923
AFFX-r2-Ec-bioD-5	2.4769665869807698	2.53427212556731	2.57849465768269	2.53089327258654	2.48624527455769	2.4678601238269198	2.48624527455769	2.51161526234615	2.50841279182692	2.5242682829807697	2.41790731342308	2.47087662258654
AFFX-r2-P1-cre-3	4.18631550210577	4.11673386905769	4.16188133722115	4.07629761526923	4.1393250448076895	4.16188133722115	4.095989254625	4.1393250448076895	4.095989254625	4.11673386905769	4.095989254625	4.16188133722115
AFFX-r2-P1-cre-5	3.28262129125	3.39893382900962	3.34507853757692	3.39893382900962	3.19504056405769	3.19504056405769	3.13570683392308	3.2754928297115398	3.2485360918461503	3.2355168607884597	3.21498640397115	3.21498640397115
AFFX-r2-TagA	-0.539534596480769	-0.539534596480769	-0.539534596480769	-0.539534596480769	-0.574767591336538	-0.539534596480769	-0.574767591336538	-0.539534596480769	-0.574767591336538	-0.574767591336538	-0.574767591336538	-0.574767591336538
AFFX-r2-TagB	-0.41748151472115397	-0.488790958663462	-0.41489892096153796	-0.441268611634615	-0.45116216074038495	-0.426150287586539	-0.470991928692308	-0.45116216074038495	-0.44591673048076896	-0.463512019836538	-0.463512019836538	-0.470991928692308
AFFX-r2-TagC	-0.488790958663462	-0.45672052575000005	-0.574767591336538	-0.488790958663462	-0.488790958663462	-0.463512019836538	-0.479049078692308	-0.488790958663462	-0.433226067115385	-0.517200412903846	-0.470991928692308	-0.44591673048076896
AFFX-r2-TagD	-0.44591673048076896	-0.45116216074038495	-0.470991928692308	-0.42944216668269203	-0.463512019836538	-0.399549208769231	-0.426150287586539	-0.39767004997115396	-0.470991928692308	-0.470991928692308	-0.38495868550961504	-0.45116216074038495
AFFX-r2-TagE	-0.574767591336538	-0.574767591336538	-0.479049078692308	-0.517200412903846	-0.517200412903846	-0.574767591336538	-0.517200412903846	-0.574767591336538	-0.517200412903846	-0.501887130269231	-0.539534596480769	-0.517200412903846
AFFX-r2-TagF	-0.336162474971154	-0.354853549817308	-0.28960863426923106	-0.28582972784615396	-0.322524756875	-0.34472043391346197	-0.3277033479519231	-0.31559689357692305	-0.330868567528846	-0.32358536272115396	-0.30179369244230797	-0.293632998278846
AFFX-r2-TagG	-0.32358536272115396	-0.38229811082692294	-0.30601656958653806	-0.324698326230769	-0.312593022894231	-0.34762839493269204	-0.2996715795	-0.337582059067308	-0.29945506	-0.333448217365385	-0.31229345116346197	-0.271365484846154
AFFX-r2-TagH	-0.201920406067308	-0.107162227355769	-0.194166609701923	-0.206057365788462	-0.247389044509615	-0.19141167841346202	-0.248824451605769	-0.233019961644231	-0.16699403017307698	-0.21708896037500003	-0.15919171356730802	-0.17401673866346198
