	7 days post-amputation wildtype adult zebrafish, sample 2	7 days post-amputation wildtype adult zebrafish, sample 1	Unamputated wildtype adult zebrafish, sample 2	7 days post-amputation wildtype adult zebrafish, sample 3	Unamputated wildtype adult zebrafish, sample 3	Unamputated dnHIF1a-expressing adult zebrafish, sample 3	Unamputated wildtype adult zebrafish, sample 1	7 days post-amputation dnHIF1a-expressing adult zebrafish, sample 2	7 days post-amputation dnHIF1a-expressing adult zebrafish, sample 3	Unamputated dnHIF1a-expressing adult zebrafish, sample 1	7 days post-amputation dnHIF1a-expressing adult zebrafish, sample 1	Unamputated dnHIF1a-expressing adult zebrafish, sample 2
ENSDARG00000012555	-0.273653881298077	-0.19912126076923103	-0.23699828709615398	-0.28845144341346196	-0.24284813733653798	-0.24906263826923103	-0.251601087038462	-0.273653881298077	-0.304007551173077	-0.281373571576923	-0.17383938904807697	-0.232380604548077
ENSDARG00000012572	0.32953822906730795	0.262174419759615	0.475113041759615	0.313937255028846	0.42547035534615396	0.422404634423077	0.430594555086538	0.311329127269231	0.32840975581730797	0.38817413298076897	0.37513907894230797	0.466556307201923
ENSDARG00000012577	0.384630789298077	0.369136012807692	0.369136012807692	0.38857432973076894	0.318415363480769	0.43844599956730795	0.369918963403846	0.37185569272115404	0.451540736230769	0.404368950355769	0.406564090711538	0.392285309028846
ENSDARG00000012588	0.523143441240385	0.404368950355769	0.43636449456730797	0.370501744144231	0.37011073129807703	0.48731207063461496	0.379116552971154	0.45617971122115397	0.45765617143269205	0.491220855134615	0.514983197278846	0.517020403586539
ENSDARG00000012591	0.963635369875	1.01163177341346	0.894418627807692	1.03287669759615	0.876306298019231	0.953936814807692	0.928580789009615	0.9296995207500001	1.04683346161538	0.948888472009615	0.9218158824423079	0.966784235298077
ENSDARG00000012593	1.7471015953173101	1.8565290513269197	0.7821416890961541	2.09368863879808	0.668705864519231	0.861771297028846	0.7986466864134609	1.6959378552788502	1.6959378552788502	0.877350415471154	1.62219244456731	0.934344479307692
ENSDARG00000012609	-0.17172689770192298	-0.114833046740385	-0.127807398346154	-0.204599803125	-0.1758463285	-0.160267084	-0.0726871314615385	-0.18864870741346199	-0.197616678009615	-0.129341434567308	-0.170550036173077	-0.17163500101923096
ENSDARG00000012625	2.19576918593269	2.1380593036538498	2.2830318114134602	2.1623638831826897	2.3123392538269196	2.2830318114134602	2.03145470219231	2.23715746376923	2.18512560184615	2.33220760895192	2.25305454640385	2.33729208703846
ENSDARG00000012627	0.5691643404711539	0.607235544307692	0.824677234836539	0.547410401201923	0.774801159701923	0.45555999875	0.5746116336826921	0.47363546728846206	0.57841822625	0.641855205490385	0.5361202267019229	0.6034507454423079
ENSDARG00000012642	-0.042688121375	-0.10394581706730802	-0.00260793741346154	-0.0305419184519231	-0.0404304550288462	0.009246497134615391	-0.11612379045192302	-0.0579980906057692	-0.0217227632980769	-0.106351951413462	-0.11326082690384598	-0.0811484595673077
ENSDARG00000012656	0.6790501564423079	0.718172286125	0.653109196759615	0.774801159701923	0.747780453019231	0.7986466864134609	0.832916525548077	0.670052548182692	0.713048864519231	0.71756931825	0.5967379562019229	0.6024571539326921
ENSDARG00000012667	-0.114234483990385	-0.197999452586538	-0.16111353325961497	-0.15990943880769198	-0.149213835951923	-0.0782521219519231	-0.17411107329807698	-0.115635051961538	-0.128562244317308	-0.147341050480769	-0.166256410269231	-0.14846024456730803
ENSDARG00000012671	-0.0472502289807692	-0.115921367605769	-0.21553186340384603	-0.00619559396153846	-0.22976688167307702	-0.10374133884615401	-0.13431655831730802	0.0509682340769231	-0.0745489662980769	-0.131559474730769	0.007405299749999999	-0.201548551875
ENSDARG00000012672	0.755802683778846	0.751936347403846	0.697366508769231	0.783372120826923	0.812601830644231	0.7650915678846151	0.8498789456442309	0.6544171033269229	0.681484665442308	0.6757969718461538	0.7107839627788459	0.734900825307692
ENSDARG00000012674	0.7178703395865379	0.6888266554326921	0.776626760769231	0.6135314843653851	0.8037047231923079	0.7590805393365391	0.922925851278846	0.8062738997980771	0.765403592038462	0.8200681297692309	0.7699438913750001	0.802096443576923
ENSDARG00000012682	2.33978828851923	2.40932039055769	2.50199048657692	2.50841279182692	2.43499480969231	2.610745465125	2.58549777170192	2.54433126000962	2.55458773931731	2.56455505170192	2.57849465768269	2.59986235166346
ENSDARG00000012684	0.18514106426923105	0.285805218105769	0.11642880543269199	0.24876943806730803	0.0449737146346154	0.0708337459615385	0.0762278305288462	0.0706904126538462	0.183132510288462	0.0769727492307692	0.151235896384615	0.148954278413462
ENSDARG00000012688	1.9122502430480801	1.81118664550962	1.7599238246153799	1.82374424297115	1.7635418257692301	1.82374424297115	1.79012392383654	1.81118664550962	1.80490532609615	1.79758053754808	1.84460405569231	1.80374015707692
ENSDARG00000012694	0.17741269402884602	0.19493061425	0.0476765377980769	0.262174419759615	-0.0582284637692308	0.0273407482692308	0.0809758642115385	0.278636144740385	0.34601433856730796	0.0320195336057692	0.18181385213461498	-0.0965193751153846
ENSDARG00000012718	-0.146227698057692	-0.126136638509615	-0.191502958173077	-0.134511964817308	-0.189200144298077	-0.14752706550961497	-0.191053120980769	-0.17731407526923101	-0.164972449259615	-0.17365732360576902	-0.150046920317308	-0.173747956365385
ENSDARG00000012723	0.103150837567308	0.134535919894231	0.10611525350961501	0.0911543504326923	0.139179278778846	0.17446758024999998	0.13870196106730803	0.136150042211538	0.10019833153846198	0.148133542076923	0.193256830413462	0.12973892192307698
ENSDARG00000012747	0.6326155976442309	0.6575757027788461	0.741627989221154	0.618603741951923	0.7354693460673081	0.779969689682692	0.811341726365385	0.662302449865385	0.713329794673077	0.7346190380769231	0.731141555048077	0.753426783442308
ENSDARG00000012763	0.21257350613461498	0.17691951038461498	0.11843637508653801	0.15386315615384602	0.20346524260576895	0.20123245381730803	0.0863022829423077	0.149449033721154	0.20175530833653801	0.19056906779807697	0.163876945403846	0.24557640636538502
ENSDARG00000012776	0.939324672990385	0.8614301627211541	1.01996764859615	0.879129171144231	1.00446373426923	1.0268388131442299	0.818111836759615	0.7876569872596151	0.783973509951923	1.1091171351634599	0.777224948519231	1.10960999509615
ENSDARG00000012777	1.32903623238462	1.24094123028846	1.48072010511538	1.28950198302885	1.4269606574903797	1.505955244375	1.29946914080769	1.2572172649038502	1.20940841313462	1.5226344780769199	1.1580844471826899	1.5250964643173102
ENSDARG00000012788	-0.265509094615385	-0.32694491395192304	-0.272738271634615	-0.300848794403846	-0.313482409134615	-0.255761297971154	-0.36096786919230794	-0.27319181374038504	-0.261800201971154	-0.27798682605769204	-0.276518805490385	-0.28034376379807696
ENSDARG00000012796	-0.218768951326923	-0.202665040423077	-0.242039775807692	-0.228929652317308	-0.19351761384615399	-0.21602240260576897	-0.21837365235576897	-0.19407490113461498	-0.219260269192308	-0.251854724173077	-0.23007801909615397	-0.262199991846154
ENSDARG00000012818	0.616830279	0.6852797983750001	0.701266690451923	0.696801397221154	0.715565450096154	0.708295884355769	0.6591201295480771	0.626201126173077	0.655744386163462	0.6744154116730771	0.663932817355769	0.722477517009615
ENSDARG00000012824	0.41060292770192297	0.41529753291346205	0.158112435278846	0.299710794019231	0.29728739628846196	0.46102494471153793	0.210351075259615	0.387007814134615	0.35156573025	0.494954773509615	0.47426192153846203	0.48604281602884597
ENSDARG00000012827	0.34813539837499996	0.348324366855769	0.38088125894230795	0.307435297278846	0.394873332201923	0.388373564076923	0.480028352884615	0.4197267639615379	0.379890826326923	0.33762757899038504	0.392095647384615	0.37551585252884606
ENSDARG00000012840	0.0241900128076923	0.0754673177980769	0.18331167511538501	0.0576345835961538	0.221600829038462	0.16076512509615398	0.282951630586538	0.00555852885576923	0.0236389638269231	0.15795006318269197	0.0503979796826923	0.199001604817308
ENSDARG00000012848	0.509599983653846	0.48435986270192294	0.581319453048077	0.395483876769231	0.593299440605769	0.409402800740385	0.422810652971154	0.33651214425	0.34030035375	0.4459218475	0.305793825903846	0.38976722497115396
ENSDARG00000012860	-0.196411400423077	-0.274454160144231	-0.221494622163462	-0.249302883932692	-0.26139812468269197	-0.253087487057692	-0.252719896557692	-0.23259590159615398	-0.24376579428846198	-0.197528703201923	-0.268107723798077	-0.227258290413462
ENSDARG00000012866	0.9652242411634621	0.9427863692884609	1.10632352847115	1.00446373426923	1.07935799223077	1.01533988313462	0.971926499221154	1.00115731953846	0.9723209154038459	1.03588537738462	1.13295936008654	0.9945016100384609
ENSDARG00000012871	0.730553281884615	0.6757969718461538	0.751634865115385	0.6779838492980771	0.7726697888461541	0.664194278644231	0.796137228173077	0.679852333105769	0.6706114172500001	0.677456153759615	0.713048864519231	0.658867307721154
ENSDARG00000012874	0.5455751966057689	0.480896693451923	0.792961438240385	0.37628981766346203	0.36447991579807704	0.6673462256634611	0.638009944173077	1.05480766107692	0.950437459615385	0.7629631000576921	0.599215849615385	0.704078802798077
ENSDARG00000012881	2.0917987783750003	2.85840037047115	1.8778954315288503	2.9427826031538498	1.15507761943269	1.8432921346538502	1.26311030605769	1.4261879626249998	2.29261149138462	1.347415128125	1.8752439058557702	2.10500687222115
ENSDARG00000012892	0.322374311759615	0.42854167775961494	0.31617825353846196	0.436772517403846	0.18081313595192303	0.22470263630769197	0.286735737403846	0.254845368288462	0.38542508993269203	0.268976076009615	0.30101388340384605	0.188358807971154
ENSDARG00000012896	-0.167266515211538	-0.138232529932692	-0.18683899232692303	-0.183367135471154	-0.239215313307692	-0.129828002365385	-0.228718630086538	-0.120438236548077	-0.256146154817308	-0.149307674432692	-0.20145312218269198	-0.10977087221153801
ENSDARG00000012899	0.32766365574038503	0.44277838678846204	0.628227072375	0.414892377548077	0.6441784203461539	0.578662647528846	0.857639826375	0.696801397221154	0.465921237115385	0.6515315205384621	0.5639011883365379	0.504692512240385
ENSDARG00000012903	-0.183453825711538	-0.20145312218269198	-0.222617858394231	-0.205179126730769	-0.109963099836538	-0.15598189825	-0.200251873394231	-0.15826459984615399	-0.21797705306730802	-0.191589799298077	-0.140315525173077	-0.19251310871153798
ENSDARG00000012914	1.7332095909711498	1.65630192015385	1.53009987669231	1.7529246675	1.5569614270192302	1.53180903131731	1.89758765550962	1.74364044678846	1.59564668407692	1.53009987669231	1.71535911046154	1.41526745591346
ENSDARG00000012915	1.17822907091346	1.09531609613462	1.04509464071154	1.11776748819231	1.1399188662403799	1.04683346161538	1.08812704150962	1.10101142933654	1.02126762809615	1.09867845351923	1.1766405837019198	0.91108204975
ENSDARG00000012927	0.277154553740385	0.244506363971154	0.477022642884615	0.324465211615385	0.5029095255	0.41060292770192297	0.4217934450673079	0.181978233336538	0.197789518548077	0.4538928964615379	0.19476323331730802	0.355788344471154
ENSDARG00000012929	0.46358957603846207	0.474907942	0.741337053576923	0.407184864086538	0.6749667583750001	0.634143801134615	0.6382547830288461	0.592800247576923	0.44988410474038504	0.694020856288462	0.490121746557692	0.636984053894231
ENSDARG00000012932	0.7328813158557691	0.7999070543461541	0.832916525548077	0.765403592038462	0.894071688028846	0.748058172528846	0.708004008326923	0.6120165612115379	0.676058902932692	0.7581954408269229	0.625933423509615	0.794865098798077
ENSDARG00000012942	0.361763413788461	0.254845368288462	0.312258694076923	0.30761691385576895	0.2653939225	0.28223499392307694	0.13885718645192302	0.321810791586538	0.33331438646153805	0.26163899986538497	0.238865146673077	0.361959007173077
ENSDARG00000012946	0.9088770947596151	0.963635369875	0.920310891375	0.948888472009615	0.8428782417596149	0.903413661115385	0.772982388134615	0.864874612788462	0.753134724817308	0.886586973913462	0.899413551903846	0.854937029144231
ENSDARG00000012947	1.25016102720192	1.29193800882692	1.3526357831346203	1.19628246348077	1.4518897871538503	1.37914224968269	1.3224999981057701	1.26661993180769	1.2255522492596203	1.4001273588557699	1.3375169281442298	1.3730429743365402
ENSDARG00000012968	-0.241262006673077	-0.221284094346154	-0.280852022144231	-0.256396787653846	-0.250978518086538	-0.310601543846154	-0.269122406951923	-0.24846997748076896	-0.24446071862500002	-0.25284244744230805	-0.238227027894231	-0.240562398259615
ENSDARG00000012981	-0.19960322610576897	-0.22395588691346202	-0.216707042182692	-0.235588607019231	-0.23249181785576897	-0.24917847401923102	-0.19987791751923104	-0.258348025548077	-0.25808805847115396	-0.197243843826923	-0.197528703201923	-0.22694346802884602
ENSDARG00000012987	2.55789244492308	2.5410087890288504	2.58549777170192	2.5242682829807697	2.62930085202885	2.47087662258654	2.56798499203846	2.55789244492308	2.5242682829807697	2.54433126000962	2.64039658425962	2.48624527455769
ENSDARG00000013009	0.593556982807692	0.5432599691346149	0.725074281355769	0.602696870711538	0.768435000144231	0.8017757286538459	0.7378061427211541	0.757280497336538	0.820393869625	0.796762377240385	0.763267093413462	0.7898425933557691
ENSDARG00000013016	0.647073776923077	0.526537961576923	0.749530500173077	0.5727061911538461	0.664456066682692	0.607486601355769	0.720478816730769	0.580593503692308	0.532017634826923	0.5857164539615379	0.756973978605769	0.553776178836539
ENSDARG00000013023	0.00153994421153846	0.0398217154519231	0.089175054625	0.0693642672788461	0.0554378109326923	0.0870553988653846	0.0765233029711539	0.0387053603653846	0.0254330389326923	0.07306533575	0.0338332380480769	0.0905358137019231
ENSDARG00000013031	0.726789632653846	0.709092520961538	0.9743432150288459	0.732317761711538	0.887626691192308	0.9470018335384621	1.04811638398077	0.763565233307692	0.675236457605769	0.838564005144231	0.776626760769231	0.8897843569807691
ENSDARG00000013044	2.39550444753846	2.35766167734615	2.51161526234615	2.3298234427019198	2.50516696724038	2.4320713256153796	2.42358245105769	2.37120813674038	2.28540767380769	2.39266511225	2.38726398216346	2.38994042964423
ENSDARG00000013056	-0.176944519125	-0.143875683759615	-0.138139332480769	-0.19407490113461498	-0.171822218211538	-0.180237347913462	-0.19510613008653802	-0.147714393259615	-0.213758136442308	-0.16890113476923097	-0.129828002365385	-0.226836549788462
ENSDARG00000013058	0.12813378793269198	0.159918547298077	0.108462576125	0.0336993019038462	0.189031722528846	0.0919032320865385	0.11906333483653801	0.0462513363269231	0.0495171974807692	0.0491073250288462	0.0703944287596154	0.10175528575
ENSDARG00000013063	-0.0930783577596154	-0.10414887753846198	0.0149970334326923	-0.0263991629903846	-0.0974310181634615	-0.223745713269231	-0.11700668303846198	-0.0333017959711538	-0.12847044809615402	-0.18710589175	-0.19022090255769197	-0.252719896557692
ENSDARG00000013076	0.664978707942308	0.6069875688461539	0.8593590304038459	0.5736550845288461	0.820726307942308	0.924059573144231	0.802747655788462	0.633889264951923	0.6863967397499999	0.798016099951923	0.661220333240385	0.7369375125096149
ENSDARG00000013078	2.07542348044231	2.02800815302885	2.106859767625	2.05387580092308	2.04873519459615	2.04355014841346	2.03322498540385	2.06630805446154	2.06458860872115	2.062790802375	2.08435384159615	2.07889931725
ENSDARG00000013079	0.0525511362692308	0.0988152620288462	0.184299982038462	0.0853898980192308	0.21706929636538502	0.0657324233269231	0.11156280622115401	-0.0738900971634615	-0.0915042456730769	0.0867542633653846	-0.0107883273557692	0.021046172125
ENSDARG00000013082	0.15533632224038502	0.0934300701346154	0.0696595105	0.131341647461538	0.0623856154230769	0.0693642672788461	0.0103022903846154	0.16719303982692302	0.21533045324038502	0.106903704076923	0.21932525874038503	0.15582525077884601
ENSDARG00000013087	2.01949160596154	1.6542525327307702	1.2188909553076899	1.55790493321154	1.23692324058654	1.2625308268653799	1.1275587374711498	1.6542525327307702	1.6862983627115402	1.5352125647884598	1.43735866365385	1.6441487850769199
ENSDARG00000013095	0.686675308134615	0.723935602346154	0.7525256416153849	0.796762377240385	0.639814855355769	0.657040116807692	0.70489937075	0.743401135192308	0.6738628442211541	0.6779838492980771	0.6842100499711539	0.66924450525
ENSDARG00000013110	0.7575910940865379	1.0220998601826898	0.7566642385	1.00869086491346	0.592800247576923	0.651791459538462	0.539788885240385	0.542578596451923	0.7895321870384621	0.748642597634615	0.6979158897884621	0.802747655788462
ENSDARG00000013117	0.533388600057692	0.528810370673077	0.537951234509615	0.5393300037211539	0.601207777413462	0.532017634826923	0.502460405605769	0.540705218836539	0.5244953110769229	0.572232617173077	0.523810573471154	0.565066450442308
ENSDARG00000013122	1.226680991125	1.35934721874038	1.0629347207596198	1.3057765558653798	1.06793852708654	1.1683056921153798	0.91766203875	0.9385488288365379	1.1305549622692301	1.19792218875	1.0539118924903799	1.15557054759615
ENSDARG00000013125	-0.11779276725	-0.18747624873076896	-0.162407846634615	-0.11750168659615401	-0.10977087221153801	-0.14106645831730802	-0.15808389830769198	-0.0798526624519231	-0.11286015893269198	-0.127032348855769	-0.0997024168461538	-0.121699382740385
ENSDARG00000013144	2.8739460649326896	2.8102078613942303	2.8840896688173103	2.85338654107692	2.8739460649326896	2.92651487451923	2.9705702669038496	2.8946718237019198	2.9319211207499998	2.94833808930769	2.8789843229903798	2.9319211207499998
ENSDARG00000013150	0.21969306545192302	0.210351075259615	0.289508988326923	0.17995934252884602	0.253593398923077	0.317476331567308	0.274574829201923	0.310768132375	0.22994183022115397	0.254142550807692	0.28366504958653804	0.34889737027884604
ENSDARG00000013161	0.592049451663461	0.5847344014423079	0.8053139937211541	0.6082563146730771	0.6444372735961539	0.4982407962884621	0.7457568335480771	0.47082807696153794	0.510044244471154	0.5575378744807691	0.461669947596154	0.446132387375
ENSDARG00000013168	0.27604300126923104	0.317476331567308	0.124941326173077	0.314669482913462	0.160093323538462	0.1624071475	0.11015331991346199	0.265217623817308	0.210351075259615	0.214263513480769	0.25430897568269195	0.16735494738461498
ENSDARG00000013207	1.50931572136538	1.42468816869231	1.61726833422115	1.4124062309519199	1.63404907149038	1.51687029561538	1.63710093102885	1.5714608726730799	1.4791497881538502	1.60401643886538	1.6281437444134599	1.6726405506730802
ENSDARG00000013221	0.631315944625	0.553286390826923	0.39446047881730795	0.5075814660769229	0.454312644913462	0.662032123605769	0.26414976990384603	1.20009262969231	1.00826870745192	0.708555936701923	1.16677400260577	0.655489176701923
ENSDARG00000013224	0.24238196644230803	0.267018050942308	0.32558705525	0.21932525874038503	0.307990176288462	0.34889737027884604	0.288769819394231	0.5471849741057689	0.44654858317307705	0.44028956441346206	0.454920984865385	0.390340861961538
ENSDARG00000013250	0.423837277692308	0.412842707163461	0.632356055509615	0.45659845194230797	0.5849835303461539	0.521314041711538	0.721069576115385	0.46698755474038506	0.45932863728846207	0.453251343836538	0.526086646240385	0.47723372542307707
ENSDARG00000013279	0.267206962365385	0.313937255028846	0.32577064802884603	0.35366808333653793	0.326535095865385	0.229426746673077	0.20346524260576895	0.269697084413462	0.293759135721154	0.26432519529807696	0.31690767117307694	0.255561762509615
ENSDARG00000013295	-0.26396100665384603	-0.114738817721154	-0.219574346634615	-0.220581595230769	-0.195770613451923	-0.19407490113461498	-0.193702198721154	-0.164518510201923	-0.200981055932692	-0.206335772653846	-0.19296528061538504	-0.203035081163462
ENSDARG00000013302	0.00281964891346154	0.0521198609711538	-0.0539022026730769	-0.0134286866826923	0.0045139527019230795	-0.0154322020673077	-0.000262561240384615	-0.0328274581634615	0.0644273475865385	-0.00247465703846154	-0.0268872445480769	0.0041256430865384604
ENSDARG00000013307	3.85647246126923	3.83816032899038	3.9184561948557697	3.72144875609615	3.84737988851923	3.8760547625673105	3.81202345676923	3.79548325474038	3.81202345676923	3.9184561948557697	3.8966078737692302	3.86590613546154
ENSDARG00000013312	0.555184046230769	0.49889939704807706	0.682844953298077	0.386007121355769	0.672254079826923	0.6130351818461539	0.421179925	0.5715397443942309	0.594511830942308	0.5563658325288461	0.5724617034615379	0.708295884355769
ENSDARG00000013317	2.44721259269231	2.46475043613462	2.57513529113462	2.319819528625	2.64039658425962	2.3791693537596204	2.50199048657692	2.37379016802885	2.4500884962884597	2.4678601238269198	2.4380668525096203	2.39550444753846
ENSDARG00000013329	0.35732143145192297	0.288769819394231	0.298211086778846	0.269697084413462	0.354640739115385	0.319563166	0.40017018298076895	0.26450242123076895	0.307435297278846	0.344685643317308	0.303249258836538	0.310768132375
ENSDARG00000013333	2.45316501111538	2.37644178005769	2.58198077533654	2.4380668525096203	2.5242682829807697	2.52123679743269	2.4894106351923098	2.40932039055769	2.37120813674038	2.39550444753846	2.50516696724038	2.50841279182692
ENSDARG00000013335	2.349886570375	2.35248753483654	2.40932039055769	2.34723148689423	2.40932039055769	1.93253288798077	2.4380668525096203	1.9994180329134599	0.0573357828461538	1.71535911046154	2.15627281107692	1.8947881017019201
ENSDARG00000013351	2.4894106351923098	2.5275467127788502	2.61789868002885	2.59267408521154	2.6035112967500003	2.74691891746154	2.7513283149326897	2.68339866020192	2.65580366824038	2.7334245862307696	2.7379427066442297	2.7379427066442297
ENSDARG00000013371	0.443813189269231	0.384832584375	0.35425729580769205	0.415490082067308	0.459114736115385	0.389960920759615	0.369730117442308	0.540466564403846	0.435731381490385	0.420334808692308	0.5206270716923079	0.4603849858365379
ENSDARG00000013379	0.0451090302307692	0.01768967425	0.0426767869038462	0.0195551463076923	0.0466804057692308	0.0465306943173077	0.0049106143269230795	0.0361883637596154	-0.0033835687307692303	0.0458251280673077	0.0771140760288462	0.0368712969615385
ENSDARG00000013382	0.992916651048077	1.03894746794231	1.10101142933654	1.04204038784615	1.11776748819231	1.09003006446154	1.06749596349038	1.06566272240385	1.0455328998173101	1.07661828795192	1.0394095412403799	1.08766288575962
ENSDARG00000013393	-0.152741905423077	-0.10252163769230802	-0.13384169831730802	-0.0666494981730769	-0.0682995861346154	-0.10747180267307699	-0.127613672403846	-0.165252325365385	-0.0453869595096154	-0.0907780548173077	-0.0406630322596154	-0.0856269298557692
ENSDARG00000013397	0.380288339923077	0.334243900980769	0.44570324277884604	0.27170095135576894	0.378310973423077	0.49735925416346105	0.414892377548077	0.387782787663462	0.385816043269231	0.37533132476923103	0.407593886336538	0.44842708352884597
ENSDARG00000013409	-0.132129050163462	-0.12267260833653801	-0.0638454356826923	-0.10041083775000001	-0.0783599306346154	-0.0859366958653846	-0.09119386675	-0.14967125875	-0.17823286222115398	-0.0620503329326923	-0.0932964272211538	-0.11669994247115402
ENSDARG00000013414	-0.0481652029903846	0.0425305017307692	-0.16773125615384601	-0.0630490204903846	-0.218768951326923	-0.162407846634615	-0.140408823971154	-0.0988823235	-0.11876662767307698	-0.08489002400000001	-0.0749764303076923	-0.118956710105769
ENSDARG00000013415	0.180317494528846	0.234977709682692	0.10470160067307699	0.209140043394231	0.16208950175961498	0.290810351846154	0.158767702990385	0.35040747220192303	0.33480556442307696	0.266483667596154	0.36428219618269203	0.23937186999038504
ENSDARG00000013434	0.0747358332884615	0.00530415613461538	0.0725964765288462	0.0237748852115385	0.0806648019711538	0.10984826996153801	0.0843135740576923	0.0473931911153846	0.0295412970096154	0.0863022829423077	0.00963259865384615	0.104853665490385
ENSDARG00000013438	-0.283986774846154	-0.18948385506730803	-0.23398329893269199	-0.18929098405769199	-0.21827496256730802	-0.27227846050961496	-0.23613966926923102	-0.271973817846154	-0.245611372211538	-0.238665140538462	-0.27684513948076894	-0.22788718537500002
ENSDARG00000013441	0.532017634826923	0.33141004673076896	0.603960107980769	0.39073620392307706	0.742514524980769	0.614300377442308	0.566286658586538	0.48198380495192295	0.48456841170192294	0.43844599956730795	0.43904321014423103	0.485617095788462
ENSDARG00000013443	1.2654413098846202	1.11827117270192	1.0091114748557701	1.23809186026923	1.00743555507692	0.958227361067308	1.14140808625	1.169869558	1.30074687851923	0.9884122152115379	1.28707515644231	1.00530066101923
ENSDARG00000013472	0.378310973423077	0.33613364631730797	0.37437352485576897	0.37320447315384603	0.443813189269231	0.5308529175096149	0.357131781682692	0.360784635153846	0.419521864682692	0.387193728375	0.39935495393269205	0.45639152151923107
ENSDARG00000013475	1.92808891430769	1.87389699581731	2.08994518753846	1.9382802243461499	2.0735608784326898	2.32722569026923	2.07889931725	2.16632802024038	2.14615244284615	2.31489854214423	2.10321646375	2.2149841622211497
ENSDARG00000013476	-0.242618646634615	-0.203955106721154	-0.19903286529807698	-0.0760659760576923	-0.28582972784615396	-0.23876946376923103	-0.162407846634615	-0.14574533238461498	-0.18033009209615397	-0.23989238506730803	-0.20700371110576898	-0.32694491395192304
ENSDARG00000013477	0.35117197842307696	0.763565233307692	0.25770953925	0.692644563317308	0.22124878265384598	0.312809264990385	0.31994309389423103	0.203635582865385	0.613275177	0.329170471721154	0.339139285644231	0.5432599691346149
ENSDARG00000013478	0.306339060625	0.313754032346154	0.5075814660769229	0.3525074735769229	0.429161010134615	0.411006334192308	0.5915720915673081	0.386809734259615	0.34563754430769206	0.443813189269231	0.39693597	0.307081544278846
ENSDARG00000013505	0.9843771406153851	1.00610880202885	1.1490183647596202	0.887989562759615	1.1044117918653797	1.09628815770192	1.12657518245192	1.1349348515384599	1.0293996449615401	1.1374443105	1.03588537738462	1.13008270804808
ENSDARG00000013522	-0.0733483310384615	-0.0883536067019231	-0.0105338028942308	-0.146788302932692	-0.0664220300096154	0.0049106143269230795	-0.0576524772980769	-0.0927569021923077	-0.0794312485	-0.0482828367019231	-0.0733483310384615	-0.0464195781057692
ENSDARG00000013528	-0.185467023153846	-0.0383086600673077	0.0109852142884615	-0.147997712096154	-0.0295738797403846	-0.0648720467403846	-0.0758512364134615	-0.0811484595673077	-0.0823286618076923	-0.0648720467403846	-0.10675384318269199	-0.0657523313557692
ENSDARG00000013539	0.122573268230769	0.10500856125961501	0.179295583153846	0.16968296092307697	-0.0252863500961538	-0.0762876766634615	0.0829431531923077	-0.0974310181634615	-0.00594075955769231	-0.0358253725480769	-0.0160390815480769	0.0244626143653846
ENSDARG00000013542	0.9092380276826919	0.834569761625	0.922925851278846	0.793873141644231	0.943953787932692	0.988807395442308	1.03808441155769	1.01574560522115	0.9779865546057691	0.9908748770769229	0.916581109807692	0.9470018335384621
ENSDARG00000013561	1.63404907149038	1.55790493321154	1.74927637163462	1.49292463725962	1.84460405569231	1.63501385082692	1.7529246675	1.6572777627980801	1.59271081524038	1.6664434469519198	1.66851638484615	1.64509073265385
ENSDARG00000013575	0.221767842067308	0.120009990692308	0.0563138180769231	0.213760112086538	0.13341984090384598	0.321989412509615	0.113300443538462	0.262698654298077	0.30434082459615397	0.209655893076923	0.32709303082692304	0.207226884192308
ENSDARG00000013576	0.28526556682692306	0.10596758308653802	0.0923610780961538	0.0855441623173077	0.19174964875	0.0905358137019231	0.124782572721154	0.163552090298077	0.0829431531923077	0.0339817993942308	0.21409097420192302	0.0790268052403846
ENSDARG00000013582	0.40960388256730795	0.37359593956730797	0.53038618625	0.416101737423077	0.531078955721154	0.656003370317308	0.5354417556346149	0.494506688182692	0.528117203865385	0.575079639875	0.518602731548077	0.5561226401826921
ENSDARG00000013613	-0.0486278707788462	-0.0657523313557692	-0.258858983875	0.0280300734807692	-0.199969101836538	-0.126437330144231	-0.194918471961538	-0.0813600403653846	-0.0298208391538462	-0.0777211200384615	-0.0434206105	-0.0170495590865385
ENSDARG00000013615	-0.11215160289423101	-0.119656958644231	-0.242618646634615	-0.112253668326923	-0.176396821586538	-0.18966392948076896	-0.18948385506730803	-0.20469882089423103	-0.162040976942308	-0.19969240369230803	-0.15051182866346202	-0.266071732807692
ENSDARG00000013623	2.86374469692308	2.7644081875769198	2.8946718237019198	2.6520034050576897	2.83867681543269	2.9427826031538498	2.83362444633654	2.8789843229903798	2.85338654107692	2.9705702669038496	2.7825066448365403	2.91560735950962
ENSDARG00000013628	1.88488757479808	1.8473173803076899	1.98179357682692	1.79879516980769	1.85120442832692	1.76947024294231	1.82374424297115	1.75642090266346	1.6726405506730802	1.72971900813462	1.7142792615576898	1.79012392383654
ENSDARG00000013653	0.479594794346154	0.513203992307692	0.39693597	0.393282913288462	0.48371830848076897	0.514983197278846	0.39772077230769204	0.543031239798077	0.604211608490385	0.5075814660769229	0.533165184509615	0.578903495048077
