	7 days post-amputation dnHIF1a-expressing adult zebrafish, sample 3	Unamputated dnHIF1a-expressing adult zebrafish, sample 2	Unamputated dnHIF1a-expressing adult zebrafish, sample 1	Unamputated wildtype adult zebrafish, sample 3	7 days post-amputation wildtype adult zebrafish, sample 1	7 days post-amputation wildtype adult zebrafish, sample 3	Unamputated dnHIF1a-expressing adult zebrafish, sample 3	7 days post-amputation wildtype adult zebrafish, sample 2	Unamputated wildtype adult zebrafish, sample 1	7 days post-amputation dnHIF1a-expressing adult zebrafish, sample 1	Unamputated wildtype adult zebrafish, sample 2	7 days post-amputation dnHIF1a-expressing adult zebrafish, sample 2
ENSDARG00000000690	0.75089926	0.38788049999999996	0.44768092	0.35682394	0.65767989	0.85225619	0.48204886	0.65544208	0.41742132	0.75425775	0.31499190000000005	0.63406898
ENSDARG00000000729	-0.13426135	-0.1562461	-0.18358344	-0.18358592	-0.14132902	-0.12503679	-0.12183597	-0.14561387	-0.11939041	-0.1091941	-0.14763866	-0.16409784
ENSDARG00000000760	-0.02587934	0.15051353	0.15129236	0.14950264	0.03427063	0.05832472	0.1671435	0.04691024	0.1120925	0.01651715	0.07826247	0.01023777
ENSDARG00000000767	0.54180883	-0.00347685	0.02063257	0.16203495	0.67627791	0.72986167	-0.01255635	0.67426566	0.33847479	0.43374836	0.2306996	0.40598316
ENSDARG00000000779	0.82591652	0.8331606	0.84151747	0.73040186	0.77234741	0.83129328	0.90189121	0.82954781	0.693837	0.77922092	0.71412845	0.83876437
ENSDARG00000000796	0.79843893	1.62161252	1.84323848	1.47937431	1.4987529	1.49502164	0.65243679	1.64727994	0.85308591	1.26596165	0.89372649	1.31704711
ENSDARG00000000853	0.50000976	0.30525514	0.28785542	0.20729985	0.45757441	0.48486239	0.33077833	0.44117837	0.32649591	0.47446275	0.24133198	0.41395953
ENSDARG00000000857	0.54526725	0.69434746	0.6960946	0.73863946	0.47753077	0.6301364	0.71683237	0.62172543	0.89886164	0.53982908	0.71841474	0.59273362
ENSDARG00000000861	-0.22434545	-0.18445512	-0.26338042	-0.26416803	-0.21180104	-0.21163241	-0.24025914	-0.25493381	-0.19103207	-0.23061896	-0.24697474	-0.27982993
ENSDARG00000000887	-0.08520218	-0.01093191	-0.07927418	-0.1650781	0.10442694	0.03640298	-0.14499111	-0.16105491	-0.21600707	-0.03425021	-0.11095059	-0.14175698
ENSDARG00000000935	0.00729706	0.01514957	0.01490609	0.08298476	0.07127856	0.10677892	-0.03344859	0.04618916	0.10506625	0.00700907	0.0320771	-0.01969774
ENSDARG00000000966	0.34768776	0.24516278	0.22088938	0.27172564	0.30838851	0.33411968	0.19772557	0.37251845	0.27495718	0.31262277	0.21818875	0.27621911
ENSDARG00000001057	0.80417538	0.75949379	0.88426149	0.93171271	0.80249497	0.85627554	0.9404248	0.83657003	1.03849476	0.78179487	0.84066115	0.89136213
ENSDARG00000001129	0.52815995	0.41904953	0.56835422	0.3332176	0.44896952	0.51396242	0.33907307	0.45648046	0.54094312	0.40985503	0.36675485	0.51119675
ENSDARG00000001162	0.94085901	1.02408984	1.09032676	1.17046195	1.12623922	1.09657384	1.07606582	1.05899638	1.20525187	0.96150718	1.18741852	0.96997481
ENSDARG00000001169	0.70439789	0.90290815	0.79196217	0.67916354	0.41210386	0.47890437	0.82160124	0.58766459	0.80821139	0.72273058	0.77936463	0.71365134
ENSDARG00000001220	0.65123591	0.58827525	0.64704105	0.61106278	0.73335971	0.79607882	0.59921197	0.75973573	0.65506605	0.59774367	0.66974463	0.63526053
ENSDARG00000001241	1.02172454	1.1391917	1.18885802	1.07331027	0.88844787	0.88929949	1.0705593999999998	0.97511486	1.15942654	1.01655123	1.10433991	1.10311548
ENSDARG00000001244	0.57763024	0.58492187	0.59875064	0.57609416	0.56443176	0.6135769	0.58450486	0.69134437	0.68621697	0.58933925	0.62752178	0.58110746
ENSDARG00000001303	1.04877551	0.93319697	0.78170481	2.05263313	1.44554373	1.43362678	0.62504276	1.23220321	1.97983468	1.19527468	1.98866312	0.92117028
ENSDARG00000001313	-0.18768106	-0.19125208	-0.2616339	-0.22973044	-0.15326015	-0.10053534	-0.19831952	-0.19804817	-0.23494175	-0.19488086	-0.18875321	-0.20192191
ENSDARG00000001431	0.02317136	-0.20289075	-0.21192734	-0.18471896	-0.12128261	0.07042705	-0.19538115	-0.11344167	-0.15428819	-0.12672824	-0.16479409	-0.19952289
ENSDARG00000001442	-0.02481115	-0.1416325	-0.07596074	-0.18510033	-0.08086237	-0.03959240000000001	-0.12386884	-0.0743499	-0.11234362	-0.05601085	-0.14491865	-0.06903630000000001
ENSDARG00000001447	-0.22079564	-0.27426864	-0.25232571	-0.23841212	-0.24110054	-0.23500511	-0.26454666	-0.23676471	-0.25053344	-0.21226744	-0.25513674	-0.27165012
ENSDARG00000001557	0.51124354	0.32966918	0.36529342	0.54994627	0.4304165	0.50325504	0.46517348	0.40618137	0.82316714	0.50806048	0.60062849	0.50197738
ENSDARG00000001558	-0.05011664	-0.07273513	-0.04644796	0.00412219	0.03866725	0.10722439	-0.02018238	0.03096043	-0.06771155	-0.04334269	-0.02790885	-0.04113117
ENSDARG00000001578	2.09598808	2.2860932000000003	2.23543674	2.58845706	2.38779121	2.39209284	2.33841815	2.42029427	2.42697063	2.3231234	2.33148387	2.30943025
ENSDARG00000001686	-0.20215586	-0.21680017	-0.17909776	-0.17056212	-0.23125019	-0.19711534	-0.15237783	-0.21301439999999996	-0.18965315	-0.21491636	-0.18320846	-0.20987576
ENSDARG00000001710	-0.03558876	-0.06323169	-0.12172849	-0.19228946	-0.15108229	-0.19002477	-0.06227471	-0.22912959	-0.17536972	-0.12449483	-0.25701104	-0.08747657
ENSDARG00000001721	-0.23656156	-0.28638799	-0.24369919	-0.16514323	-0.23913372	-0.28059971	-0.3208257	-0.27715146	-0.30129633	-0.24379814	-0.33017161	-0.23317986
ENSDARG00000001729	0.78515152	0.7790028	0.80874258	0.95220957	0.78144914	0.77711848	0.91951266	0.70599096	0.85903996	0.82288998	0.81426775	0.80261588
ENSDARG00000001733	0.5107893	0.28592785	0.2154103	0.12862114	0.67755276	0.70169945	0.18688775	0.57757246	0.17251702	0.35705654	0.11618547	0.39928462
ENSDARG00000001734	0.51597184	0.52520691	0.69882193	0.67405296	0.59792623	0.59112182	0.61866244	0.6608308	0.73893422	0.44317293	0.61049553	0.53499583
ENSDARG00000001754	0.08888008	0.29597352	0.21843545	0.4914412	0.35526540000000006	0.39323415	0.31312142	0.30516225	0.90857009	0.05419389	0.45053536	0.0196463
ENSDARG00000001767	-0.14040144	-0.13108391	-0.10890730000000001	-0.1602886	-0.15661226	-0.02623786	-0.14968196	-0.05325785	-0.11034358	-0.09497456	-0.04018968	-0.16254921
ENSDARG00000001769	-0.15579996	-0.18212946	-0.14039770000000001	-0.10451935	-0.13301398	-0.07027716	-0.08847149	-0.13045143	-0.06739728	-0.15960425	-0.09765166	-0.13692235
ENSDARG00000001777	-0.10771716	-0.15973024	-0.15956956	-0.11003351	-0.10277939	-0.12089932	-0.16657037	-0.11823719	-0.11624593	-0.11488039999999998	-0.10904100000000001	-0.15173376
ENSDARG00000001782	-0.15907164	-0.23529501	-0.19143120000000002	-0.10540734	-0.10956496	-0.03050957	-0.20364267	-0.16651768	0.04070459	-0.18204352	-0.07374876	-0.18493251
ENSDARG00000001803	0.95635416	1.31811019	1.32710993	1.15426128	0.98605128	1.02179979	1.27872667	0.82834645	2.04912557	0.94309747	1.20011993	0.99565056
ENSDARG00000001804	0.13235591	0.02842239	0.02119056	0.07261313	0.14236254	0.08349478	0.13089324	0.21879075	-0.08016873	0.06599876	0.08044018	-0.01008859
ENSDARG00000001807	-0.0058482	-0.12425377	-0.08908387	-0.14137039	-0.0698844	-0.07465934	-0.15145894	-0.09664144	-0.11345221	-0.04976259	-0.16242227	-0.10284260000000002
ENSDARG00000001825	-0.21377789	-0.17351725	-0.15957902	-0.174112	-0.19342653	-0.16845698	-0.16838625	-0.14736377	-0.17249548	-0.17649296	-0.18739234	-0.18928791
ENSDARG00000001829	0.15121012	0.14387439999999999	0.13064317	0.10733799	0.11335194	0.09875362	0.13747259	0.12912086	0.13174745	0.11375726	0.10135062	0.14095794
ENSDARG00000001859	-0.21237814	-0.22084706	-0.26352011	-0.24323520000000004	-0.22834417	-0.22913806	-0.19322978	-0.2193496	-0.27621506	-0.22340616	-0.22566425	-0.26459238
ENSDARG00000001873	-0.21150528	-0.23771439999999996	-0.19312720000000003	-0.22159832	-0.1755484	-0.17122375	-0.21248661	-0.20565863	-0.20381886	-0.19164551	-0.17038963	-0.19237707
ENSDARG00000001879	-0.28945916	-0.27148007	-0.30788741	-0.2708392	-0.27872290000000005	-0.26428732	-0.32245138	-0.29029719	-0.32629958	-0.29390016	-0.29382293	-0.33636161
ENSDARG00000001880	0.4071389	0.53071678	0.40235339	0.5001531	0.20426106	0.25900758	0.44124071	0.21093215	0.35331758	0.22229026	0.47462403	0.33294978
ENSDARG00000001888	0.53591996	0.42848104	0.43396278	0.49541294	0.47868158	0.45418573	0.41979972	0.52078194	0.47571683	0.50399251	0.44192603	0.567054
ENSDARG00000001889	1.3735182	0.86305715	1.06291872	0.42391769999999995	1.56356525	1.51302197	0.99148076	1.25135137	0.51674884	1.41079964	0.34285972	1.32624732
ENSDARG00000001890	-0.11163411	-0.18956488	-0.17071252	-0.15672501	-0.16847274	-0.15309954	-0.11403196	-0.15904737	0.06284808	-0.15019818	-0.07256812	-0.10494706
ENSDARG00000001897	0.6236193	0.45587909	0.45111762	0.41667558	0.80135417	0.93219738	0.45495171	0.76195424	0.57253523	0.64339335	0.43320820000000004	0.59997666
ENSDARG00000001909	-0.24113928	-0.24268777	-0.24548198	-0.23859496	-0.25904626	-0.24478832	-0.22707855	-0.24633697	-0.27840769	-0.28077872	-0.22344781	-0.19967192
ENSDARG00000001910	0.78670757	0.72634354	0.8504062	0.79458853	0.68312035	0.56527576	0.86500052	0.6803839	0.63644915	0.79814356	0.71463682	0.85237262
ENSDARG00000001913	-0.35627502	-0.36200243	-0.36370762	-0.33040357	-0.34978568	-0.32109094	-0.29726303	-0.33276641	-0.35672206	-0.27987571	-0.28033418	-0.32920144
ENSDARG00000001939	-0.150081	-0.12120286	-0.17716617	-0.13257519	-0.17952715	-0.22718278	-0.13336595	-0.16945653	-0.15350260000000002	-0.15019586	-0.19650189	-0.21376255
ENSDARG00000001940	1.09919368	1.25831398	1.30019411	1.14160132	1.05441799	0.98881031	1.40699982	1.03714858	1.13842674	1.20736043	1.03578672	1.15439355
ENSDARG00000001950	2.72236127	2.96167178	2.88691025	4.42318503	4.03805372	3.85551173	2.83263435	3.98179922	4.09072128	2.53698155	4.62736902	2.56501707
ENSDARG00000001953	0.13048407	0.060933900000000006	0.01304227	0.03005967	0.28093341	0.23524632	4.893e-05	0.1526638	0.20439635	0.23560489	-0.01541322	0.19275175
ENSDARG00000001969	-0.19366417	-0.14702724	-0.18657187	-0.12810393	-0.23349113	-0.23930439	-0.17240214	-0.23338326	-0.19786806	-0.16218899	-0.19656122	-0.13552448
ENSDARG00000001971	-0.16354793	-0.14570109	-0.17091443	-0.15144289	-0.19188187	-0.08451955	-0.15303735	-0.15921210000000002	-0.17493435	-0.12929369	-0.19748063	-0.17415829
ENSDARG00000001975	2.15877184	3.02074575	3.02573105	2.85390653	2.7982339	2.65891986	2.57498073	2.68631202	2.30340221	1.98741488	2.78563884	2.3123477
ENSDARG00000002002	0.69286569	0.61289053	0.51150246	0.50290734	0.70685943	0.73635923	0.59722829	0.74224847	0.41108629	0.6034575	0.45590559999999997	0.54235279
ENSDARG00000002006	0.1663932	0.12982027	0.14978535	0.13189521	0.13586433	0.16296659	0.13360972	0.07330334	0.11837017	0.18763582	0.20260409	0.10072003
ENSDARG00000002013	2.05951008	2.12777153	1.91815199	1.52412138	1.83118523	1.86400911	1.75763741	1.69880165	1.57522963	1.56680833	1.61545441	1.66144595
ENSDARG00000002016	0.2481123	0.36485454	0.3961073	0.35364165	0.32941549	0.32930968	0.39650404	0.30334478	0.38611563	0.23072721	0.24631066	0.22276678
ENSDARG00000002020	0.20636193	0.28560089	0.33636373	0.23560726	0.26234813	0.27976178	0.2823542	0.34657795	0.20119725	0.20420781	0.22351557	0.24893449
ENSDARG00000002031	0.0684093	0.0832658	0.12332828	0.07953541	0.11087124	0.10355041	0.13316860000000003	0.04934069	0.14497362	0.08845866	0.06211171	0.14957876
ENSDARG00000002037	-0.037326599999999995	0.12462354	0.017134599999999996	-0.03658646	0.06690745	-0.00456276	-0.12191444	0.14896312	-0.11355428	0.01859584	0.00135234	-0.01259066
ENSDARG00000002082	0.55835618	0.59759321	0.67467137	0.60690552	0.57225636	0.60060141	0.59720487	0.54293099	0.7122539999999999	0.58744371	0.58090188	0.73062879
ENSDARG00000002127	0.68881997	0.68047821	0.6684654999999999	0.70894491	0.74241682	0.794233	0.61708534	0.79987157	0.82566057	0.71227324	0.64608451	0.74205659
ENSDARG00000002128	0.34645144	0.39814008	0.4175191	0.40428652	0.31368090000000004	0.43324096	0.44756419	0.36406887	0.37488456	0.31441429	0.31362674	0.33980265
ENSDARG00000002131	-0.03994837	-0.15049168	-0.18148371	-0.22132533	-0.11821713	-0.01239403	-0.22792424	-0.02554241	-0.1533108	-0.05083594	-0.06568793	-0.03825338
ENSDARG00000002165	1.97147294	2.12618655	1.9422107	2.3596587	2.01259481	2.14236862	2.02790335	2.15389132	2.56446917	1.98385528	2.4161593999999997	1.94347906
ENSDARG00000002168	0.66361831	0.66533595	0.69456601	0.65453586	0.64009783	0.66233385	0.61811696	0.61076939	0.7774861999999999	0.59761688	0.64665569	0.62809602
ENSDARG00000002172	0.3393107	0.18550286	0.24199819	0.06944119	0.16186244	0.13756607	0.39554837	0.0870165	0.04856334	0.18924419	0.06851115	0.38693785
ENSDARG00000002174	0.20921714	0.30031452	0.30077559	0.24270949	0.35961585	0.38263281	0.29455413	0.32612235	0.27251427	0.21924210000000002	0.22175001	0.18102933
ENSDARG00000002184	0.64128882	0.80469195	0.80375704	0.91387225	0.73463287	0.68147821	0.78006594	0.77504341	0.85055022	0.64584063	0.83662404	0.75826309
ENSDARG00000002190	0.62305708	0.52471768	0.53568335	0.64873281	0.63970828	0.67456971	0.56402188	0.5845744	0.64019192	0.58830761	0.55263042	0.60780605
ENSDARG00000002192	-0.14849479999999998	-0.28306045	-0.27158378	-0.25045568	-0.19380248	-0.13294327	-0.28180372	-0.19441188	-0.25244203	-0.16360679	-0.25997624	-0.18964268
ENSDARG00000002193	-0.11135896	-0.03672506	-0.0914947	-0.06695951	-0.15287118	-0.21450833	-0.05906771	-0.04506154	-0.08155175	-0.12502739999999998	-0.01641106	-0.07752944
ENSDARG00000002197	0.84020692	1.00056722	1.18556058	-0.04187268	0.01571063	-0.05816171	1.15970733	-0.05084311	-0.06621696	0.9249069999999999	0.00698501	1.02157983
ENSDARG00000002210	-0.14397985	-0.09747433	-0.11783464	-0.11546475	-0.06928606	-0.06040152	-0.11700401	-0.1121981	-0.15907248	-0.07190916	-0.11256027	-0.11953384
ENSDARG00000002213	-0.08821903	-0.14336098	-0.09777334	-0.06640033	-0.03545968	-0.07894299	-0.08729772	-0.00344423	0.03141797	-0.16098613	-0.048537300000000005	-0.11128514
ENSDARG00000002215	1.41686979	0.9867218000000001	0.97600373	0.99431462	1.05957684	1.06707917	0.92390557	1.07473906	1.5687087	1.48605439	1.08224359	1.52297213
ENSDARG00000002216	-0.010615399999999999	-0.11944397	-0.07413358	-0.10779859	-0.05365649	-0.0947308	0.02520941	-0.07554153	-0.10470756	0.12773900000000002	-0.17665145	0.18111166
ENSDARG00000002217	0.18276509	0.12854419	0.18578153	0.15471709	0.34958909	0.25851399	0.15820011	0.25989074	0.15350295	0.18697614	0.10186822	0.14353829999999998
ENSDARG00000002220	0.64799417	0.61216263	0.67038223	0.87303048	0.68121551	0.67298267	0.73188253	0.59853097	0.8837596999999999	0.6574091	0.79896809	0.6897603
ENSDARG00000002230	-0.15010246	-0.11945081	-0.15420479999999998	-0.13010248	-0.17182703	-0.17379391	-0.15834231	-0.15749113	-0.11632464	-0.14744814	-0.12073303	-0.15337966
ENSDARG00000002240	1.71184548	1.70240373	1.71769529	1.6254642	1.64556242	1.66933063	1.70076292	1.6051002	1.69912178	1.80871538	1.64548662	1.68414044
ENSDARG00000002249	0.5947373	0.49293754	0.66701793	0.99397194	0.89099915	0.77621466	0.6386295999999999	0.94517468	0.80193864	0.49504440000000005	0.70252967	0.52281284
ENSDARG00000002264	1.40975934	1.55031679	1.48069703	1.33517406	1.30727906	1.34106665	1.50579737	1.25479894	1.3784872	1.52102469	1.35894254	1.57941814
ENSDARG00000002271	1.42085665	1.55169875	1.38206331	1.32291846	1.6480245	1.52078498	1.44244617	1.6352222	1.2512973	1.67261964	1.33295645	1.56600939
ENSDARG00000002285	0.15398959	0.01567493	0.01393116	0.01464788	0.07815230000000001	0.10092176	0.03553141	-8.92e-06	-0.02071887	0.08962195	0.02884479	-0.00210077
ENSDARG00000002298	-0.11562722	-0.17637791	-0.20823645	-0.15714485	-0.03130955	-0.00518305	-0.10890245	0.01745784	-0.17123397	-0.05848192	-0.12892436	-0.14844222
ENSDARG00000002304	-0.02405824	-0.11264599	-0.12180793	-0.09748406	0.026695599999999996	0.16695472	-0.07495292	-0.05909400000000001	-0.04480077	0.023582099999999998	0.04744126	-0.03321197
ENSDARG00000002305	2.02853561	2.1830643	2.04367955	2.17632169	1.92878141	1.92422182	2.12286948	2.01317191	2.00606464	2.12600664	2.05595026	2.08175741
ENSDARG00000002330	-0.16086106	-0.15048526	-0.18777535	-0.15417489	-0.16203044	-0.19951559	-0.15814457	-0.18270261	-0.21791864	-0.16734772	-0.14698926	-0.16502123
ENSDARG00000002332	-0.06102284	-0.13868673	-0.07257876	-0.0683928	-0.08098419	-0.08512897	-0.06760224	-0.07138106	-0.04878327	-0.06926895	-0.11521548	-0.03509305
ENSDARG00000002336	0.08530523	0.0347621	0.10300974	0.04069223	0.07808618	0.0413813	0.10395316	0.11927893	0.07277335	0.02924652	0.060289699999999995	0.11461177
ENSDARG00000002339	0.37807753	0.4202799	0.44138358	0.41667023	0.35759422	0.38747348	0.44790519	0.33662277	0.4341272	0.35537543	0.38194913	0.33939541
ENSDARG00000002344	3.0858446	3.18945538	3.21800121	3.12496334	2.94048443	2.97958133	3.27269961	2.74508671	3.31620833	3.11801863	3.10862929	3.15219619
ENSDARG00000002347	-0.17402379999999998	-0.18371734	-0.19858205	-0.25819634	-0.22468347	-0.26843395	-0.21188803	-0.17184285	-0.23598194	-0.15680419	-0.18203747	-0.23748809
ENSDARG00000002362	0.90106514	0.68079478	0.75582968	0.75746833	0.9588199000000001	0.87985439	0.8620411	0.98553428	0.56421559	0.84183045	0.57433426	0.89803027
ENSDARG00000002365	0.30949238	0.13441501	0.15352981	0.1623815	0.26360208	0.12620872	0.17691223	0.24062962	0.29658385	0.29802552	0.23684772	0.29143933
ENSDARG00000002369	2.93660208	3.58420632	3.59414135	3.7800274	3.61310431	3.1316278	3.41836541	2.9210201000000002	3.58288985	2.9023437000000003	3.48202978	2.90009948
ENSDARG00000002391	-0.19536401	-0.20888939	-0.21856039	-0.179715	-0.2186062	-0.15855966	-0.24837335	-0.148874	-0.13638557	-0.16739542	-0.12307219	-0.23561251
ENSDARG00000002396	0.40370945	0.00492255	0.06270795	-0.01328029	0.21808883	0.25621528	-0.0099745	0.32400078	-0.03701986	0.33106181	-0.04705995	0.36472231
ENSDARG00000002401	0.2045316	0.1282625	0.13630222	0.13657958	0.22365205	0.29581998	0.09983064	0.28223118	0.38806434	0.11569996	0.26098701	0.14524184
ENSDARG00000002402	0.08533827	0.08021854	0.05973841	-0.02998222	0.05938822	-0.04951523	0.11117774	-0.00739737	-0.01335979	0.03159832	-0.0020397	0.03186006
ENSDARG00000002403	-0.10166226	-0.11128787	-0.10174459	-0.10656902	-0.04339971	0.08310142	-0.11241439	-0.03690055	-0.07200793	-0.08290272	-0.01065767	-0.09724682
ENSDARG00000002406	-0.18617422	-0.20069582	-0.24401917	-0.14878881	-0.13776094	-0.23113182	-0.19936587	-0.15522527	-0.18827014	-0.12630158	-0.13237423	-0.20819842
ENSDARG00000002411	-0.1277102	-0.05330207	-0.06237494	-0.04931956	-0.1005316	-0.10593556	-0.08715003	-0.08105389	-0.05569972	-0.11367474	0.00663019	-0.12472071
ENSDARG00000002467	0.78758884	0.7497571999999999	0.92260537	1.10963047	0.93704245	0.96250586	0.87293207	1.0393105	1.20046657	0.68847535	1.03307102	0.80962922
ENSDARG00000002479	-0.17636237	-0.16122686	-0.19959247	-0.17695607	-0.11728365	-0.0557693	-0.19310949	-0.17418925	-0.15324094	-0.16360478	-0.12747488	-0.17053938
ENSDARG00000002487	0.24451336	0.23052358	0.29213266	0.26100417	0.24762531	0.27718663	0.281007	0.17165935	0.34089662	0.27772501	0.23396786	0.33412470000000005
ENSDARG00000002506	0.88534782	1.0774816	1.08857622	0.96551517	0.89779689	0.861517	0.99865888	0.94199087	1.12667602	0.89071376	0.97099642	0.89837105
ENSDARG00000002523	1.98083025	1.95167057	1.97032116	1.94976017	1.95116165	1.93050497	1.92235304	2.09166457	1.9786153999999998	1.85324256	1.74130393	1.88516396
ENSDARG00000002536	0.30973999	0.35317262	0.34606125	0.40650063	0.38180222	0.37368676	0.30195413	0.30717549	0.48172316	0.34772781	0.29955689	0.34033932
ENSDARG00000002538	0.48004475	0.49017631	0.55687584	0.47726321	0.44590675	0.43120311	0.51336699	0.45780848	0.56452762	0.43523358	0.5038363	0.43431855
ENSDARG00000002546	-0.14989171	-0.16702147	-0.20559348	-0.20419097	-0.15302837	-0.16255868	-0.18116677	-0.20199931	-0.19865288	-0.15306470000000003	-0.2466516	-0.18397434
ENSDARG00000002549	0.37212116	0.43598876	0.52171406	0.36428572	0.4686844	0.41980275	0.49297424	0.33633246	0.45093188	0.36460833	0.34379116	0.35971587
ENSDARG00000002552	1.65227054	1.93414996	1.91899368	1.64840188	1.48905752	1.47606209	1.9137533	1.4727863	1.7656307	1.75289656	1.7215155	1.78562078
ENSDARG00000002576	-0.3254788	-0.23709946	-0.26469469	-0.35663144	-0.29281698	-0.31840267	-0.30260672	-0.32882059999999996	-0.32361779	-0.25471864	-0.29997470000000004	-0.27749121
ENSDARG00000002582	-0.20144293	-0.21092821	-0.22753105	-0.20082779999999997	-0.25018109	-0.23796219	-0.22599339	-0.18628168	-0.22327919999999998	-0.22992658	-0.25040842	-0.20928976
ENSDARG00000002587	0.89015916	1.06568157	1.11236826	0.87426204	0.84488985	0.87072822	1.11154868	0.9120636000000001	0.75733486	0.85655944	0.86572121	0.94744464
ENSDARG00000002591	0.74427228	0.83146704	0.80144374	0.80747988	0.61948997	0.66239418	0.81256555	0.61275656	1.04778558	0.74871788	0.8844569999999999	0.76044945
ENSDARG00000002597	-0.08744310000000001	-0.12473583	-0.13194633	-0.11493969	-0.16247048	-0.19450801	-0.14974191	-0.16515746	-0.18442725	-0.16627553	-0.17777735	-0.10693484
ENSDARG00000002601	-0.27216699	-0.25749806	-0.23504427	-0.25446597	-0.30752231	-0.28982132	-0.24943372	-0.27473759	-0.26068726	-0.26865678	-0.23448093	-0.24880519
ENSDARG00000002613	0.1835102	0.29104963	0.32077088	0.32735496	0.2429732	0.46545301	0.30674233	0.23298964	0.33723033	0.31137944	0.39720352	0.28769358
ENSDARG00000002635	0.40502701	0.53663946	0.7754861	0.32668115	0.36226559	0.3473513	0.76385803	0.18031511	0.24857541	0.37335299	0.24542758	0.41209627
ENSDARG00000002642	-0.07380472	-0.03049665	-0.03721667	0.01709194	0.01437262	0.03522288	-0.03995266	-0.00721562	0.01190395	-0.11680601	0.01574766	-0.03690591
ENSDARG00000002644	1.48781653	1.40690986	1.74895788	0.40631595	0.93891745	0.83344691	1.71900918	0.93114499	0.75973739	1.52004707	0.51589361	1.72864148
ENSDARG00000002656	0.08874723	0.14613715	0.03140905	0.37910167	0.46076366	0.43117663	0.0793512	0.50553552	0.21627748	0.08441542	0.45540352	0.0946929
ENSDARG00000002659	1.51107836	1.58133441	1.44717611	1.37529771	1.39883886	1.46781698	1.50988736	1.26766584	1.59107732	1.43431402	1.40551024	1.54874455
ENSDARG00000002663	0.80667422	0.79585339	0.72351331	0.79521998	0.8365901	0.81762336	0.80654022	0.90281058	0.93929968	0.70763632	0.7637735	0.83832176
