Symbols	Gene	SRR1914395	SRR1914394	SRR1914393	SRR1914392
slc35a5	ENSDARG00000000001	0.4594231311350646	0.41529343330832486	0.5278718153055688	0.5078622031618243
ccdc80	ENSDARG00000000002	0.22450894584776204	0.28809574313386405	0.6217620910194992	0.5305239849771888
nrf1	ENSDARG00000000018	1.3493191752435283	1.7828910183831528	1.2230739720276689	1.303333766918734
ube2h	ENSDARG00000000019	2.079368934610023	2.0146153301747525	1.8786509227741508	1.837618055949615
slc9a3r1a	ENSDARG00000000068	0.5306501470523431	0.5704241193693044	1.0074978410758364	0.9636911102130143
dap	ENSDARG00000000069	1.9793238383033176	2.0533667016281	2.0553850685743935	2.0217309711076314
itsn1	ENSDARG00000000086	1.060506439436999	0.9948690066650769	1.4958530749604275	0.935066749859812
myh10	ENSDARG00000000103	2.386174760431901	2.438057670357142	2.860622448543652	2.7792386168678123
tmem267	ENSDARG00000000142	0.5934933101314921	0.7841754303955908	0.3645903188949397	0.3899456006234928
thraa	ENSDARG00000000151	0.5785300450348433	0.5240177349296431	0.4758383029961629	0.34127957471592296
itsn2a	ENSDARG00000000161	0.5724483820544406	0.6611812776884376	0.3448856616646807	0.3950236344994018
hoxb2a	ENSDARG00000000175	0.5490257529029804	0.34537844869349654	0.6695497961248181	0.6278756048175482
ptpn4b	ENSDARG00000000183	0.6444952274428324	0.6396311103689585	0.7176635874706148	0.6615730530529944
sema6e	ENSDARG00000000189	1.2403352169602702	1.2923543894194323	0.8347519065611667	0.6912604362096874
krt97	ENSDARG00000000212	2.969595392833476	2.8294544791743563	3.3983907866181853	2.9911225930174963
usp49	ENSDARG00000000229	1.1129231495022511	1.0699393172161464	1.2039375357140014	1.0365200027752737
slc40a1	ENSDARG00000000241	1.8770920199589587	1.928556060063967	1.3539442236051331	1.476777569275361
dcaf8	ENSDARG00000000324	0.5420436558138384	0.6425240823734255	0.6492987930195828	0.648642956178217
cfap300	ENSDARG00000000349	0.16371483133042128	0.1491895909469367	0.32114769913329455	0.33008012106145806
prkag3b	ENSDARG00000000369	0.375050851725957	0.3535904883288866	0.5336876616349976	0.5651564164170924
triob	ENSDARG00000000370	1.1609943067120372	1.4934025656544483	1.4739293534176878	1.1158191121886778
pde6a	ENSDARG00000000380	0.13595597505944806	0.2201378569123166	0.4420786049299118	0.4813686631058177
matr3l1.2	ENSDARG00000000394	1.9766424550713566	2.2279144878945574	2.3908955908002927	2.5558671940489117
si:ch73-314g15.3	ENSDARG00000000423	0.464240717035703	0.48039871672800305	0.549948505924533	0.5686911985495269
slc39a13	ENSDARG00000000442	1.6121771223311052	1.4836593835809255	1.6328685374135854	1.442838525076452
nitr2b	ENSDARG00000000460	-0.09258593897477313	-0.06825795199779373	-0.19799513533947616	-0.11841382425835266
cntn2	ENSDARG00000000472	1.3926066424115608	1.3014440224618231	0.49969811285699994	0.7778919315509376
tnni1a	ENSDARG00000000474	-0.19462917679773187	-0.21561756170214086	-0.09803701975910782	-0.204740029899953
pms1	ENSDARG00000000476	0.31844744813791237	0.35022019214189964	0.6347077341144216	0.6055445264411864
upf3b	ENSDARG00000000489	1.295400670042716	1.2233759607343961	1.406319382296263	1.7254822939221224
stx1b	ENSDARG00000000503	1.9319107983001256	2.239811614883351	1.012377196960073	1.1013316480651758
ankar	ENSDARG00000000516	0.03677445192216959	0.07582778839826324	0.12077696475501244	0.09032598737175498
ofd1	ENSDARG00000000529	0.6500494209861669	0.56848714494767	0.9384010771096599	0.9749984927342441
asnsd1	ENSDARG00000000540	1.2401765277567638	1.300599753142509	1.1795348432023232	1.3238409266794016
gtf2e1	ENSDARG00000000542	1.201395982012892	1.3567593653332635	1.206056221997227	1.1872875352136558
slc1a4	ENSDARG00000000551	1.9385199055888251	1.9486408544938525	1.599582227066466	1.5145298280715944
ttn.1	ENSDARG00000000563	4.377990793308762	4.263666052833098	3.762537447263291	3.6462190774244125
znf281a	ENSDARG00000000567	1.432445475655773	1.4798374801821779	1.533040722574276	1.426517342756856
ell	ENSDARG00000000568	0.96839510453645	0.6936287369966737	0.9893576765669054	0.860187720117487
grasp	ENSDARG00000000588	0.24997181323775794	0.37510810881595313	0.9232466890144637	0.7275847825548134
dnah6	ENSDARG00000000606	0.6399166113017908	0.39395837272074263	0.420674321021738	0.36765693116288023
ptpn4a	ENSDARG00000000631	0.8234233835261118	0.8654673649551323	1.366115856316465	0.9835852193644385
opn1mw4	ENSDARG00000000638	-0.03968763968901121	-0.09538177872164763	-0.19799513533947616	-0.11630248400987374
osgepl1	ENSDARG00000000651	0.14622082409506404	0.18535104795406562	0.17934598115986475	0.21667093250279904
psmb9a	ENSDARG00000000656	0.13207189203768915	0.048436219028232405	0.09666906588844805	-0.011599697875570289
creg2	ENSDARG00000000666	0.7323796450911861	0.6842366651063625	0.9145209784518407	0.6924178073333795
sypl2b	ENSDARG00000000690	1.2476267540057036	1.0060220759307377	1.075262564954399	1.1004242593390927
daxx	ENSDARG00000000729	1.0071561248923047	0.8911699775767784	1.313898052754265	1.2484506510207174
slc6a22.1	ENSDARG00000000730	0.4827083797010229	0.48352616605164034	0.5831754540308711	0.6139230892972486
lcmt2	ENSDARG00000000747	0.37303222997168223	0.3902239163923967	0.6026193596621984	0.5727803502534491
znf511	ENSDARG00000000760	0.3816615014352186	0.2779828985308874	0.4408363324386404	0.5800673993956885
spi1b	ENSDARG00000000767	0.36167062255376886	0.3345854346748218	0.48464637788175746	0.3912400866508322
scfd1	ENSDARG00000000779	1.6377954678893085	1.6997454853926686	1.5879418911984802	1.7230247427486138
nr4a1	ENSDARG00000000796	0.8606569106860804	0.6620180304251588	0.47838555996499177	0.5398108506282223
rassf6	ENSDARG00000000804	1.4398742247944758	1.1540569770511346	0.8997768835343715	0.9333165139860465
telo2	ENSDARG00000000830	0.6117690461335126	0.6718514470941236	1.005678352305075	0.9993098709087185
snx9a	ENSDARG00000000837	0.7990313404687167	0.790300062749877	0.6062377488081694	0.5960983257751149
dstyk	ENSDARG00000000853	0.9187656337831573	0.8436364850287574	1.428153669431713	1.2869765864258829
mapk14a	ENSDARG00000000857	1.6000870962903748	1.2965946086149818	1.6936363953680655	1.6530240522922974
scrib	ENSDARG00000000861	2.203376071019189	1.7848328475435746	2.5282285356887306	2.2198494919404093
zgc:56699	ENSDARG00000000887	0.7776412308436038	0.5747281320378259	1.3325656319783736	1.3170069691264068
skap2	ENSDARG00000000906	0.22819393626479575	0.20202228939379266	0.3357653605485881	0.42120020039780715
unk	ENSDARG00000000935	0.8399467285511828	0.8527297470947133	0.8457412319217699	0.6168031045251936
dzip1	ENSDARG00000000943	0.861813455081445	0.9525543553362169	1.1874340069942393	1.1452303572019646
ncor2	ENSDARG00000000966	1.6473927949708909	1.7205738553160606	1.6279219261359552	1.4920912126649275
myh9b	ENSDARG00000001014	2.3193423352446736	1.6951396870022488	3.297120719186336	2.7492646500710456
znf384l	ENSDARG00000001015	1.8843590864879909	2.0427196092390796	1.4396652254650188	1.1361439492318188
bysl	ENSDARG00000001057	1.1750712301586974	0.9894665109038385	2.260561488805714	2.144664082392582
slc17a6a	ENSDARG00000001127	0.4716241044611672	0.7276650107352733	0.25384601673287865	0.2390591127420294
dicer1	ENSDARG00000001129	1.5115144175246453	1.5158943031480605	1.728605735128574	1.4160483584705406
