	GSM1831680	GSM1831675	GSM1831681	GSM1831683	GSM1831677	GSM1831676	GSM1831682	GSM1831679	GSM1831678	GSM1831684
ENSDARG00000000760	0.4730400043313717	0.11234715837651708	0.5548310104389945	0.45147224838981287	-0.08213101554209828	-0.04264152694192151	0.6590921441509527	-0.10160251772756626	0.2201369906017037	0.5291683689359508
ENSDARG00000000767	1.9124289275700963	1.6302648619705205	1.7457362410137376	2.019762936964734	1.1649873549605023	0.802559600754573	1.0690852694864836	1.2386888724580674	2.17502341943847	0.9824624771003909
ENSDARG00000000779	1.0150872056044156	1.0080068392140604	1.0554124965691227	1.032366565770976	1.0255884519469582	1.0384243323828697	0.877377959909608	1.085950387740972	0.9116501102073997	0.913757790988001
ENSDARG00000000796	-0.09627264467653059	1.718626693473586	-0.2010060946110287	-0.0538975173467188	1.7098767968962205	0.47174871679514874	0.08671760465956972	1.666342541133487	0.45637364914733236	0.04309941504504629
ENSDARG00000000853	0.29609224305239473	0.5101808854830348	0.23682317112098103	0.33378818010645483	0.4689973055484885	0.8171505169100237	0.3388392559544536	0.49928013992664666	0.40590894176154163	0.4079768213127546
ENSDARG00000000857	0.8335738089415627	0.6673474878858198	0.9389301314617975	0.9341098152294955	1.2955193168349441	0.6393646407274732	1.0470653971185229	0.9077411291231494	1.1419249662000628	0.8306336817488811
ENSDARG00000000861	-0.20665169069321593	-0.2068496600291065	-0.1780046341991706	-0.2692849662101601	-0.2491539361011304	-0.2255110958416204	-0.30549985414008907	-0.20462356565607506	-0.19652149708465158	-0.2716719707598074
ENSDARG00000000887	0.5940305891832849	0.6146691234796925	0.04970900722867538	1.3911021681118156	0.3964301867746126	0.3142185239967665	2.596978229605981	0.46793604354208046	1.115613183834526	2.5717720183629105
ENSDARG00000000935	0.20534022936511742	0.3367085420579621	0.12009701581113047	0.2254151240123971	0.01813050998427287	-0.003010140110443351	-0.008651961025845525	-0.06835477190384044	0.22971999195742981	0.0013527059821647623
ENSDARG00000000966	0.5942886360080372	0.4045103643654131	0.5685172368155236	0.5245644128136373	0.5475824230693258	0.4375384904579976	0.2263094758670739	0.49157449570126216	0.576189063971091	0.21587526533249474
ENSDARG00000001057	0.48352305055768463	0.6641551123439249	0.5625571795677133	0.5337397826693322	0.36521526870152304	0.774286828203057	0.5576187149422089	0.540100961252398	0.955435606247664	0.7472149407008397
ENSDARG00000001129	0.35350763321160633	0.8242053063590714	0.34206953492141545	0.3648200753889952	0.7973174990108554	0.6564708536339575	0.2743104304878832	0.6731712639129501	0.6620193492513676	0.14614977181149005
ENSDARG00000001162	1.2792245091074579	1.2056595126487033	1.2698219821512595	1.2698219821512595	1.4455847072083796	1.1504258037955388	1.252272795503119	1.2040670658074908	1.1644868633788978	1.1955269623141311
ENSDARG00000001169	0.3102307867408289	0.3449472509474856	0.34513922533416574	0.25827351738603677	0.40390411848156454	0.3827863614851493	0.37205707985952796	0.41641214710622954	0.27913518797565473	0.6031506319187231
ENSDARG00000001220	0.8691393593361183	1.0575498348533838	0.7942320529463833	0.8885266971201309	0.5282441919301745	0.902356836323436	0.48375217427593764	0.7252233685951216	0.9691163906283253	0.5074990385756092
ENSDARG00000001241	1.1474403072030366	1.4625021923492185	1.193377280510182	1.2668509571385669	1.3988378021010097	1.3760760291086034	1.2563223377713326	1.3945244094970264	1.5340466690882963	1.289491795378166
ENSDARG00000001244	0.6515152604288375	1.0528119105656348	0.7399345994006378	0.799453382504568	1.297345730847148	0.8319447122665411	0.5019242588458402	1.186520540177635	1.1050675658925557	0.4743812856043962
ENSDARG00000001303	1.3917852808245472	0.6046623199665748	1.1792142353873545	1.3380412515496585	0.7554357716048811	1.2347852751608683	0.4973118114556594	0.45019142470596035	1.410255061712351	0.5083848854630257
ENSDARG00000001313	0.3251493680583747	0.029206002104909534	0.30872116010401146	0.3449472509474856	-0.04276175851420448	0.0882591522664811	0.49840837756900086	0.03209124256070313	0.21396137034493057	0.5875408722411716
ENSDARG00000001431	-0.24286226405472763	1.6371417583034642	-0.21696946935342054	-0.21172379476094594	0.3708941864623336	0.25169139773209964	-0.07897604360113189	1.3498482705986279	1.2569072922494875	-0.14981294380294963
ENSDARG00000001442	-0.09148487506948752	-0.15408319025978523	-0.08742333681151687	-0.1539920459996226	0.030059056195068032	-0.18449957946985898	-0.07941343908919132	0.02380558975318684	-0.10042990285800357	-0.15096454620715993
ENSDARG00000001447	-0.20423321665333477	-0.2964315511543933	-0.18139286253400966	-0.19585517271952013	-0.17883913291780396	-0.21300715496154143	-0.17883913291780396	-0.21507959402993287	-0.22985091844670835	-0.17538410036528732
ENSDARG00000001557	0.21908024432119666	0.2215304613395616	0.36738899513412115	0.2515145547001868	0.6247822304918773	0.7437268803571189	0.4274152414753273	0.5362682360126488	0.6593694328406057	0.5482829623559626
ENSDARG00000001558	0.7324013252981417	0.4442709334932574	0.5217556407498719	0.7315351955660659	0.24845008345510805	0.30946318099603226	0.9199989971978442	0.4325408758476754	0.3697154680518107	0.9742243242214434
ENSDARG00000001578	1.7807921320087778	1.7153396009708501	1.6924943811363677	1.5836268326374654	1.7784100668229774	1.5809224994150637	1.6322470192814957	1.808909209721332	0.7105259007776189	1.5247638184879022
ENSDARG00000001686	-0.31796419477222304	-0.16622571808479206	-0.21938617232693364	-0.22195858059494858	-0.15465756163817432	-0.1311595771668328	-0.23730045261540117	-0.22666482680234157	-0.21369729853961017	-0.23379593707626084
ENSDARG00000001710	0.05965726677644524	0.19365253180336897	0.13556201269564158	0.24112179416996776	0.3384561967380495	0.06115643005914144	-0.04703568659215734	0.2134461578292231	0.0569881801292548	-0.029779486963841292
ENSDARG00000001721	-0.2926521053991701	-0.2833671876888107	-0.26246350538220387	-0.23347170776310489	-0.14008826187215256	-0.21898649418527621	-0.17371062465187984	-0.29577009923192105	-0.25062437332974585	-0.25074076562934017
ENSDARG00000001729	0.34687203012612855	0.4529599643184359	0.3336020506777403	0.2169375382836034	0.39787698798114046	0.573283001017383	0.32898883461317274	0.2940711686721105	0.5543609546065669	0.292985376724053
ENSDARG00000001733	0.16967791092899126	0.1841591752325565	0.4604533972993759	0.3173947375890944	0.3488334054123524	0.07804379393377953	0.13623583489050026	0.3050899646513709	0.2695232315994609	0.17035109584853786
ENSDARG00000001734	0.7272342404196799	1.0745269218882734	0.8708569072034913	0.587778828132567	0.9378386496086064	1.0218251194701742	0.6281188620587217	0.9214733800502061	0.6938027794338106	0.6368113925634463
ENSDARG00000001754	0.2693327613443231	0.07437781431507587	0.3445635187153573	0.4529599643184359	0.04003999758627318	0.12350533758677626	0.34266291274066063	0.24542674452332547	0.3554806473802572	0.44051525198778846
ENSDARG00000001767	0.47217889544329195	-0.09401150552404734	0.5052379517161865	0.4853059719590048	0.05059021631944181	-0.11423500943252327	0.6291470986215153	0.006552539439105259	0.10370684620688994	0.40511209575744506
ENSDARG00000001769	-0.24673376209071526	-0.239561409014508	-0.2904581204063485	-0.29106176164792386	-0.23336121298459922	-0.17668767561850007	-0.2088919731861833	-0.22592854509986363	-0.26259488133057857	-0.22477418821855688
ENSDARG00000001777	-0.20870215350053437	-0.11890614162859167	-0.18757428628815503	-0.17519495567759355	-0.17435946330557403	-0.16698143425419715	0.0068315217173306915	-0.25868165510857155	-0.18776208684328263	-0.0512324263009957
ENSDARG00000001782	0.488958163318313	0.18618900458347964	0.5534079012867804	0.376215541780898	0.5644832427799428	0.09675418054757522	0.0009359820730359561	0.05266370154466153	0.5407882444890026	0.18686962542786947
ENSDARG00000001803	-0.17295697862049147	-0.27605506642211736	-0.20948115881148083	-0.1911622325265055	-0.18375507760080245	-0.253881772849691	-0.23325539085208635	-0.2790291101210681	-0.20918918963149646	-0.19293534408361857
ENSDARG00000001804	0.502593521612523	0.7065745209592601	0.6133849777731004	0.3887805663563759	0.2819448165894262	0.5414979387731514	0.46537080434532013	0.5699467516437501	0.25715545751774077	0.7021428937871028
ENSDARG00000001807	0.025214067925766175	0.13049428987783046	-0.0013690164495171126	-0.08753448473053345	-0.052585914679950274	-0.009720318115941234	-0.13744172796299364	-0.0538975173467188	-0.07513042186841544	-0.13264339821111834
ENSDARG00000001825	-0.19632673170948464	-0.22175623608302583	-0.213795014275195	-0.18158058753693598	-0.20595950665759283	-0.1376492357196181	-0.2394528265386875	-0.16847859222421044	-0.21290753032069337	-0.20223170396095755
ENSDARG00000001829	0.07422904320862421	0.21203842598892045	0.1340844691669287	0.028615870971004168	0.18483908073847494	0.13623583489050026	-0.015755697618410194	0.11461949870858981	0.12139878138648572	-0.006781353445267934
ENSDARG00000001859	-0.22104624661050806	-0.286089405010466	-0.20184762174732976	-0.25647135729901654	-0.31108287761828424	-0.24780908013410582	-0.23819714036575473	-0.24793336284965506	-0.24555368466964347	-0.22195858059494858
ENSDARG00000001873	-0.13429762340584808	-0.15617323167753394	-0.1880457780426359	-0.00041892196523382244	-0.05062988686631636	-0.2123238556839902	0.2640072643990835	-0.24697386651932488	0.06086038089446461	0.39000821273083935
ENSDARG00000001879	-0.3128131350635164	-0.2550434478147658	-0.28107090023088244	-0.29908544359701744	-0.3892273127595982	-0.27986835498489293	-0.3613775906577727	-0.42972857764793587	-0.31223845430234304	-0.39723291701366426
ENSDARG00000001880	0.7335414895790385	0.7923904261480303	0.9160023422275104	0.6681413356551402	0.8072336148020902	0.7636719381809282	0.5461773415492374	1.020958979093607	0.449775224428873	0.6344820001083953
ENSDARG00000001888	0.04557840278848312	0.17407954331059866	0.026073397816167354	-0.03217441237116287	-0.00744868670872745	0.04441125491385114	-0.004500360871850134	0.011239846490260386	0.009565612661504143	-0.0034135879913818282
ENSDARG00000001889	0.45316986908171697	1.1380018484014742	1.1306590160292058	1.2265223938732621	1.3767462316661148	1.4812314929214174	0.07512552332183442	1.4440778301334563	0.9461756376878889	0.4533774041391183
ENSDARG00000001890	0.056697612827621285	-0.009449432963529928	0.09971634502136585	-0.05365679319056725	0.1012986066799627	0.060559799886376546	-0.03281685928599619	-0.0054272574732067164	0.07072294941249607	0.09109475424644782
ENSDARG00000001897	0.9408145418437467	1.0501620050728335	1.3217196194216985	1.0345259968613558	1.2105582363974048	0.9848747408556742	0.8920576236180566	1.251694715142777	1.0272345109356156	0.7883726842964197
ENSDARG00000001909	0.6742297021305483	1.23094960089578	1.0113398731502825	0.3595698411615026	1.811438754958511	1.6520283048836168	0.26123041786632534	2.3848706576913283	0.762205461683541	0.4304735364436598
ENSDARG00000001910	0.5019242588458402	0.9722742372528353	0.5628015060448279	0.3980708540416832	1.0754280198029376	1.0205392447482047	0.18686962542786947	0.9546791879590586	0.6109152997069935	0.09235263432701799
ENSDARG00000001913	-0.2883346648421687	-0.29709797711560304	-0.33528243319285467	-0.33015871715136913	-0.3032465675604187	-0.33094709317921234	-0.32023464010682584	-0.2491539361011304	-0.3416039136018503	-0.3075323977499708
ENSDARG00000001939	-0.2264552901359565	-0.24403008135464854	-0.22582719902541415	-0.25583022619970364	-0.2984162352526076	-0.2830101127698512	-0.19956370468190876	-0.18262870071269222	-0.28353936612484054	-0.24461809407028684
ENSDARG00000001940	1.2762177034229862	1.032366565770976	1.2680313367861251	1.2906742063586023	0.6951628932323345	0.9715093880738268	1.48534851915023	0.8606791739505313	0.9500205806031771	1.3995679514893435
ENSDARG00000001950	1.8892936616827194	2.4420118086641227	1.8459852879502625	1.8795161116954069	1.4694801489944702	1.546992128847812	1.1896590315086302	2.105434107892327	1.5592614576808816	1.2721431273862764
ENSDARG00000001953	0.09846964491631857	0.12334599242452494	0.05951598662726492	-0.02262793482166823	0.35760725599213017	0.03223915488981125	-0.03531215020951952	0.39101934348704126	0.6278561970529275	-0.056613588735348594
ENSDARG00000001969	-0.11555920449887844	-0.1547512171698095	-0.1968912339061823	-0.15171405114458975	-0.1911622325265055	-0.2384184489036516	-0.04483422225198761	-0.16057726431886693	-0.1146482329284822	-0.009449432963529928
ENSDARG00000001971	-0.18582151989510826	-0.20586524865731193	-0.1541761909764784	-0.21938617232693364	-0.27919757246333404	-0.2754100283032175	-0.23079942415032412	-0.2413812394885388	-0.17996479921103736	-0.2908609743652101
ENSDARG00000001975	1.3406563529202522	2.883644054986119	0.6370676114862506	0.9913215814970787	2.1443522811203994	2.3737627651476676	1.2325709452728995	2.2262377287694957	1.4758016751546688	1.3664828029086968
ENSDARG00000002002	0.2342999310056444	0.12106709606227405	0.27044938847074845	0.24845008345510805	0.0218213915386965	0.04543095418055072	0.27173781631817817	0.08271711538698891	0.046024190332455944	0.28829484893168594
ENSDARG00000002006	0.10003404869373697	0.28324152924083335	0.05102540660771683	0.023941185300273993	0.13853200832005239	0.18809684988075884	-0.028646272959738907	0.2619572990206473	0.08039230384039886	-0.004373113365811757
ENSDARG00000002013	1.320384003440018	1.7340413019599	1.039271822385554	0.9423387660337426	1.3959737451916028	1.4080712967988636	0.7733585446023148	1.4892886197930333	1.0294126233350083	0.7079919692061745
ENSDARG00000002016	0.7263776227617721	0.5224534955453443	0.6096516302198264	0.7536774833361601	0.6383495328215067	0.42618328883802437	1.1364964110657747	0.4432362604505596	0.6567332219442669	1.101781746941777
ENSDARG00000002020	0.37995472800727703	0.05281488516783303	0.2473918212039705	0.13556201269564158	0.30153005436049624	0.15445882338748004	0.12834950586690042	0.3585828429885518	0.09298655143474521	0.2081433649684408
ENSDARG00000002031	0.11831028687976777	-0.16238488677268398	0.10451697523517331	0.14349622886439398	0.3877445817054122	0.044991016906077284	0.4994860278594976	0.3117573991309703	0.11573363106643328	0.2500807206214194
ENSDARG00000002037	0.08794750034817111	0.3242029555100746	-0.019143562083079525	-0.0292670247029601	0.32326291760813924	0.301159079260088	0.025214067925766175	0.4955503000983156	0.17666066677001904	-0.02813865965564994
ENSDARG00000002082	0.38396448215876877	1.075875546001861	0.5498999024410245	0.6916244081626377	0.44072304650239413	0.951972941524796	0.5649638590043569	1.0306987152158609	0.7486957161268836	0.6355329992523374
ENSDARG00000002127	0.7286423077761309	0.6445295755573646	0.6662886234602227	0.6146691234796925	0.7945461535775413	0.6993424956470494	0.7745939664383232	0.7914570015996585	0.730645524553133	0.7007604802518982
ENSDARG00000002128	0.36190420666318085	0.27728180860742946	0.398474887996317	0.47893056336446366	0.4272034635621139	0.3062384655442782	0.5970159449288591	0.47763590118229066	0.3142185239967665	0.6820085660116486
ENSDARG00000002131	0.21802167819551152	-0.18328459103966194	-0.03319130587732112	0.06586584676900695	-0.19154146230194233	-0.11718766920894781	-0.060506187301405945	-0.2676556865654107	0.029916365652655326	-0.08920801266710983
ENSDARG00000002165	2.3764400281921585	1.8354421196664084	2.2969101979088293	2.3821307862444985	2.134359388325791	1.990067590646607	1.8265065088601387	1.9211452031401755	2.3242773606189933	1.8920657199973099
ENSDARG00000002168	0.645294967818048	0.7691240749071012	0.7982340866847173	0.6801305848395636	0.6169343871351032	0.6204685850645405	0.8794496889293444	0.6902751081811497	0.7297772751995807	0.76671298844705
ENSDARG00000002172	0.08686800156565905	-0.18356786133221936	-0.039307646929254814	-0.14615717297797517	-0.23509600729632127	-0.21340512402186	-0.1850548159496087	-0.21310385232118437	-0.18683389759074115	-0.14394269834372742
ENSDARG00000002174	0.5323533707233528	0.3585828429885518	0.5573874235085543	0.5282441919301745	0.3071902146469507	0.3170204210575992	0.43150811378751625	0.4002838042510771	0.41804006714691383	0.41743080534465243
ENSDARG00000002184	0.6252949928358442	0.6828074112124033	0.6736972078095855	0.7469303018376318	0.911303412644747	0.818740594343356	1.0234945173536572	0.8722279434010873	0.7886742506938811	0.9270301382942879
ENSDARG00000002190	0.6996349791651855	0.28829484893168594	0.730645524553133	0.6421746201739926	0.445327710057764	0.5984884300343767	0.6528070790219407	0.31459796365887216	0.5475824230693258	0.7633721322510829
ENSDARG00000002192	-0.11616663466501351	-0.1035167769352019	-0.2065485795744866	-0.2463807252328612	-0.2713731343389536	-0.20260845634969815	-0.12498855754504502	0.04880849522785486	-0.1912555593158751	-0.2320790267316472
ENSDARG00000002193	-0.25074076562934017	-0.25183902962051813	-0.2679450031779545	-0.22995751465085545	-0.21330409768926017	-0.289673522605435	-0.2594886924028448	-0.21103301398818944	-0.28947345806362107	-0.27785683750427176
ENSDARG00000002197	-0.13459769278030803	-0.23443997783511655	-0.2476869462515082	0.08101484310362483	-0.012330944356681457	-0.12519461510667335	0.8000538827765471	0.4455321342507897	-0.08676667977925108	0.770906216579401
ENSDARG00000002210	-0.05027671059479852	-0.07432435183536214	-0.030408457802997477	-0.0854369423666172	-0.08786389921573311	-0.08224007385548524	-0.1141299545070116	-0.10927624579001359	-0.07796965702169517	-0.022106471905140077
ENSDARG00000002213	-0.09854586127255086	-0.15739590745933613	-0.1359835273543611	-0.10958312421396907	-0.1883352440515651	-0.12678842362826814	-0.18440388688309756	-0.25961854018538355	0.14349622886439398	-0.20376565445945927
ENSDARG00000002215	0.6954266998259234	0.582235949922921	0.6869136085272067	0.74050775645689	0.9997536649997465	1.0058921117728692	1.0505991448491252	0.9370854906628637	0.9123383901493597	1.0845524645678457
ENSDARG00000002216	-0.09595442950656549	0.030779155912656293	-0.07694678337235773	-0.09171537185752744	-0.07683802891887588	-0.01927389641811672	-0.1533209315331085	0.016161058907604504	-0.11962046818200571	-0.11555920449887844
ENSDARG00000002217	0.026073397816167354	0.13639332894438286	0.021957581552447238	-0.047509668110952405	0.04150637442224322	0.09219329930386139	-0.1379472782694219	-0.005842151758433264	0.2323496012108998	-0.08764398063252932
ENSDARG00000002220	0.7917719307784878	0.4683691757234633	0.8549737690138977	0.8956445410825075	0.5454869432598121	0.5805297501903007	0.927416282026897	0.6044110942158559	0.6191921358844368	1.104126996046233
ENSDARG00000002230	-0.18524558725381135	-0.12194369989671953	-0.10751216725734505	-0.16744750509662376	-0.18591231502939706	-0.2048043669848625	-0.22707610629178446	-0.12174243299172618	-0.19480313168602656	-0.1967984668541346
ENSDARG00000002240	1.4188950391783965	1.416016433893962	1.1218865987892621	1.3537296954455702	0.9969182231523034	1.446328963336402	1.4261385181276351	0.8753341665645605	1.416016433893962	1.2528326265628176
ENSDARG00000002249	0.5819909673710462	0.8701823789422275	0.7312333998762609	0.43171230366923924	0.9059270421024124	0.7175996115969816	0.35818481291739696	0.998944075997413	0.36304514061847337	0.40818005157088744
ENSDARG00000002264	0.8031783142394288	0.9569853612492061	0.9258952074809925	0.6844686425835871	0.8303093687697255	1.0700008912671524	0.9753478277740946	0.9299992939894715	1.1464331551685756	0.9985364004514155
ENSDARG00000002271	0.7390829701555051	0.7598740595231428	0.6798641897116596	0.9296366156397616	0.4677234124674124	0.7507264507549447	1.8539007491378185	0.6355329992523374	0.9604570745078016	1.5315061769764162
ENSDARG00000002285	0.6494302849358125	-0.014030754736342833	0.6678732187611133	0.4944220459413377	0.2785857816794677	0.09626747295658263	0.4508410495173164	0.03960281127386836	0.49486338797455875	0.5550593799070568
ENSDARG00000002298	0.4381792895329467	0.9535316645834556	0.40089504267854925	0.8078883075501773	0.8596914981988649	1.2203888342520313	1.3815099374597746	0.5284712516934407	0.9909170315710248	1.5863895242528874
ENSDARG00000002304	0.5151494888647533	0.16492959391000891	0.5635177850003322	0.5999367502102739	0.0951842754554193	0.30134430655146205	1.1997178362470293	0.056845896173106376	0.7651750459520574	1.1629645564292157
ENSDARG00000002305	1.7087898383895996	1.9553293425438567	1.811438754958511	1.275064089900767	2.2130061275401185	2.16288056179075	1.7892657354965307	2.444984432642645	1.5289517567992987	1.8315443568957281
ENSDARG00000002330	-0.1292833958716618	-0.1413487009164266	-0.14384549095288127	-0.03855294110872752	-0.11330614633152164	-0.14855786705610213	0.5647233560058154	-0.1791266863901302	-0.041430248774768266	0.4826691903889746
ENSDARG00000002332	-0.20694841017853238	-0.15768645064918488	-0.16238488677268398	-0.17959712616186543	-0.1376492357196181	-0.1611408589342914	-0.10478823586822945	-0.07897604360113189	-0.14894431853706458	-0.11330614633152164
ENSDARG00000002336	0.6569864871037145	0.7096937751258501	0.8229136675874046	0.6375915280528228	0.4104178495834642	0.40511209575744506	0.19922428482351878	0.5115196800235366	0.48637740486268666	0.3689480374494962
ENSDARG00000002339	0.55459905996406	0.37302383790573274	0.6649726563670487	0.7451886737807302	0.3439874033427722	0.3881613697362317	0.7387875423638028	0.43671209443372994	0.5608997915176694	0.9566066516930936
ENSDARG00000002344	2.5684084655247164	2.742326706088331	2.5785871403215825	2.7117295845985194	2.7558933050054213	2.883644054986119	2.751305637521569	2.4153115180159084	3.1439158252289285	2.596978229605981
ENSDARG00000002347	-0.034554949870990684	-0.06323054656623092	-0.05111150384293818	0.05475222749748011	-0.10854972110270857	0.1898526393683152	1.53235485554792	-0.17052583995139906	0.05758519597685845	1.0440563227673425
ENSDARG00000002362	0.8418710872561466	0.5692199423283293	0.8849786266299722	0.7610372015099132	0.3560642750697449	0.34764512524754054	0.5680393877937924	0.5778587003865786	0.21871188748502854	0.5181183886143829
ENSDARG00000002365	0.42803205144137524	0.35741677505499403	0.2787712582112203	0.25679841585126895	0.12269732188088421	0.23663485663423606	0.31459796365887216	0.06997852959582564	0.5252553667643178	0.31966894323325123
