	GSM1831680	GSM1831675	GSM1831681	GSM1831683	GSM1831677	GSM1831676	GSM1831682	GSM1831679	GSM1831678	GSM1831684
ENSDARG00000000018	0.6036530114993783	0.4900355920936506	0.6779896446221324	0.6411441745194328	0.32974724316377835	0.40590894176154163	0.8110720751950531	0.3914163101158695	0.5858482276471095	0.7376183025806223
ENSDARG00000000019	0.6869136085272067	0.24845008345510805	0.8028752846839871	0.7914570015996585	0.3000445917603196	0.5882506107280902	0.8451690026238632	0.41166304218137717	0.16779127794529003	0.8705096263250115
ENSDARG00000000068	1.4343187366185175	1.7000216442661933	1.5247638184879022	1.3705664445596468	1.9297605554399033	1.512929641857394	1.0942544564904064	1.8227068376112596	1.4181488628649528	1.0610551909932489
ENSDARG00000000069	1.1891337083654332	0.7332539043191184	0.9326164149621885	1.0901115456064323	0.9091752783821586	0.7920862215294974	0.9941420246922693	0.9109548362941688	0.6869136085272067	1.04271345856406
ENSDARG00000000103	0.12949529249295547	0.6103916735679471	0.34018812944266247	0.1727418930233542	0.2661841862712304	0.5543609546065669	0.25679841585126895	0.3924196150275165	0.42036266188653826	0.2169375382836034
ENSDARG00000000151	0.12447825757930178	0.28676557047113144	0.10803359259860781	0.06283927162829811	0.24042502728326542	0.2785857816794677	0.05847307265569475	0.22953999815834983	0.11702810852972825	0.17666066677001904
ENSDARG00000000161	-0.28908491091715116	-0.2392286568736829	-0.19936982288730223	-0.31457636831025426	-0.17238704014152031	-0.26477324168818206	-0.301340142765569	-0.13665913619636158	-0.28646648180302114	-0.23628902398987242
ENSDARG00000000175	-0.20966868653922677	-0.020559366940909367	-0.17575709374774284	-0.2139876778096336	0.023516242059297143	-0.1114462065393399	-0.20918918963149646	-0.09691159505680272	-0.1266844212270823	-0.20586524865731193
ENSDARG00000000183	-0.008919511179805103	-0.08742333681151687	-0.1083404934481309	-0.07718105218739614	-0.16351584211946907	-0.09148487506948752	-0.054127678274057144	-0.11941824434930884	-0.1359835273543611	-0.0898673978567189
ENSDARG00000000229	-0.4027044828209016	-0.30524797512788016	-0.31859925284201895	-0.3639072380849123	-0.3116642808015633	-0.26662885690850335	-0.28927509751161407	-0.23068772662585774	-0.32023464010682584	-0.3506728630257382
ENSDARG00000000241	1.5154152290934317	1.0947086552835283	1.5818098563231175	1.4365740047240774	0.7895870218008059	0.7161952399045293	0.6822795932575962	0.7825291920853252	0.8532736116198173	0.8203681302788305
ENSDARG00000000380	-0.2999851898045067	-0.21360295284030034	-0.2420669540093785	-0.25299191147829136	-0.17500835716508994	-0.21448544201843428	-0.26562147061382546	-0.1986063774559282	-0.29908544359701744	-0.27671057990614056
ENSDARG00000000394	1.2403557418747533	1.203523942638659	1.181303535390975	1.2100166429641253	1.4820546330991353	1.248318598905772	1.115613183834526	1.3282164689485687	1.19233951697696	1.1434007607861307
ENSDARG00000000442	0.19176239152854507	0.37878280019319954	0.2632542374351588	0.5032497494062861	0.33436781344226707	0.14514287490095656	0.6734356570942699	0.34266291274066063	0.24024216991345881	0.7679090652014611
ENSDARG00000000460	0.17104068267542816	-0.27524558403681454	-0.07986535916752158	-0.1301856769524326	-0.2375222908026887	-0.028646272959738907	-0.23006634316417346	-0.20860503807357467	-0.16295270755115954	-0.2035696730505622
ENSDARG00000000476	-0.016019705525131357	-0.2227891708909731	-0.1078206877776223	-0.12194369989671953	-0.013772162222731293	-0.09444157433027589	0.08164271229920493	0.0539984278159996	-0.1024662013812514	0.03682229563955138
ENSDARG00000000489	0.7341262756410061	0.7533801110401713	0.7718189333587745	0.7156457943234062	0.2931711377579065	0.6871922800938421	0.6028991231818954	0.3693215592819121	0.5305076253981581	0.5863193668155533
ENSDARG00000000503	-0.2669214147792121	-0.26246350538220387	-0.18994383323457464	-0.2742977548171048	-0.19528208536605088	-0.29953964211994794	-0.3278145919028944	-0.24229523242241086	-0.25855400019444535	-0.32700827390666143
ENSDARG00000000516	0.01291463055449254	0.22065310030346302	0.05339789213748368	-0.0020451331719175438	0.11702810852972825	0.20117586378862967	-0.07785089015876864	0.3096545143674321	0.1040147412998127	-0.008789525294153198
ENSDARG00000000529	-0.010517260756501823	0.099413962990217	-0.021197954543394886	0.07467574197143244	0.18180178605610517	0.16157053596114943	0.04865663467397921	0.11526074116837802	0.07087430865114913	0.13230014976522475
ENSDARG00000000540	0.4533774041391183	0.3527237294333503	0.4883105119890582	0.4557307704279805	0.0874828859148722	0.08055012464245906	0.2973959995717017	0.2488256195757203	0.33903584814149035	0.41104137989380296
ENSDARG00000000551	-0.09326526545209544	-0.14278009813486073	-0.06263493243116088	-0.06893332027244606	-0.15228760745110712	-0.07627705081525404	-0.18487226175663046	-0.14884425043625749	0.034097984617005805	-0.05341477246179457
ENSDARG00000000568	0.5364915860794685	0.7551461211482788	0.5807667556545297	0.5201548958324334	0.6096516302198264	0.7657853389519472	0.7510117560073422	0.48960522944598656	0.7933117722635649	0.4131381078342481
ENSDARG00000000606	-0.0639265964837024	0.13230014976522475	-0.01927389641811672	-0.07582115404302506	0.20027840113300127	0.3320721620825767	-0.13164745155660926	0.2652632206908801	-0.010778048531123406	-0.08009147431792063
ENSDARG00000000631	0.7752121063621192	0.8590193574588333	0.724062875274923	0.7116661861046578	0.8197001966659958	0.7237724161643511	0.6419213987358996	0.796400964487853	0.913757790988001	0.6419213987358996
ENSDARG00000000638	-0.1214365244194399	0.02790234544563323	-0.11237813008660089	-0.12997987232071176	-0.005842151758433264	-0.10740410414153864	-0.16276544304692117	0.08701661999571787	-0.08997761681821856	-0.12618409380526116
ENSDARG00000000651	-0.10405750594999177	-0.15161677631315348	-0.13813412652558954	-0.17238704014152031	-0.16389247886958663	-0.1053046855137161	-0.11687212940106906	-0.16066896057047697	-0.13292901782685773	-0.15181306848424175
ENSDARG00000000656	0.9419498400184284	0.3287931018302952	0.5725823106034348	0.6910920174970787	0.40775949596557526	0.7819177906895747	0.09171828611168303	0.16829123232042403	0.8829027019512494	0.19176239152854507
ENSDARG00000000666	0.38554114099956605	0.6902751081811497	0.7004866281305	0.37720071956080753	0.7280760298272595	0.4342120380812409	0.23537544856924947	0.7551461211482788	0.5424358115658625	0.13293647402185377
ENSDARG00000000690	1.6332467156666162	0.6927032661235533	1.514630099654855	1.487697985239934	1.3726483991051124	0.6976420771699532	1.0831935065736333	0.8821985826488434	1.5967275021782128	0.9699122872171166
ENSDARG00000000729	-0.03319130587732112	-0.10916825030957171	-0.08864519949537797	-0.026233130373217166	-0.11195959427453604	0.031074493301891035	0.18330877286686695	-0.14470812147880646	0.11461949870858981	0.15360597761033085
