Gene	SRR1914395	SRR1914394	SRR1914393	SRR1914392
ENSDARG00000000001	0.4596897812062034	0.41564409742598596	0.5280397161520941	0.5080572346771772
ENSDARG00000000002	0.22530372981444843	0.2887199565127037	0.6218107026978054	0.5306858114306893
ENSDARG00000000018	1.3492012854645883	1.7827523947025998	1.2229591792467014	1.3032249212210467
ENSDARG00000000019	2.079308696103793	2.0145617006459813	1.878538136755475	1.8374982335097274
ENSDARG00000000068	0.5308119137843086	0.5705225575503908	1.007375525285329	0.9635892498866154
ENSDARG00000000069	1.9792641567637306	2.0533009741318757	2.0553184204501695	2.0216821094233994
ENSDARG00000000086	1.0603774195424784	0.994755143775667	1.495712095497184	0.9349784950092943
ENSDARG00000000103	2.386041096973406	2.43790382579217	2.8600394465698056	2.7787629761720725
ENSDARG00000000142	0.593575685126547	0.7841514858829675	0.36504065520635554	0.3903406167975016
ENSDARG00000000151	0.5786242868140026	0.5241844849293245	0.476080361233685	0.34177390347465525
ENSDARG00000000161	0.5725462483216537	0.661202096941606	0.3453694931059196	0.39541094783106234
ENSDARG00000000175	0.5491582490185105	0.34586168528348493	0.6695631514854934	0.6279234870108603
ENSDARG00000000183	0.6445271722205904	0.6396678397860225	0.7176505964907421	0.6615932527851488
ENSDARG00000000189	1.2402313121502204	1.292249889431322	0.8347025951049607	0.6912604340500815
ENSDARG00000000212	2.9686724738671257	2.8289135016954523	3.394145348003377	2.9901113546132887
ENSDARG00000000229	1.1127914186923968	1.0698141976188624	1.203821301216425	1.0363867795813055
ENSDARG00000000241	1.8769758535300565	1.928475040461635	1.3538318008270553	1.4766385929894512
ENSDARG00000000324	0.5421855594899984	0.642555730920569	0.6493280642506887	0.6486726829391962
ENSDARG00000000349	0.16461744537501602	0.15010954760476292	0.3216934620892038	0.3306026462996025
ENSDARG00000000369	0.3754797081065891	0.3540622431036	0.5338425795587162	0.5652660554030169
ENSDARG00000000370	1.1608616517879327	1.4932605190151527	1.473789964052245	1.1156845550708048
ENSDARG00000000380	0.13688840383908632	0.22094750063070814	0.4423743539091492	0.4815999142197914
ENSDARG00000000394	1.9765801652750254	2.2278224387166325	2.3907463362792347	2.555581643321712
ENSDARG00000000423	0.46450203229169157	0.4806325467626767	0.5500813729070615	0.5687944522713845
ENSDARG00000000442	1.6120226150281294	1.4835245917910123	1.6327253358167095	1.442729834088966
ENSDARG00000000460	-0.09229473169152497	-0.06787084639923643	-0.19810827193828007	-0.1182237240501473
ENSDARG00000000472	1.3924929112019928	1.3013367870880244	0.4999085158877562	0.7778662412393265
ENSDARG00000000474	-0.19473006962576014	-0.21578982813716663	-0.09776652963089835	-0.20487679410304563
ENSDARG00000000476	0.3190010783420707	0.3506946793229335	0.6347507345966474	0.6056077712335624
ENSDARG00000000489	1.2952911400736007	1.223261644819854	1.4062071382255772	1.7253310224710618
ENSDARG00000000503	1.9318251244958269	2.2397208347043156	1.0122535987898202	1.1012035514166796
ENSDARG00000000516	0.037544611900056146	0.07669912360937915	0.12170468205796012	0.09122728141190696
ENSDARG00000000529	0.6500776502224042	0.5685910917538739	0.9383117789659746	0.9748941475961448
ENSDARG00000000540	1.2400726102159418	1.3004942258294623	1.1794113366523402	1.32372210991638
