	GSM324905	GSM324904	GSM324903	GSM324906
ENSDARG00000000857	1.35209851262209	1.0749005662895401	1.2762182372598798	0.8482978762565409
ENSDARG00000000861	-0.0962514997572674	-0.0939658644645349	-0.14835059151860502	-0.0267124511697674
ENSDARG00000000887	0.19965171922558103	-0.119375636537791	0.0596039803000969	-0.20191304124767395
ENSDARG00000000935	0.12992601863352699	0.7014897429008721	-0.0389285272616279	-0.0775539520811047
ENSDARG00000000966	0.22647489859738398	0.650500463362694	0.547553774674128	0.6221585190978199
ENSDARG00000001057	1.63720919829738	0.272804872148837	1.33758821892907	1.8811166836604598
ENSDARG00000001129	0.45019324303575603	-0.227228402104651	0.654292172913953	-0.199318754572093
ENSDARG00000001162	1.73342356464622	1.47735929518576	1.66036703007936	0.731761062262209
ENSDARG00000001169	-0.0563017725601744	1.0264596754401198	0.196097788720349	0.0572898931671512
ENSDARG00000001220	0.9416953269081401	0.48575010375542604	0.800830107025581	1.02481715562849
ENSDARG00000001241	1.27337307396744	1.3239355851093	0.9269555428915699	1.59553334832151
ENSDARG00000001244	1.37029231085349	1.5830402711199099	1.34007747322442	1.3716149128808102
ENSDARG00000001303	1.08443261628169	1.13926492360872	0.9603679867453492	1.1887872849849799
ENSDARG00000001313	-0.0354938527616279	-0.13190471416976698	-0.0019302828845930199	0.135328669059012
ENSDARG00000001431	-0.179184193126357	-0.15036889598575598	0.11252615398866302	-0.110822883545349
ENSDARG00000001442	-0.0986473816116279	0.00218277076017442	0.007356048174418609	0.592051129131977
ENSDARG00000001447	-0.253238713718605	-0.325263953622674	-0.263615453620349	-0.22822044680814002
ENSDARG00000001557	0.19242092348469	0.425841667423353	0.513538573692442	0.479796901279942
ENSDARG00000001558	0.255244202622674	0.321240418568023	0.6094035515901159	0.396720715609012
ENSDARG00000001578	1.6832841203385702	1.14069533225669	0.925160864704651	1.3172672286447702
ENSDARG00000001686	-0.0758266070697674	-0.239954912511047	-0.21713471505348803	-0.0925897340581395
ENSDARG00000001710	-0.25517784207558103	-0.10410743739593	0.24472474618972898	-0.0530109810954942
ENSDARG00000001721	-0.19264294954845	-0.260233072815988	-0.21981872515203502	-0.13740880357965102
ENSDARG00000001729	-0.00245433089156977	0.105572109979942	0.5700966671552329	0.263374119697093
ENSDARG00000001733	-0.22834612648314004	0.38957892465000005	0.638685958992733	0.428825966052907
ENSDARG00000001734	0.0178666267328488	-0.0555129036973837	0.17343951523532	0.449165439831686
ENSDARG00000001754	0.345862571494186	-0.125797410763953	0.041456953699031	0.60124395057093
ENSDARG00000001767	0.180054992768459	-0.161383508252326	-0.23652673583314002	0.6411902827447671
ENSDARG00000001769	-0.17023128929418602	-0.0489822461122093	-0.18241634866366302	-0.16628909627282001
ENSDARG00000001777	-0.114772676073256	-0.174768711843023	0.11143547440232598	-0.19345792699738398
ENSDARG00000001782	1.0100129795383699	0.49741517487848796	0.6113003293287789	0.6327469149551359
ENSDARG00000001803	0.460035220649709	0.676267724930039	0.517417331401744	0.758053347214535
ENSDARG00000001804	0.427628496881395	0.9693871970933141	0.734564094328779	0.620243376425291
ENSDARG00000001807	0.28395949649186	-0.00628230487790698	-0.0491033298972868	0.453462262350581
ENSDARG00000001825	0.07517216691918599	0.0878463285447674	0.0654099797813372	0.165876377291279
ENSDARG00000001829	0.561820975712209	0.312446249665116	0.21186506999564003	0.5417021982609009
ENSDARG00000001859	-0.146293946825581	-0.22463910364113399	-0.173876403997529	-0.13975723139854698
ENSDARG00000001873	-0.10257580707063998	0.46894071044186	0.606771704294477	-0.0995695546232558
ENSDARG00000001879	-0.267169152030814	-0.25419606162005803	-0.39151533455872106	-0.333904094382849
ENSDARG00000001880	0.3907427635110471	0.601480427467926	0.852147968582558	0.124397795511628
ENSDARG00000001888	0.295056308110271	0.33096295699185996	0.410098633399128	0.32868704971860496
ENSDARG00000001889	-0.0400095260257752	0.7506163784691859	1.43054097505378	-0.058003058515407005
ENSDARG00000001890	-0.15961281510959302	-0.132103477650727	0.638944281715116	0.0889186110723837
ENSDARG00000001897	0.7537406375348841	0.621913562880523	0.4714452249279071	0.353985307174709
ENSDARG00000001909	-0.240933419611337	1.3800272613017401	1.5540338887639498	-0.31342515222151196
ENSDARG00000001910	-0.111937703248547	0.50795934518814	0.8422403597180229	-0.21166048805988397
ENSDARG00000001913	-0.22796931228924397	-0.371186971013663	-0.320965887828198	-0.26344114729651197
ENSDARG00000001939	-0.04642161469418599	-0.0922715190988372	-0.128950872530523	0.0451137248959302
ENSDARG00000001940	0.964474128	1.50597119572326	0.7087454693078491	1.22170413065174
ENSDARG00000001950	0.885105463184302	1.29999237745756	0.9770300745941859	0.7972343736543609
ENSDARG00000001953	0.51591130857093	1.1018478792404098	1.19277311898605	-0.204642311361337
ENSDARG00000001969	-0.10330696142383698	-0.0612439703002907	-0.17228991818168599	-0.16531600075116298
ENSDARG00000001971	-0.0161847296051357	0.30768759298314	0.416443895180814	0.0694788347930233
ENSDARG00000001975	0.38687014839912803	1.6862382283043602	2.26303020084884	0.38069337128982594
ENSDARG00000002002	0.387440964468605	-0.0609150713305232	0.427231906409302	0.130895199248837
ENSDARG00000002006	0.557764503513953	0.30289933574157	0.28689561137674396	0.5707809747052329
ENSDARG00000002013	0.285782100261047	0.20593870681434098	0.44385901081685997	-0.000797341160174419
ENSDARG00000002016	0.741586357109593	0.586375952857558	0.9456742475703491	0.604129770643023
ENSDARG00000002020	0.261787449273304	0.0333085157151163	0.71800195102907	0.766079569438081
ENSDARG00000002031	-0.0519886072412791	-0.168660595748837	0.14524783968110502	0.470606340456395
ENSDARG00000002037	0.27368713474389494	0.33526066242616304	0.23357794166298396	-0.133760874710465
ENSDARG00000002082	0.37393886941317794	0.4622846961965121	0.45141726783953495	0.629527845262306
ENSDARG00000002127	1.3190831503598799	1.40694857532849	1.1609214617313999	0.663429714524709
ENSDARG00000002128	0.5687178352534878	0.6144056022146321	0.7114563922840121	0.47560779028565897
ENSDARG00000002131	1.0982405327552298	0.8800979844540698	0.42564009776860495	1.2075691333366299
ENSDARG00000002165	2.4579302248517405	2.08839307408198	2.1044563231564	2.5825037946424403
ENSDARG00000002168	0.8570293803095931	1.0084281247439	0.6359339434589151	1.33193988347936
ENSDARG00000002172	0.342884112402326	0.0201385003651163	0.242259481369302	0.320154239735756
ENSDARG00000002174	1.5692636458813998	-0.0860325505485465	0.782670872470639	0.8531331406619191
ENSDARG00000002184	0.4385715587958329	0.480018348989729	0.29088164691441903	1.0551634128439
ENSDARG00000002190	0.532760310354942	1.29594958445669	1.27794336358983	0.570323136347577
ENSDARG00000002192	-0.19150107427965102	-0.15135529478343	-0.20452718468837197	-0.144345645623256
ENSDARG00000002193	-0.0417614005700581	-0.0734534765889535	0.0465293984116279	0.12032402807558099
ENSDARG00000002197	-0.21737200853197697	-0.209407965693605	-0.22685945217383702	-0.22772302567907002
ENSDARG00000002210	0.282869842763953	0.0479152085590116	0.0500437321406977	0.23357794166298396
ENSDARG00000002213	0.0544434002081395	-0.24191162589360501	-0.290500522049419	-0.21783415229941896
ENSDARG00000002215	0.672400699845058	2.14218615473314	2.1616492030613	0.7927022652578491
ENSDARG00000002216	0.15803128081133702	-0.18727326831191898	-0.0804588615096899	0.30786823996907
ENSDARG00000002217	0.656552380329554	0.00127351131337209	0.210494050015988	0.154595689371221
ENSDARG00000002220	0.50795934518814	0.502594732845058	0.6103494052645351	-0.0864560386235465
ENSDARG00000002230	-0.0967701814241279	-0.0426984026744186	-0.183005665434012	0.125012887089244
ENSDARG00000002240	1.5623956012491298	0.95078622040969	1.09737762450581	1.4796179368686
ENSDARG00000002249	0.573824471778391	0.47332700044185994	0.140738872246221	0.7120136243468019
ENSDARG00000002264	0.9489767045738371	0.583992397320349	1.0632296706564	0.9156865776159879
ENSDARG00000002271	1.67419733783653	2.36940379199419	2.3047168611889504	1.67919938437907
ENSDARG00000002285	0.161947333068605	0.214104568454215	0.0825863470031977	-0.0725724059741279
ENSDARG00000002298	0.8340246612052329	1.09603184716996	1.3070866691383702	0.39769711756579496
ENSDARG00000002304	0.11081687605532901	-0.15479334124360503	0.34868843923575604	-0.0059088242470930205
ENSDARG00000002305	0.993522520217442	0.796926016728779	0.686412974388663	1.09513046847907
ENSDARG00000002330	0.21376037974549397	-0.0683882957814922	-0.0806716775122093	0.201005506317151
ENSDARG00000002332	-0.112439006110465	0.13690860623430198	0.319439893366802	-0.134350960362209
ENSDARG00000002336	-0.0918491432819768	0.219388222910465	0.0931302433151163	-0.20049924587848802
ENSDARG00000002339	0.49123538483110496	0.7571965911779069	0.464143668742733	0.5083972098761629
ENSDARG00000002344	2.27215139068023	2.7489561790755803	2.8321183953023303	2.40677894385756
ENSDARG00000002347	-0.0892273962255814	-0.141610586942054	-0.0124307642255814	-0.0294886415014535
ENSDARG00000002362	0.171781734661192	0.8390671229768408	0.851815685517442	0.8148292282505809
ENSDARG00000002365	0.170297773941182	0.162433121044574	0.248713311577326	0.17672310708023298
ENSDARG00000002369	2.10268490762151	3.3639290311802297	3.2288874751511605	2.23195142884302
ENSDARG00000002391	-0.29791618810465104	1.38867706759448	1.1336301468323602	-0.266987543488953
ENSDARG00000002396	0.948615840686628	0.560686886552907	0.312263226936047	0.719070112218605
ENSDARG00000002401	1.00802656592209	1.15895141332965	1.21641099949128	0.0950819599034884
ENSDARG00000002402	0.618051683034884	0.0880014141186047	0.17441579283662803	-0.19493080984263603
ENSDARG00000002403	0.272804872148837	-0.153603868307267	0.139949802622674	-0.11304482359651198
ENSDARG00000002406	-0.158814319998837	-0.231788891755911	-0.1900517851625	-0.12125534287499999
ENSDARG00000002411	0.293231182674419	0.0946274263346899	-0.0383357260726744	0.402395189709205
ENSDARG00000002467	0.0489155240197674	1.15944849914186	0.057874254777374	0.769840141675
ENSDARG00000002479	-0.10838638309186001	-0.203097807225	-0.21346293455726698	-0.124224629551744
ENSDARG00000002487	1.14020972473285	0.7832564529680229	0.560686886552907	0.607250463444186
ENSDARG00000002506	0.8721329550744191	1.11187535002151	1.00254362627674	1.1781533342651203
ENSDARG00000002523	1.09423732023866	0.718801497825581	0.9766428939703491	1.06237285374767
ENSDARG00000002536	0.9581143922747091	0.5453104022016471	0.7120136243468019	0.85410785521657
ENSDARG00000002538	0.42303896690552295	-0.0091870645005814	0.40436298123527104	0.607486887457558
ENSDARG00000002546	-0.068613578325	-0.0991568559322674	-0.0865610133895349	-0.0487502059982558
ENSDARG00000002549	0.8505327362151159	0.6619222870607561	0.327751842123837	0.7528846537371121
ENSDARG00000002552	1.17567237746928	0.44098983477170506	0.826158288476163	0.8422403597180229
ENSDARG00000002576	-0.276302054401163	-0.238432322998256	-0.270879456768023	-0.240933419611337
ENSDARG00000002582	0.11828347480625	-0.15803659802732598	-0.16638698101017402	-0.0212299797781008
ENSDARG00000002587	0.43918119021337204	0.420037181360465	0.268890018815698	-0.07626435895
ENSDARG00000002591	1.2410994897939	0.696182312882413	0.8447893976343019	1.0196208687694799
ENSDARG00000002597	0.313561060342442	-0.0951178284892442	-0.09291410750765501	0.0244712781151163
ENSDARG00000002601	0.28323456839835304	0.20710269174011603	-0.128353860162791	0.0300208643703488
ENSDARG00000002613	0.886764561827326	0.36554238242238396	0.50795934518814	0.702542481074128
ENSDARG00000002635	-0.13249411578982598	-0.20639312546085298	0.00503039876686046	-0.0597024963994186
ENSDARG00000002642	0.28015354632897305	-0.15350331246279098	-0.16000914907616298	-0.00527843462180232
ENSDARG00000002644	0.08049841593168598	0.47643575902189894	1.05174589183314	0.0487762971130814
ENSDARG00000002656	0.16129538590842998	0.10711929949680198	0.18589807014825602	0.37952361516376004
ENSDARG00000002659	1.34007747322442	1.68021390656773	1.3112926914532	0.6856229271561051
ENSDARG00000002663	2.32409813849419	2.6741210642577498	2.20229327228488	2.28813164030814
ENSDARG00000002682	0.0132277971450581	0.0896609487281977	-0.319948429670349	0.125801812899128
ENSDARG00000002690	-0.15223666795261598	-0.0901685960804264	0.3034339153125	0.9068817334616279
ENSDARG00000002696	-0.0302092292197674	-0.182211534133721	-0.23788206224709302	-0.158324375116279
ENSDARG00000002710	2.6144976035697702	2.41784867300291	2.28813164030814	2.63221197973256
ENSDARG00000002720	0.912441658282752	0.384185107441279	0.526550366378682	0.382247053743023
ENSDARG00000002731	-0.135234779701017	-0.161584286828779	-0.236796228855814	-0.131613850929942
ENSDARG00000002732	0.139788730411628	0.215296310696948	-0.248922731230233	-0.26041068206453505
ENSDARG00000002745	1.33011562272297	2.0517547320261595	1.82860129961076	1.2762182372598798
ENSDARG00000002748	0.6038893930171509	0.246637386032946	0.234633162015988	0.636437100890359
ENSDARG00000002750	-0.0905863212912791	-0.0350116293325581	-0.0891197696973837	0.0130998674837209
ENSDARG00000002754	0.8384209419203491	0.845107062563953	-0.0441020614002907	1.22976044142791
ENSDARG00000002758	1.240016871	0.8874454586305229	0.8962358808421509	1.1182378608482602
ENSDARG00000002768	-0.20761546348473803	-0.259534754945349	-0.256506410484302	-0.153310540204651
ENSDARG00000002779	-0.14844807762596898	-0.23076437489593	-0.21368524741220898	-0.0802403512145349
ENSDARG00000002787	0.0431488457706395	-0.020015958777906996	0.175397909922093	0.17822847369651199
ENSDARG00000002790	2.04336350774593	1.87714770488023	1.691231057275	1.71102926600407
ENSDARG00000002792	0.0352285852026163	0.260355461805523	0.644969617481977	0.0221601468546512
ENSDARG00000002795	0.258241104512209	0.413442760305669	0.265477178095494	-0.0265893418159884
ENSDARG00000002798	0.263024546774564	-0.0747525920590116	-0.157353297677616	0.10913568590843
ENSDARG00000002826	0.40792545466017405	0.267811592882558	0.222640914254651	0.13850958819441903
ENSDARG00000002830	0.7020233435698641	0.168991546763663	0.152650833558721	0.619997900799419
ENSDARG00000002877	1.0568432962988399	0.7709930618119191	1.07621042492384	0.781791638540988
ENSDARG00000002880	0.599835026439438	-0.12805827978197698	0.567796112444186	-0.0297345500229651
ENSDARG00000002894	0.24050946304680199	0.18556582786860498	0.484242779842733	0.475817993736531
ENSDARG00000002897	1.16974992909709	0.861633050403198	0.898974854426744	0.96900543400407
ENSDARG00000002909	-0.14756547711337198	0.877460323880814	0.5318774119598839	-0.10879606383469001
ENSDARG00000002912	0.4978492156555229	0.201347482698062	0.6192718037744189	0.5941575936188951
ENSDARG00000002933	-0.10544005180813999	-0.12962927073168598	-0.0680543025334302	-0.0385740449982558
ENSDARG00000002937	0.23930671826482602	0.0913287296447674	0.0545866146501938	0.25699857059883696
ENSDARG00000002945	0.0297535838912791	-0.00540590070465116	0.114846596410465	0.39439416071540706
ENSDARG00000002949	1.10730338173198	0.9170958978447671	1.03136033253779	0.905189470119767
ENSDARG00000002952	0.172277989466279	-0.0697122605639535	-0.0528983042200581	0.00696997940794574
ENSDARG00000002967	1.6862382283043602	1.93356343009302	1.68923029495552	0.823381799975
ENSDARG00000002970	1.2249483137127901	0.8489340074447671	0.85933016972093	0.9420556440116279
ENSDARG00000002971	0.5036785630854651	-0.15321851097790698	-0.0729058010465116	-0.0998798532107558
ENSDARG00000002986	0.0385162019622093	-0.152930313506395	0.0380977437860465	0.00218277076017442
ENSDARG00000002991	0.580733780490407	0.5314314389316861	-0.0899669745784884	1.3954088953496102
ENSDARG00000002994	-0.19638953467092998	1.00449747362762	0.243662254109302	-0.14511688503662803
ENSDARG00000003008	0.38126985733488394	-0.00667164413023256	0.0704940327533721	0.377221295701163
ENSDARG00000003017	2.8615069948469003	2.93552060553043	2.84162420742355	2.8176378035407
ENSDARG00000003020	-0.0574406525075581	-0.124320723227326	-0.138566430953488	-0.18840037919622102
ENSDARG00000003027	0.5314314389316861	0.0503324642657946	-0.0497978349802326	0.537667770505233
ENSDARG00000003032	3.2288874751511605	2.7190357842064	2.7400660215736403	3.19324668331977
ENSDARG00000003035	1.01402649002558	0.826462259406977	0.64570526689593	0.895212970980233
ENSDARG00000003058	1.05089858239787	1.12844249745698	1.5027885784575599	-0.283954271065698
ENSDARG00000003061	-0.333205447726453	-0.324704187840698	-0.165124602480039	-0.22221318873217102
ENSDARG00000003081	0.0387928324311047	-0.15784257744825597	0.21290133318459303	0.0430119360254845
ENSDARG00000003087	0.0567220966174419	0.172610903397384	0.21598725198284902	0.34868843923575604
ENSDARG00000003090	-0.0346496761037791	-0.11385721733372099	-0.24981027187558102	-0.16846154268217098
ENSDARG00000003091	-0.30432582550377896	0.690651242542442	0.8741333912255809	-0.255500759170058
ENSDARG00000003098	0.406542378503198	0.7452482128319771	0.744401683827229	0.571236621682558
ENSDARG00000003127	0.593460181850388	0.9402386541362401	1.16728914884506	0.500432618586919
ENSDARG00000003142	0.0890699376854651	0.9153192750947671	0.5180746646560079	0.289608058717442
ENSDARG00000003151	1.8758404290761599	1.7689906850781998	2.12131507820349	1.9451076668604699
ENSDARG00000003153	1.15845485523488	-0.21690753435465102	0.95116287225	0.679090310951744
ENSDARG00000003165	0.19811074657558103	0.46394851327248104	0.24645640644229602	0.104160746425291
ENSDARG00000003167	0.528092313850291	-0.0181676512732558	0.681702446033333	0.6000694147505811
ENSDARG00000003169	0.17211286353197697	0.323864220737209	0.15167987891395301	0.0102402198639535
ENSDARG00000003175	0.18807907830784898	0.134549938069186	-0.000797341160174419	0.14748488557587197
ENSDARG00000003181	0.11546001070513601	0.424044571850872	0.247673592784302	0.12976982586094998
ENSDARG00000003189	0.7044297987872091	0.6667439588023261	0.693036975792539	0.6657107304206391
ENSDARG00000003193	-0.13445218651657	1.3793774754563999	1.71207105663953	-0.25011636122761605
ENSDARG00000003200	0.0479152085590116	0.121577951634399	0.271557256927907	0.20254019925620198
ENSDARG00000003205	0.751735135707267	-0.0176819799857558	0.476847399075872	0.3932523256511629
ENSDARG00000003206	1.00606560645097	0.542820771814826	0.612509488126163	0.495263911759884
ENSDARG00000003208	-0.0258531650867248	-0.131105254289099	-0.22197007516104697	-0.0178051336955426
ENSDARG00000003213	0.301443487432209	0.860627949440116	0.362712086681105	0.776506307831105
ENSDARG00000003216	0.41106596212238394	1.58046250594816	2.02029552401744	0.42164114424302296
ENSDARG00000003217	0.943131775130814	-0.0865610133895349	-0.0786359136555232	0.24960237528575602
ENSDARG00000003235	0.575414978705039	0.20457650830290697	0.594626799759205	-0.29890145971075605
ENSDARG00000003251	-0.0124307642255814	-0.0815416727104651	-0.14444170342907	-0.0202624451883721
ENSDARG00000003257	-0.107165584780039	0.43429226065901205	0.45713800727655	0.926245234292733
ENSDARG00000003259	-0.369443470025581	-0.00867876370813953	0.200162696478682	-0.221130012824419
ENSDARG00000003269	-0.186754502475581	-0.3414579306197669	-0.275863794931977	-0.288330726704651
ENSDARG00000003270	1.3611871488630802	0.79934864830814	0.5539150755885661	1.18066066662471
ENSDARG00000003281	0.939132010134787	0.26406957278023296	0.923420880735465	1.47356567727267
ENSDARG00000003287	0.333200072847093	0.307137161499709	0.34140286804796505	0.7012080815086239
ENSDARG00000003293	-0.262716428099419	-0.211434360570659	-0.325263953622674	-0.367747346371512
ENSDARG00000003307	1.10006222384331	0.5209206963863371	1.34510432766744	0.948615840686628
ENSDARG00000003308	0.9323235528901159	0.629785239364244	0.790592265518605	1.0568432962988399
ENSDARG00000003311	0.671366586040504	0.523070750859302	0.8761346191203492	1.01641269162965
ENSDARG00000003373	0.750892669924128	0.596290728389147	0.0142972108732558	-0.298249748217442
ENSDARG00000003375	0.0693315049468023	1.2666247552936	1.27908125068605	0.35360029209292604
ENSDARG00000003382	0.6626677140081401	0.802909937900291	0.5491362126354651	0.708187410107267
ENSDARG00000003383	-0.251035589194767	0.13485378506686	-0.369443470025581	0.49676048912819804
ENSDARG00000003399	0.10572918512945699	-0.0354938527616279	-0.009568773813275191	0.0312578081616279
ENSDARG00000003411	0.0313881983139535	-0.0758266070697674	0.5446488246828489	0.0229621970883721
ENSDARG00000003429	2.25172181414535	2.38515749393605	2.5791638059476703	1.962675394775
ENSDARG00000003449	0.33096295699185996	0.0593161576514535	0.0204079753168605	0.3034339153125
ENSDARG00000003462	0.0138907133575581	-0.0522156665924419	-0.13081216133895301	0.581900830174419
ENSDARG00000003469	-0.0815416727104651	-0.0889078041334302	-0.10206319715988399	-0.11405980567325599
ENSDARG00000003486	1.6852607649040703	1.2394517469258701	1.60440445805727	1.52433431018895
ENSDARG00000003487	0.729274903446512	0.7566073555206401	0.900349579693023	1.04010941895145
ENSDARG00000003495	0.851168753676163	0.8531331406619191	0.519180042513372	0.862908545418023
ENSDARG00000003512	0.508829991661046	0.470404701088372	0.46373971976424394	0.9671247345247092
ENSDARG00000003520	0.5854324444139529	0.8172721073866279	0.7240270601720931	0.28670372682674394
ENSDARG00000003526	1.59911350248081	1.2471316513218	1.3954088953496102	1.41719882021182
ENSDARG00000003527	0.8059407600014541	0.6522647800327521	0.53722428229845	0.605812555767442
ENSDARG00000003531	2.3047168611889504	1.98232691488372	2.33156899904419	1.9672734594127899
ENSDARG00000003564	1.21324959516395	0.955183484122965	0.461258667903004	1.1411858731918603
ENSDARG00000003570	1.38932649727035	0.999387352335271	1.2276200565505802	1.40147185396483
ENSDARG00000003573	1.1531052004148301	1.5332848777645298	0.708454688886919	0.891806580119767
ENSDARG00000003592	1.10639925265349	0.49698383107281996	0.0037407394790697703	1.1059317017593
ENSDARG00000003599	3.66276588061919	3.7351721756889504	3.70141627790698	3.7787340101133697
ENSDARG00000003607	0.634207942825581	0.5880445770694771	0.7870313258505809	0.8671759749430229
ENSDARG00000003631	-0.0902751199421512	-0.11213629310348801	-0.0603637606034884	-0.0289950310795543
ENSDARG00000003641	1.09154493449302	1.5937127992331397	1.47207478131163	0.9716769236709302
ENSDARG00000003642	0.624369300847674	0.42743629350416706	0.11608018338662801	0.5854324444139529
ENSDARG00000003655	-0.0407131482965116	0.7412917856363371	0.10494682077374	0.12485652686792599
ENSDARG00000003675	0.17425938604651198	0.618296989005523	1.11551550793154	1.21433714729099
ENSDARG00000003680	-0.0804588615096899	-0.18932880400494198	-0.24149473381598802	-0.177663266579651
ENSDARG00000003681	0.8996769585034878	1.35790520669244	1.5423116151982599	0.7753621679296508
ENSDARG00000003693	1.66036703007936	1.69858085683808	1.6632509659011598	1.8971796748674399
ENSDARG00000003695	0.27512537191657	0.32663811973081397	0.37335774950959294	0.0379610449090116
ENSDARG00000003697	0.10035802131627901	0.529649951606831	0.167342466694186	0.20457650830290697
ENSDARG00000003701	1.27450587980959	-0.10879606383469001	-0.0103147184436047	1.45340312102965
ENSDARG00000003705	2.0568477010523303	3.7865431468837203	3.59493603936047	2.07594667150087
ENSDARG00000003706	-0.0854990404962209	-0.274775319645349	-0.260925696531977	-0.14824940026511602
ENSDARG00000003732	-0.13366823667732597	0.49357354413342996	-0.14366696979593	-0.138968258146802
ENSDARG00000003751	0.8694442786616279	0.300159919204651	1.7057977645273301	1.19427290668983
ENSDARG00000003754	2.1287410039302297	0.698022959191279	1.04218706557064	2.1735513993837197
ENSDARG00000003757	0.7449581463845929	0.773621755043605	0.667508728803198	0.539445858959884
ENSDARG00000003769	0.579114473111919	0.4629137949444771	0.272621140149128	0.304723487074709
ENSDARG00000003776	1.5365245587683098	1.18472947541744	1.1702444222680202	1.22225927572355
ENSDARG00000003779	0.190245199120543	-0.130323786493023	-0.0242705387601744	0.23010872224098802
ENSDARG00000003789	0.644708638337209	0.6441932853627911	0.15590053082722902	1.10410094212926
ENSDARG00000003795	2.46974437946512	1.3630636266514502	1.62300922546471	2.3567061499709303
ENSDARG00000003803	-0.25834018113372104	-0.29021507351395304	-0.348770966356977	-0.262716428099419
ENSDARG00000003808	-0.0385740449982558	0.0448362699511628	0.535657545643605	0.5561748664331401
ENSDARG00000003811	-0.0286275853290698	0.515270450003295	0.41704545346191896	0.0335756307517442
ENSDARG00000003818	0.751449729672965	0.806866298352907	0.919237462264535	1.454171851875
ENSDARG00000003820	1.04095575538169	1.76334965659157	1.5692636458813998	0.79359551610407
ENSDARG00000003827	0.389973341913081	-0.14219883902441902	-0.122642511418605	-0.122346205862984
ENSDARG00000003829	0.10157799583052302	0.0630531425052326	0.29541864942674395	0.11546001070513601
ENSDARG00000003835	0.277814929218702	0.495471687149419	0.521774301439826	0.272804872148837
ENSDARG00000003841	0.6580809923037789	0.433054411942539	0.375293153405717	0.32888132610411797
ENSDARG00000003845	0.5698701189927329	0.543509792849419	0.41504872633604706	0.7554534534372092
ENSDARG00000003846	0.987332002459302	0.0855952468808139	0.8041491290691859	0.33488379291104703
