Symbols	Gene	SRR1914395	SRR1914394	SRR1914393	SRR1914392
npy	ENSDARG00000036222	-0.06448890940193662	0.08215209715991638	0.06204239641603964	0.008277287935540866
npvf	ENSDARG00000036227	0.22119163586302082	0.33010914813757436	-0.19810827193828007	-0.08753225665977311
NA	ENSDARG00000036232	1.0601348742702361	1.295463967287916	1.6136709096505437	1.431733449075463
zbtb3	ENSDARG00000036235	0.7970715047898373	0.9300516646508501	0.6972820792374693	0.6741805564844764
slc27a2a	ENSDARG00000036237	2.208552691646041	1.888133261639903	2.659669751346558	2.8317196087117273
gatm	ENSDARG00000036239	3.5803003651753973	3.554269875330893	3.7199129492575276	3.6119111181749384
sb:cb649	ENSDARG00000036245	0.24030608254965338	0.2039085535562835	0.3782508180174913	0.36139973330374875
tmem144b	ENSDARG00000036247	-0.03999130848020169	-0.14313600544054245	-0.068679251885706	-0.10925486035288334
rras2	ENSDARG00000036252	1.222001789127243	1.3797757727177666	1.8773619474542211	1.4086145046232832
hoxa13b	ENSDARG00000036254	0.33520507764109564	0.40322634796357754	0.3109532714862769	0.40609502879841325
rasal2	ENSDARG00000036257	0.9924074214398905	0.7644398159228447	1.4189283752846724	1.298834648814507
gcgrb	ENSDARG00000036272	0.45945607774567687	0.4421971717052452	0.6394477040810027	0.5673954789081818
lamc1	ENSDARG00000036279	2.2894857937177493	2.2611352034593017	3.403935806904526	2.7513207737001446
cc2d1a	ENSDARG00000036281	0.679463844207993	0.4698729650472988	0.8201154858946225	0.6651148973899289
rnaset2	ENSDARG00000036282	1.1481339589191397	1.329788881331715	0.9449390819629493	1.1507617880563372
nucb2b	ENSDARG00000036291	0.9945359877218023	0.7942685587667873	1.1163139583908641	1.3267381911134786
cdx4	ENSDARG00000036292	0.11235519552489694	0.02930560970372511	0.98482187418301	0.9827285614321064
gnb1l	ENSDARG00000036293	0.1521765804738964	0.16410378112737548	0.2899770869710188	0.2905589214056076
golga7ba	ENSDARG00000036295	1.623393015571402	1.7564852868271033	0.4037434274493516	0.5192376317864023
rps13	ENSDARG00000036298	3.2387659912861837	3.575093306406991	3.7606862666866734	3.9723826499321166
nucb2a	ENSDARG00000036299	2.7537872580827845	2.598174850237722	2.617920538239485	2.6475197863758018
dnaaf3l	ENSDARG00000036304	0.1244653402389044	0.07206985273893686	0.18956355219078444	0.15617527701884343
phf23b	ENSDARG00000036305	0.88509374809500585	0.947270367993577	1.068722419143423	1.0055554214240794
nod1	ENSDARG00000036308	0.26553596985015926	0.3067762870945976	0.23675954644740127	0.13065191366590212
rpl39	ENSDARG00000036316	3.597702977957438	3.7141703498026195	3.9495106621975937	3.976313984844793
ndufa1	ENSDARG00000036329	1.9069760939696294	2.0627800465323225	2.047959937090485	1.6940827859590684
c1galt1c1	ENSDARG00000036335	1.3380726692981126	1.2187919557987354	1.141498332361534	1.1118730573829785
cers3b	ENSDARG00000036337	0.10998501129964562	0.16495278098270288	0.3494048375621738	0.3686511467667102
vps11	ENSDARG00000036338	0.7038208025003405	0.9574444400884128	0.9704766861569742	1.0847900038229519
calb2b	ENSDARG00000036344	0.8640665497270126	0.950111015619076	0.4252954537859587	0.5447423419538687
cmtr2	ENSDARG00000036345	0.6459056516073307	0.6472810815707501	0.5693354944697546	0.6702421099796325
riox2	ENSDARG00000036359	0.67649459051091	0.5140786262847139	1.5385588011442242	1.188791933444456
acta1a	ENSDARG00000036371	3.6278054412610947	3.6542846690347446	3.610144834819742	3.65243238879001
cyfip2	ENSDARG00000036375	2.015994567131249	2.5336589213555034	1.6308200203357954	1.7094058809923132
cldn7a	ENSDARG00000036376	0.18622550957172068	0.35118294202518807	-0.04368248318059062	0.01594093955689836
ponzr6	ENSDARG00000036382	0.10010771733316681	0.16862325236904604	-0.060295275407502597	-0.03898218829587497
si:ch73-335m24.5	ENSDARG00000036383	0.7797401495465208	0.8642539794603279	0.43676839195738043	0.4439217304670813
rbm4.1	ENSDARG00000036386	1.659677716969135	1.7616599096518317	1.6212217953783645	1.6599684766143947
pop7	ENSDARG00000036394	0.6600120754838621	0.8719040320066644	0.6751433357711168	0.8244469296192177
si:ch211-81a5.5	ENSDARG00000036412	0.10156056471641013	0.11997956021921848	0.17975715599922507	0.19459045497441269
si:ch73-335l21.1	ENSDARG00000036414	1.120827465815417	0.9817296786233458	0.9585847254373825	1.001817389236432
glb1	ENSDARG00000036415	0.39603333183088596	0.3735767596566613	0.693325564910457	0.6921839725627965
si:dkey-33c9.6	ENSDARG00000036420	0.45865639496897936	0.3327773032022055	0.4257648103384713	0.4389857478404014
ntn5	ENSDARG00000036422	0.5341086260127469	0.6026839620174974	0.3838109402532249	0.4888775581362692
pcdh20	ENSDARG00000036424	0.7170076202168547	0.6777734678844456	0.4195638910738836	0.37614785400244916
zgc:103586	ENSDARG00000036426	0.736826789365231	0.6700159903473291	0.4844943992108361	0.5958961658890224
slc3a2a	ENSDARG00000036427	1.9840153917996224	2.1424053601022193	1.9792641567637306	1.9822458594703778
si:dkey-264d12.4	ENSDARG00000036428	0.2868335698491443	0.3552388989841983	0.2565538420862064	0.27603031826521257
sat2a	ENSDARG00000036430	-0.0700830246274398	-0.0923879493405694	-0.031052736418167436	-0.0683234656437699
ndufv1	ENSDARG00000036438	2.8942315644636913	3.1727981902295608	2.488699599735314	2.601220920063538
atp11c	ENSDARG00000036442	0.7864960644712697	0.9057738427512199	0.7715749194278196	0.9803289625000386
serpinh2	ENSDARG00000036445	0.8108985823106951	0.9880277432546497	1.0617512293792366	0.848386215828707
prkar2b	ENSDARG00000036446	0.21462794587832645	0.4187691069338515	0.10181831762205998	0.1255082379258152
anxa4	ENSDARG00000036456	1.4276347253113495	1.497291341688819	1.3042534477392929	1.5595803399165653
cacng6a	ENSDARG00000036457	0.6453995285305058	0.36859695534735715	0.5808979087914625	0.5205060871806919
prlhr2b	ENSDARG00000036458	-0.047364409638438396	-0.06738970879601494	-0.19810827193828007	-0.10728462740449377
tmtops3a	ENSDARG00000036460	-0.10122507138528035	-0.04490317171215352	0.019447363707330963	-0.004682160047313674
NA	ENSDARG00000036462	0.2583387153370861	0.2315270578197039	0.30034739496509405	0.282760996866311
dand5	ENSDARG00000036471	-0.19473006962576014	-0.06671447968054867	0.06199739014486853	-0.03726954448205318
snapc2	ENSDARG00000036473	0.509618351258187	0.39557625306082567	0.636117207092535	0.5402207107149809
NA	ENSDARG00000036479	0.011081350353706493	-0.01508173947678254	0.11698877966642801	0.07746392170078786
tcn2	ENSDARG00000036481	1.7085199520787908	2.4239114979965475	0.6810612236097628	1.0469730682482457
hexim1	ENSDARG00000036482	1.2978164949995188	0.9372768822533635	1.5354878489262895	1.4262086980188147
c1ql3b	ENSDARG00000036483	-0.013589023601503708	0.03274525115888429	-0.005791805203576558	0.05352872795126204
zgc:112356	ENSDARG00000036489	2.279405833015689	2.2353307993879117	1.8739566238097614	1.9181358375126998
si:ch73-174h16.4	ENSDARG00000036493	0.4722913336157883	0.31357820909425566	0.5106746101273711	0.4806325467626767
gstcd	ENSDARG00000036494	0.1979883737455469	0.21961369003264022	0.5017104419681553	0.395356324172841
zgc:162171	ENSDARG00000036499	0.15124166312887802	0.13766983802542873	0.39124651836409463	0.3070448009252612
fam122b	ENSDARG00000036500	1.0772698337009177	1.1774989639953037	0.9904792328049284	1.1804128680572572
rab39bb	ENSDARG00000036501	0.6309312041768295	0.6710494199175512	0.40441761358220235	0.5040954614293012
syt4	ENSDARG00000036505	0.4711992746998685	0.6824917225547338	0.3501477313157627	0.4708402607033767
ccnt2b	ENSDARG00000036510	2.101094038220651	2.065301795321788	2.2584261838957684	2.10630892589011
rhbdf1a	ENSDARG00000036541	1.0931833254809158	0.6867334171892211	1.3440864400532628	1.0339503282804727
pknox1.2	ENSDARG00000036542	0.61376782377456085	0.7590625013607712	0.4492420524568683	0.3970428040759574
LOC101885235	ENSDARG00000036545	-0.19473006962576014	0.0025026547378641365	0.04886828093841705	-0.06419561060389276
pdxkb	ENSDARG00000036546	0.45367841927608554	0.4370493229638768	0.4873368028466627	0.448302525141457
s1pr2	ENSDARG00000036548	1.1417745088965725	1.1818894116616223	0.9134033180230681	0.8173695350756369
agpat3	ENSDARG00000036549	1.5741694015996184	1.5139384196663674	1.4629436381113377	1.3547670109437528
col18a1a	ENSDARG00000036558	2.2461758609297666	2.4362345315427865	3.3980479099346463	2.928364148354563
gpr185b	ENSDARG00000036560	0.036469605936256026	0.18076852844569002	-0.19810827193828007	-0.08291707193460199
aanat1	ENSDARG00000036567	0.10726199747511844	0.06025627664614418	0.09867703995531496	-0.008040213256010311
bach2a	ENSDARG00000036569	0.6899571318855722	0.4181297104908872	0.5473930410327142	0.47475580524999694
sema3e	ENSDARG00000036571	1.1955817159422042	1.4476259364208048	0.6478653918930426	0.7099218885547136
si:ch73-71d17.2	ENSDARG00000036575	0.6366936558657594	0.7663832049497878	0.47795871842068094	0.4897953538037768
atp6v0cb	ENSDARG00000036577	1.8396153372396982	2.2044807693436717	0.9217264539777628	0.9345661375239895
st8sia5	ENSDARG00000036584	0.6294070869082734	1.0805401156306227	0.29656483843428105	0.27323887736172525
cbr1	ENSDARG00000036587	0.881892159691454	0.8508742353701191	0.8827600363552868	0.6427015953033629
mhc1zba	ENSDARG00000036588	1.16240298729252	1.0947386273427235	0.6092172834692688	0.594868800786508
setd4	ENSDARG00000036592	0.39457095248328605	0.4846752924255664	0.6780740570646402	0.713148362868227
kdm2ba	ENSDARG00000036593	1.7152258158789717	1.8819454684893224	1.8731745644496354	1.7013811654226108
NA	ENSDARG00000036613	0.5595361707296045	0.49148694201984877	1.0455354100345557	0.9789855856889914
gpr182	ENSDARG00000036616	0.6977367669035671	0.64176847015958	0.7675396416750218	0.8026986496140918
mgat3b	ENSDARG00000036619	0.29865397664063975	0.3252459029565589	0.5241217220372122	0.35288689261567163
polr2f	ENSDARG00000036625	1.3253337336823783	1.441633317424814	1.948556996373393	2.047476448262855
si:ch211-168n16.1	ENSDARG00000036626	0.38100299264821696	0.37581596723023525	0.4101927847353297	0.22707951207356444
cd74b	ENSDARG00000036628	-0.19473006962576014	-0.04225338671726734	-0.04286735694178456	0.038134540829880284
rps14	ENSDARG00000036629	3.68013698954073	3.91547511212848	4.033005842201783	4.238054822527944
plp2	ENSDARG00000036630	2.093339668140315	2.1350472506607177	1.888889520125749	1.8705402560429423
ebpl	ENSDARG00000036636	0.1620378160508557	0.12486613477462784	0.12780498279725233	0.24415651967582325
arl11	ENSDARG00000036637	0.6663658441223632	0.5570297051236338	0.6059530427671038	0.6268623594613062
rcbtb1	ENSDARG00000036645	0.3506946793229335	0.4832501784533156	0.6262226676622958	0.6042197820491974
cdadc1	ENSDARG00000036650	0.19386697091414368	0.3496675273784386	0.3376151497310095	0.3665574004815888
cab39l	ENSDARG00000036658	2.0321838158166217	2.0321838158166217	1.6664064496234219	1.6136709096505437
aplnrb	ENSDARG00000036670	0.23343649867303562	0.35107518004497434	0.8018320533182993	0.8827600363552868
tnni4b.2	ENSDARG00000036671	2.4206783440091733	2.2531655629031637	0.6294824842562228	1.0022715010227403
hnrnpa1b	ENSDARG00000036675	2.478962025888746	2.486028035882504	3.6820096636444775	3.736189054028748
trmt10a	ENSDARG00000036678	0.8137354563867977	0.7047544637639827	0.9043940968370623	0.9340573607833327
ndufa7	ENSDARG00000036684	1.2809537733385592	1.499115299405886	1.283639718618093	1.5615283743952781
ccnt2a	ENSDARG00000036685	1.7312582223225854	1.8385538891948054	1.697429135224568	1.798290474136088
bcl9	ENSDARG00000036687	1.256471288545446	1.2457549655163338	2.0484439372742695	1.7284593705825904
calcoco1a	ENSDARG00000036695	0.973339896433089	1.0976883127731507	1.0540357233958768	1.0648478407174335
znf865	ENSDARG00000036698	1.833945847937571	1.8121723481084153	2.035973179827079	1.7695575661508622
si:ch211-114n24.6	ENSDARG00000036700	1.1049794156038433	0.7981239849506773	1.7049286250980775	2.5131342070554883
tmem18	ENSDARG00000036704	0.8802622857657899	0.8615596551930843	0.8804532267178811	0.904691631516203
tomm40l	ENSDARG00000036721	0.7869196231806135	0.8633246626527901	1.3828402794024497	1.2924116309258105
slc9a3.2	ENSDARG00000036722	0.12165920993982127	0.1335494177495085	0.2044912041026814	0.1584040339311746
si:dkey-211g8.1	ENSDARG00000036728	-0.19473006962576014	-0.09204964924227578	-0.19810827193828007	-0.20487679410304563
nitr7a	ENSDARG00000036743	-0.09602337005452968	-0.21578982813716663	-0.09905581902926905	-0.20487679410304563
nitr8	ENSDARG00000036748	-0.00829856531814138	-0.12894192533465973	0.06107577125592291	-0.015552473815463217
hmgn3	ENSDARG00000036754	2.1553035623417864	2.4104643282597555	1.6160632299515834	2.415170897361121
prmt9	ENSDARG00000036755	0.8191259949119546	0.6590612731041523	0.6663658441223632	0.706386812268588
hax1	ENSDARG00000036764	1.178244881933012	1.2172457674961326	0.844040783752289	0.9169357214777556
urgcp	ENSDARG00000036767	0.1345671219287058	0.25379368347702247	-0.19810827193828007	-0.20487679410304563
pygo2	ENSDARG00000036772	0.8942510387073108	1.1266318234249648	1.3816867355183275	1.654026522537825
s100s	ENSDARG00000036773	0.40945031972101825	0.37346369761750053	0.262485509203735	0.35310941322818457
rgs12b	ENSDARG00000036774	1.0164909848234558	1.8454210302295406	1.113724247742002	1.1512929015613302
dtd2	ENSDARG00000036775	0.3629555378253381	0.3785915403317786	0.3997881280226243	0.43468642278997743
aldh8a1	ENSDARG00000036776	0.442970222556297	0.6168545879295997	0.6882785501351847	0.5938466081107345
hbs1l	ENSDARG00000036778	1.607709222324582	1.6639041744661185	1.8439932898446043	1.8295618109312397
si:dkey-170l10.1	ENSDARG00000036781	0.5546247445060679	0.48605072775637315	0.6255106270882074	0.7240616839843286
commd7	ENSDARG00000036784	0.8402575104070317	0.8538867592076989	0.6891302251625606	0.9066567083970669
si:ch211-226m16.2	ENSDARG00000036785	1.4305247170443174	1.3515859891143873	1.4886382749725402	1.3222988802736004
tap2a	ENSDARG00000036787	0.18110941476408782	0.05116268322697016	0.2268303583689996	0.03489183405530901
dnmt3bb.1	ENSDARG00000036791	1.1950052119501646	1.1938349712210155	1.197764264233038	1.1859878664052954
ttll5	ENSDARG00000036793	0.22434213518546542	0.23419332009404692	0.3923035180157571	0.3033020307796424
si:ch211-106j24.1	ENSDARG00000036809	1.2146766454711124	1.330332853063285	0.45710513890926674	0.5142022077811274
ifrd2	ENSDARG00000036811	1.6827375161479587	1.5501896573876617	2.377606969858089	1.9783848820895273
LOC100537384	ENSDARG00000036816	1.5564145122009843	1.0646078534920043	0.6073424345433939	0.5608219065816947
hyal3	ENSDARG00000036818	0.06608611148563376	0.024571674924956804	3.293439335060193e-4	0.06550769742300341
mgll	ENSDARG00000036820	1.297145287611191	1.3137782541031706	1.7846942412003042	1.7451131014207355
ankrd52a	ENSDARG00000036826	0.9781045015217549	1.1245838648099087	1.0437552705855584	0.6234443333885441
krt91	ENSDARG00000036830	3.6935752042381194	3.945989752056663	1.8385538891948054	2.5810809915163233
rnf41	ENSDARG00000036831	0.9920700176231891	0.9843801729371737	1.0429024444957222	0.9348746045333073
cyt1l	ENSDARG00000036832	3.902684811867436	4.271302762389666	4.2593746188753645	3.704841600417824
upp2	ENSDARG00000036833	0.18449674788992293	0.1535365658126457	0.24096796307630924	0.24243097776344918
krt92	ENSDARG00000036834	2.281366316877187	2.1269798944438283	3.833314990108409	3.706748001634269
krt15	ENSDARG00000036840	1.1401002280262582	1.8076560789302545	1.0400122413313404	0.8666438837774743
tsen54	ENSDARG00000036844	0.3682056071408238	0.34124175006432034	0.6758295595919203	0.57620313217766
anks4b	ENSDARG00000036846	0.9542589577795063	0.9591334167473649	0.57620313217766	0.5498243253100411
slc43a2a	ENSDARG00000036848	1.43582133495678	1.9396911435442603	1.300162108376842	1.2001231264088508
NA	ENSDARG00000036852	0.3043011975131351	0.4041921040398033	0.44936465657991576	0.41842389617799514
plagx	ENSDARG00000036855	1.240390014084499	1.0367352576001847	1.7315784717630178	1.7938021889522258
si:ch211-94l19.4	ENSDARG00000036863	0.8246256741135642	0.8027835681188705	0.6307144016543533	0.5195602689297587
slc34a2b	ENSDARG00000036864	0.5720659863056952	0.5895500408383283	1.0282600346217436	0.8264994518850973
slc2a12	ENSDARG00000036865	0.26787350008389055	0.3449422680602533	0.7057541904796837	0.64176847015958
tbpl1	ENSDARG00000036868	0.7681250412060556	0.6601592412890119	0.8100999568938949	0.9140260678226684
tcf21	ENSDARG00000036869	0.25012064617090435	0.3296815186846306	0.29192034998642724	0.3139033631315785
arih1l	ENSDARG00000036870	1.0821617214266679	1.0414663410423493	0.8203756011764248	0.7853325216950933
rps12	ENSDARG00000036875	3.634635898678416	3.746210818941411	3.980232278805926	4.436066815891798
zgc:153284	ENSDARG00000036876	1.029566420019036	1.5336048386902994	1.062873404580156	1.719153439821567
sh3bgrl2	ENSDARG00000036878	0.49505248691078496	0.5019590913872826	0.2432793628603179	0.23353468970906477
zgc:153935	ENSDARG00000036888	0.7303750158461789	0.7228771013579226	0.6195126217105649	0.6723921642881696
f13a1b	ENSDARG00000036893	0.6668871266963055	0.5057323362932434	1.4677096471794762	1.5875422475550058
zgc:101853	ENSDARG00000036894	0.6489632928894679	0.6906492142503514	1.4433564710296647	1.7419855228134458
sgms2b	ENSDARG00000036897	0.2337329488075784	0.1831777776635021	0.6550489215581512	0.6002719838817856
irak1bp1	ENSDARG00000036903	0.4337868611818711	0.43372655292381745	0.5989046630325419	0.6975049976672195
scamp1	ENSDARG00000036911	0.6012262730357552	0.6391591611265922	0.7239053947317995	0.577489898741439
edn1	ENSDARG00000036912	0.24501365105142264	0.22697825704210775	0.23836235389784852	0.39061960041268184
st6galnac6	ENSDARG00000036913	0.13864158003376978	0.20755435333290467	0.12766960678050368	0.030933879412716844
dolpp1	ENSDARG00000036915	1.1223247612272522	1.123789433252327	0.8617475496838425	0.7315047888771856
NA	ENSDARG00000036924	0.22490340124582647	0.2536882592307165	0.5165077138154913	0.6248016999002975
rnf139	ENSDARG00000036929	0.5640805474265369	0.555076898415359	1.0183486380772044	0.8538867592076989
tbx18	ENSDARG00000036930	0.33777444195745576	0.3547544372420554	0.587102830456688	0.49747429991206915
ctss1	ENSDARG00000036940	0.03322492572466665	0.09483143197641278	0.12346624211502935	0.07211234248940644
gpd1c	ENSDARG00000036942	1.5834069067564112	1.225570573242539	1.977492116887481	2.0908289209985678
golph3l	ENSDARG00000036943	0.774444931919964	0.7316587933053558	1.248845899967876	0.977782410136346
ensaa	ENSDARG00000036944	0.13116819491921314	0.2858146236039198	0.1464450354710327	0.12963712605420352
zgc:198371	ENSDARG00000036952	0.07113556811256674	0.17585506750752314	0.0870356110209539	0.09096465744987761
asxl1	ENSDARG00000036956	1.8970673115998824	2.0150486284364733	2.4072013244145247	2.15701548104023
rnf24	ENSDARG00000036965	0.7968947011543107	0.9197201579450991	0.7097685644834738	0.4508884789863934
hsd3b7	ENSDARG00000036966	0.5708467362219423	0.6726173728205926	0.3491873638139266	0.5380894464285947
smox	ENSDARG00000036967	1.1301508332367631	1.3779213592190414	0.9636980164738299	1.1097581646323025
si:ch1073-416d2.3	ENSDARG00000036968	0.1393323847957633	0.1416542714479945	0.2814958831261671	0.2521263285086088
ripply3	ENSDARG00000036974	0.36815253924014896	0.18830649869648974	0.4458697261971958	0.4740299308661657
plxnb2b	ENSDARG00000036985	0.6507975439488228	0.6122473990544597	0.5440089877387793	0.42714830695345984
has2	ENSDARG00000036987	0.37813853798649927	0.3928589647124844	0.7122934886045716	0.5349311563074153
dctd	ENSDARG00000036990	0.6855181808156089	0.63078709246182	0.9283807099067392	1.1812957215519189
erbb3b	ENSDARG00000036993	0.46691044139651827	0.5310650323465517	0.5798954325731565	0.5679933437400145
tbc1d16	ENSDARG00000036994	0.27288057546826705	0.328031005682825	0.6930269740842757	0.5977213140296653
lsm6	ENSDARG00000036995	1.2899425520242742	1.47032028343597	1.4882070165483885	1.846496720512288
arf3b	ENSDARG00000036998	1.0424204554905518	1.2086279027928761	0.317578832007945	0.27982115620699494
si:dkey-32e23.6	ENSDARG00000036999	0.23142631808043962	0.3308787424448616	0.15185046927375023	0.0489919288869048
fkbp11	ENSDARG00000037000	1.6098683321394875	1.1739350899052188	1.857196079736286	2.1095372456741015
zgc:152968	ENSDARG00000037002	0.14500470954680544	-0.019769008552953833	0.040565579132766275	-0.01106916814153505
bscl2	ENSDARG00000037008	0.7579907443474367	0.8396291912926157	0.622376880030409	0.6656922153179288
banf1	ENSDARG00000037009	3.3761077496532175	2.906454865550056	2.8942315644636913	2.9654322954483248
slc3a2b	ENSDARG00000037012	1.2740242996734046	1.8994753620751768	0.82515845017662	1.0180029572924199
ube4b	ENSDARG00000037017	1.1558994021447924	1.0634929734157803	1.622843993596959	1.5501896573876617
gab1	ENSDARG00000037018	0.8224969093308154	0.7597059448349471	1.358127013958917	1.1539222979280772
kif1b	ENSDARG00000037020	1.4766385929894512	1.6157935650691573	1.4420678518931658	1.3144650257057418
casz1	ENSDARG00000037030	0.6538009593104037	0.5639508798819061	1.1158111859972943	0.8664516801385673
ptger2b	ENSDARG00000037033	0.11007257755692315	0.08720848394626304	0.11539711479231698	0.16382177919248353
psmc6	ENSDARG00000037038	2.914254496108265	2.7747360759302757	2.448880838971613	2.62714299475492
cgrrf1	ENSDARG00000037040	0.3178419311736807	0.3638392032948195	0.36190212668114013	0.382130347203353
ddhd1b	ENSDARG00000037042	0.6246551651170367	0.7169297870397724	0.6369918060798133	0.4976644607401872
rad51b	ENSDARG00000037046	0.432302664870246	0.3166854649171251	0.5962433160606917	0.6486001835174784
zte38	ENSDARG00000037056	-0.09431548803389342	-0.13084156790245682	-0.03939405463104763	-0.20487679410304563
gcdha	ENSDARG00000037057	1.010728385361017	1.206549430642407	0.6656199641239764	0.7869196231806135
slc44a2	ENSDARG00000037059	1.1699442923204808	1.485761462058333	1.1036758650000693	1.1560405644408893
NA	ENSDARG00000037060	1.9700322568491875	2.0829542865463146	2.1656805601577473	1.7369371703392709
aldh9a1b	ENSDARG00000037061	1.1232632487710426	0.9647727006152345	1.2427697144696241	1.3968182909261044
dhh	ENSDARG00000037062	-0.0011995541730348638	-0.019586722315948178	-0.04643531078725192	-0.02323706559096328
galca	ENSDARG00000037064	0.6294824842562228	0.720796197720854	0.7601213488415774	1.3312266184943926
lgals8a	ENSDARG00000037066	0.3287392979457429	0.46752542277259823	0.386151267940677	0.3743693972106407
dnajc22	ENSDARG00000037067	0.015058198326463438	0.03461483848358708	0.0018214266595804177	0.049199387593309024
ikzf4	ENSDARG00000037068	0.21094990429289817	0.3028860736197284	0.288148105475741	0.1468651653534752
zdhhc14	ENSDARG00000037069	0.3176316404534962	0.3300557409603604	0.5157725487408433	0.3344324217244401
tmem242	ENSDARG00000037070	0.6917899164593063	0.5291439467283312	0.5847636998085722	0.5033465298318729
rps26	ENSDARG00000037071	2.6302951667283327	3.496981993716353	3.5169803232841046	3.8155421879369142
si:dkey-60a16.1	ENSDARG00000037073	0.6414865332536233	0.6310032600343344	0.7276497958314884	0.7653608462479984
cfap36	ENSDARG00000037079	0.31207261093495553	0.39709880708690765	0.8589818863892401	0.8227646716114536
asah1a	ENSDARG00000037091	0.5791559502454552	0.6715717067581708	0.46788002173838894	0.5247483543114358
slc7a2	ENSDARG00000037097	0.3712235433553794	0.5558599856266733	0.3052666026947628	0.267512552718786
irs2a	ENSDARG00000037099	0.516630660175895	0.4519052539038818	0.45350196535122345	0.7025778636349137
ankrd10a	ENSDARG00000037100	0.7760872244138004	1.0591820115561723	0.8946565281206054	1.0421789898888
mtmr7a	ENSDARG00000037101	0.39412495984715795	0.5627567487726204	0.424145834303033	0.4000669362545093
pfdn6	ENSDARG00000037108	1.2201871699010483	1.3329995723860748	1.361533649041354	1.5844275829447207
pwp2h	ENSDARG00000037109	1.7204102882348182	1.5561689189634915	2.299729715351364	2.028280806461893
cxcl12a	ENSDARG00000037116	1.665012715615935	1.7830927845843725	1.2547754375614195	1.3795877524416376
mat2ab	ENSDARG00000037121	1.3884386380156943	1.4053993001498906	1.2854979035217062	0.9524576651032743
si:dkey-34l15.2	ENSDARG00000037122	0.5378989968772451	0.8059366022401231	0.44130899058615647	0.3432140004257541
pfkfb1	ENSDARG00000037140	0.45787737362243563	0.441612210139723	0.6236573024671324	0.7583306587228785
zgc:153146	ENSDARG00000037142	0.16189632357353198	0.17118826917462887	0.25507182006369844	0.31974223037167726
cpb2	ENSDARG00000037144	1.1040662419554486	0.9009085086760091	0.41743435947507673	0.6818123797198163
slc8a4b	ENSDARG00000037145	0.40911221181067636	0.5224346813753212	0.2650265302129131	0.2612026252410723
atp6ap1b	ENSDARG00000037153	1.8640180328009772	1.5484976522859528	1.918541255638336	1.8490120515402377
LOC568037	ENSDARG00000037154	0.5386717404491117	0.4120190543021748	0.6046418769098092	0.5565749090493448
NA	ENSDARG00000037155	-0.058994093436489384	-0.06998602423509426	0.012355398768963634	-0.060522216427305764
rcc1	ENSDARG00000037158	0.7109425628500576	0.8371657715246584	1.6627618440466034	1.5766515282232398
oprd1b	ENSDARG00000037159	-0.06419561060389276	-0.016814860972523115	0.054194177442943796	-0.06458533761989718
NA	ENSDARG00000037172	0.4642639080339484	0.6593608367982678	0.758413236129114	0.8590797825633776
nek12	ENSDARG00000037174	0.37095225780710683	0.3154020887381007	0.39939521142173817	0.38813765733036454
ggh	ENSDARG00000037176	0.4698729650472988	0.42460988808140165	0.5628922299801169	0.5700561626376126
zc3h13	ENSDARG00000037177	1.5586095794952879	1.2235718520044965	2.22530900506496	2.1961634583397576
zic2b	ENSDARG00000037178	0.7554001276388596	0.5043969528658672	1.8515610602187975	1.8132306172090962
tpbgb	ENSDARG00000037186	1.1358711922774805	0.9847131040208873	1.0091070651219287	0.8676941268631813
rpa2	ENSDARG00000037188	1.8371482732259086	1.6286074843482718	2.202131102422139	2.337099100436987
ttr	ENSDARG00000037191	-0.19473006962576014	-0.09407277080679086	-0.04553951464452855	-0.022201900157820847
zgc:113364	ENSDARG00000037192	0.19599441055309208	0.309200592334389	0.31571749144213024	0.37909706262369014
tshr	ENSDARG00000037195	-0.09428648234697486	-0.029934173172562688	-0.09986304217393886	-0.08574408273640427
arid5b	ENSDARG00000037196	0.42460988808140165	0.4501915043380141	0.5934460656601463	0.5594062458632869
zgc:101851	ENSDARG00000037199	0.8148934933407557	0.7384568855933287	0.6427015953033629	0.8456867867098871
denr	ENSDARG00000037229	1.8951484378463999	1.7278199972055543	1.8963011984119948	1.8670305075164872
smad5	ENSDARG00000037238	1.0899357836265011	0.9492811421441447	1.6619357253294806	1.5610331687062096
gpr137	ENSDARG00000037244	0.6338353439428712	0.4456904428759897	1.2237282972840284	1.079785702495628
trmo	ENSDARG00000037245	0.2556354666396174	0.3135235007709253	0.3716766006226298	0.3619591742218059
pimr212	ENSDARG00000037246	-0.19473006962576014	-0.21578982813716663	-0.19810827193828007	-0.20487679410304563
si:ch211-145b13.5	ENSDARG00000037256	0.11852293456869567	0.1489878292292086	0.04410167667585616	-0.07243451785016597
ndufb6	ENSDARG00000037259	1.778328221604253	2.200945199145247	1.2456015224695838	2.1645009827680304
toporsa	ENSDARG00000037260	0.8108083770660065	0.6279234870108603	0.6484545455098999	0.7453913662331321
mtap	ENSDARG00000037261	1.4644333515817995	1.3671778611015584	1.183205146837762	1.2443705390390207
cdkn2a/b	ENSDARG00000037262	0.015747831094567576	-0.02692213027470138	0.16213287398673837	-0.08003616445622444
myoz2b	ENSDARG00000037266	0.8309564817361106	0.883042676910469	0.8808348024591258	0.9067545799774805
zgc:158263	ENSDARG00000037267	0.6927195187531159	0.6162183353434348	0.9085858659624733	0.9897959923173376
map9	ENSDARG00000037276	0.36672509903776157	0.30773495183350247	0.36793827724396877	0.37089868167638207
