Gene	GSM324905	GSM324904	GSM324903	GSM324906
ENSDARG00000000018	0.15352344874206544	0.7557591162648595	0.3205089580577039	0.31596644808424684
ENSDARG00000000019	1.088116839523948	0.5274738079114247	0.4850915234447496	0.5621810883955561
ENSDARG00000000068	0.30302677222764	0.8509054814041632	0.6552821176814775	0.5905561355002881
ENSDARG00000000069	0.9549157038918059	1.175797721221676	1.0415001213352568	0.5966892979993261
ENSDARG00000000103	-0.16346935826154074	0.00994794541719564	0.3609087492810161	-0.15514504087651462
ENSDARG00000000151	0.34596097276687826	0.49249359871552206	-0.010797101756010785	0.4761938387176384
ENSDARG00000000161	-0.08655813950028858	-0.13907830083814196	-0.0770523441436815	-0.12938751262319675
ENSDARG00000000175	-0.08750120152423556	-0.19315080851558025	-0.14734595155991545	-0.026149986288132303
ENSDARG00000000183	0.16497461747316802	0.07152806885401042	-0.02881076317416813	0.07592135106001151
ENSDARG00000000229	-0.050713646504039166	-0.14200683579630688	-0.0655612321096364	-0.1451054015484709
ENSDARG00000000241	0.42651865513089	0.5321659813981532	0.2214944288903632	0.15761071386266573
ENSDARG00000000380	-0.29502314104385474	-0.2956360459336411	-0.3242124749659547	-0.2197502674529719
ENSDARG00000000394	1.104670550547605	0.5246432585349096	0.7139199209134441	1.074603400680899
ENSDARG00000000442	0.4578917896897474	0.4249035310311589	0.17632776199105651	0.14350656563031355
ENSDARG00000000460	0.7290206417989009	-0.11965516602538966	-0.005644849032794769	0.911838195430756
ENSDARG00000000476	0.4609955004230627	-0.18325526164166225	-0.16962070535199109	0.5129215753969987
ENSDARG00000000489	0.5760035953404488	0.3628344705236585	0.245552339471148	0.6076712291027122
ENSDARG00000000503	0.29407657779919233	-0.020834598519330647	-0.073050384730525	0.2051012968670898
ENSDARG00000000516	0.6906506835447198	0.4181063687986157	0.3721457361956144	0.7256969070669369
ENSDARG00000000529	-0.17802483221436802	0.14302321385574154	0.12408221121956155	-0.2445469830017313
ENSDARG00000000540	0.8976983112890939	0.3975127707974613	0.4620220592487015	0.7049555556947491
ENSDARG00000000551	-0.09797375155770333	-0.02179825156280054	-0.08122983771148293	-0.03789175127611085
ENSDARG00000000568	0.7182775392010011	0.243277449059146	0.4305174390409695	0.2395875294741297
ENSDARG00000000606	0.3696566894056553	0.355954882259954	0.29499024457789963	0.4261276485897288
ENSDARG00000000631	0.9889578323199656	0.7298429029919212	1.2133683954483538	0.6598269523012116
ENSDARG00000000638	0.4421202309094059	0.05948941743998847	0.09568892507482203	0.4237118247510085
ENSDARG00000000651	-0.14822638819763392	-0.1440475926884014	0.2195958940835743	-0.09046778414214274
ENSDARG00000000656	1.202490094172533	0.39189855675331786	0.3396024346344493	1.1006287204486418
ENSDARG00000000666	0.9912805540559716	0.34896364101355976	0.5431388413641078	1.085877962171958
ENSDARG00000000690	1.7703178016774388	1.432031375431618	1.522896415540106	1.8250347213542992
ENSDARG00000000729	-0.06721956551067512	-0.2914845637893828	-0.19585740222648584	0.0008781061872475513
ENSDARG00000000760	-0.040141778478072716	-0.2018943591633968	-0.1908993500155801	0.10448721067436056
ENSDARG00000000767	1.4639269376627253	1.2511877278713222	1.2896573705507786	1.528473905643681
ENSDARG00000000779	0.4844303379570117	0.2383798952463936	0.5590121558534338	0.8008637230086547
ENSDARG00000000796	2.5693725775274103	3.1598959926889716	3.167176888297752	2.6437653927813054
ENSDARG00000000853	1.1051284167939983	0.6685226797042718	1.3283660876168517	1.2831950016428166
ENSDARG00000000857	1.352211734622043	1.0750323515856932	1.2763253518390087	0.8483542005719859
ENSDARG00000000861	-0.09652818324437384	-0.09425000993594927	-0.1484229737114832	-0.027258990520484742
ENSDARG00000000887	0.1988028583254471	-0.11956117679457574	0.05877268014781688	-0.2017860446370453
ENSDARG00000000935	0.12899629362358145	0.7014909600112526	-0.03943088309290253	-0.07790237565464511
ENSDARG00000000966	0.22568433713069835	0.6504738292001345	0.5474194738831509	0.6221099115165897
ENSDARG00000001057	1.6373591241670542	0.272147828185805	1.3377046878811298	1.881224949114826
ENSDARG00000001129	0.44991482446710895	-0.2270190120484703	0.6542656764466245	-0.1992009727201389
ENSDARG00000001162	1.7335771665213526	1.4774995196073302	1.660527543073573	0.7317775647034037
ENSDARG00000001169	-0.056734839494229715	1.0265855396866708	0.1952426688915173	0.056463823714656726
ENSDARG00000001220	0.9417866104339316	0.4855236899592225	0.8008637230086547	1.0249431700640514
ENSDARG00000001241	1.2734781827893806	1.3240544252498538	0.9270427285882852	1.5956863482475458
ENSDARG00000001244	1.3703963305354858	1.5831855193804083	1.3401955202458156	1.371717574988461
ENSDARG00000001303	1.0845609418260242	1.1393982987691846	0.9604717937980396	1.188907754237834
ENSDARG00000001313	-0.036008512781304125	-0.13204226916445475	-0.0025690369714368123	0.1343968472022503
ENSDARG00000001431	-0.17913866504750872	-0.150433471959319	0.11160107358366997	-0.11104202752336992
ENSDARG00000001442	-0.09891436403462203	0.001529619767743806	0.006684405758799748	0.5919699988730519
ENSDARG00000001447	-0.2529508221154073	-0.324770499331218	-0.2632975111869597	-0.228008007218696
ENSDARG00000001557	0.19155705827101366	0.4255140324686481	0.5133528731338729	0.4795612691064632
ENSDARG00000001558	0.25453514641719555	0.32069409822100337	0.6093447196624351	0.3963360011295439
ENSDARG00000001578	1.6834297313862308	1.1408283474215233	0.925249590306981	1.317386581736293
